"NearFut.avg_C.Diffs.10","NearFut.avg_C.mean.10","NearFut.avg_C.Diffs.90","NearFut.avg_C.mean.90","NearFut.avg_C.Diffs.Med","NearFut.avg_C.mean.med ","avg_C_rollmean.10","avg_C_rollmean.90","avg_C_rollmean.med"
-1.19886318630678,14.8768115997367,2.65356604344964,18.7292408294931,0.440922857142858,NA,14.1983333333333,17.8468333333333,16.21
-1.17756891705069,15.0373360368664,2.6398389170507,18.8547438709677,0.44176,NA,14.4863333333333,18.1985,16.2433333333333
-1.1562746477946,15.197860473996,2.62611179065175,18.9802469124424,0.442597142857143,NA,14.5581666666667,18.3526666666667,16.3508333333333
-1.13498037853851,15.3583849111257,2.6123846642528,19.1057499539171,0.443434285714286,NA,14.609,18.3008333333333,16.4766666666667
-1.11368610928242,15.5189093482554,2.59865753785386,19.2312529953917,0.444271428571429,NA,14.5413333333333,18.7975,16.5791666666667
-1.09239184002633,15.6794337853851,2.58493041145491,19.3567560368664,0.445108571428572,NA,14.3018333333333,19.1338333333333,16.7591666666667
-1.07109757077024,15.8399582225148,2.57120328505596,19.482259078341,0.445945714285715,NA,14.7715,19.1113333333333,16.9533333333333
-1.04980330151415,16.0004826596445,2.55747615865702,19.6077621198157,0.446782857142858,NA,15.3551666666667,19.0391666666667,17.0458333333333
-1.02850903225806,16.1610070967742,2.54374903225807,19.7332651612903,0.447620000000001,NA,15.602,19.169,17.0758333333333
-1.01604938605619,16.3176221366632,2.53392616024975,19.8675976829691,0.447994838709678,NA,15.7555,19.4955,17.365
-1.00358973985432,16.4742371765522,2.52410328824142,20.0019302046479,0.448369677419355,NA,16.0375,19.661,17.5883333333333
-0.991130093652445,16.6308522164412,2.5142804162331,20.1362627263267,0.448744516129033,NA,16.0938333333333,19.7485,17.7658333333333
-0.978670447450572,16.7874672563302,2.50445754422477,20.2705952480056,0.44911935483871,NA,16.0688333333333,19.7298333333333,17.82
-0.966210801248699,16.9440822962192,2.49463467221645,20.4049277696844,0.449494193548388,NA,16.131,19.9136666666667,17.8258333333333
-0.953751155046825,17.1006973361082,2.48481180020812,20.5392602913632,0.449869032258065,NA,16.209,20.1616666666667,17.9416666666667
-0.941291508844952,17.2573123759972,2.4749889281998,20.673592813042,0.450243870967743,NA,16.1685,20.124,17.9875
-0.928831862643079,17.4139274158862,2.46516605619147,20.8079253347208,0.45061870967742,NA,16.236,20.1635,18.24
-0.916372216441206,17.5705424557752,2.45534318418315,20.9422578563996,0.450993548387098,NA,16.4978333333333,20.4343333333333,18.4641666666667
-0.903912570239333,17.7271574956642,2.44552031217482,21.0765903780784,0.451368387096775,NA,16.8661666666667,20.8833333333333,18.7083333333333
-0.89145292403746,17.8837725355532,2.4356974401665,21.2109228997572,0.451743225806452,NA,17.2015,21.2256666666667,18.7658333333333
-0.878993277835587,18.0403875754422,2.42587456815817,21.345255421436,0.45211806451613,NA,17.2453333333333,21.4555,18.9466666666667
-0.866533631633713,18.1970026153313,2.41605169614985,21.4795879431148,0.452492903225807,NA,17.402,21.4691666666667,19.3175
-0.85407398543184,18.3536176552203,2.40622882414152,21.6139204647936,0.452867741935485,NA,17.5401666666667,21.3978333333333,19.3525
-0.841614339229967,18.5102326951093,2.3964059521332,21.7482529864724,0.453242580645162,NA,17.615,21.2448333333333,19.38
-0.829154693028094,18.6668477349983,2.38658308012487,21.8825855081512,0.45361741935484,NA,17.694,21.1685,19.505
-0.816695046826221,18.8234627748873,2.37676020811655,22.01691802983,0.453992258064517,NA,17.8481666666667,21.2568333333333,19.6441666666667
-0.804235400624348,18.9800778147763,2.36693733610822,22.1512505515088,0.454367096774195,NA,18.1528333333333,21.3173333333333,19.7741666666667
-0.791775754422474,19.1366928546653,2.3571144640999,22.2855830731877,0.454741935483872,NA,18.5956666666667,21.5145,19.8758333333333
-0.779316108220601,19.2933078945543,2.34729159209157,22.4199155948665,0.455116774193549,NA,18.8765,21.85,19.9408333333333
-0.766856462018728,19.4499229344433,2.33746872008325,22.5542481165453,0.455491612903227,NA,18.8981666666667,22.0811666666667,20.0133333333333
-0.754396815816855,19.6065379743323,2.32764584807493,22.6885806382241,0.455866451612904,NA,19.027,22.3685,20.2366666666667
-0.741937169614982,19.7631530142213,2.3178229760666,22.8229131599029,0.456241290322582,NA,19.0941666666667,22.4985,20.47
-0.729477523413109,19.9197680541103,2.30800010405828,22.9572456815817,0.456616129032259,NA,19.2945,22.5596666666667,20.6066666666667
