"CurSim","simName","missingprop_autocor","missingness","type","param","value","missingnessVersion","SE"
255,"255","propMissAct_0.07_autoCorr_0.01","MAR","Data Deletion Simple","ar1",0.717136829195968,"A",0.0375866368879866
255,"255","propMissAct_0.1_autoCorr_0.04","MAR","Data Deletion Simple","ar1",0.715832338277504,"B",0.038290753668699
255,"255","propMissAct_0.14_autoCorr_0","MAR","Data Deletion Simple","ar1",0.683605493932325,"C",0.0409524259725773
255,"255","propMissAct_0.18_autoCorr_0.07","MAR","Data Deletion Simple","ar1",0.676863842046351,"D",0.0424182395061636
255,"255","propMissAct_0.21_autoCorr_0.04","MAR","Data Deletion Simple","ar1",0.673350155279727,"E",0.0432673061456545
255,"255","propMissAct_0.33_autoCorr_0.06","MAR","Data Deletion Simple","ar1",0.638939994163112,"F",0.0489016733761023
255,"255","propMissAct_0.36_autoCorr_0.05","MAR","Data Deletion Simple","ar1",0.595431102687526,"G",0.0524528609520711
255,"255","propMissAct_0.4_autoCorr_0.08","MAR","Data Deletion Simple","ar1",0.556880726154423,"H",0.0559599879927626
255,"255","propMissAct_0.46_autoCorr_0.04","MAR","Data Deletion Simple","ar1",0.597517457528253,"I",0.0567746034640023
255,"255","propMissAct_0.53_autoCorr_0.06","MAR","Data Deletion Simple","ar1",0.474211714728385,"J",0.0667441096109312
255,"255","propMissAct_0.56_autoCorr_0","MAR","Data Deletion Simple","ar1",0.623824754486017,"K",0.0611880446281189
255,"255","propMissAct_0.58_autoCorr_0.05","MAR","Data Deletion Simple","ar1",0.551803819297643,"L",0.0668086800949818
255,"255","propMissAct_0.7_autoCorr_0.04","MAR","Data Deletion Simple","ar1",0.371547649428435,"M",0.0936261828784428
255,"255","propMissAct_0.71_autoCorr_0.01","MAR","Data Deletion Simple","ar1",0.511788071088904,"N",0.0828054672064984
255,"255","propMissAct_0.75_autoCorr_0.07","MAR","Data Deletion Simple","ar1",0.323599508448975,"O",0.0984173634960381
255,"255","propMissAct_0.07_autoCorr_0.01","MAR","Data Deletion Simple","intercept",-0.290309079048038,"A",0.190477394699189
255,"255","propMissAct_0.1_autoCorr_0.04","MAR","Data Deletion Simple","intercept",-0.282961390667594,"B",0.194015170935615
255,"255","propMissAct_0.14_autoCorr_0","MAR","Data Deletion Simple","intercept",-0.345230745583975,"C",0.180712466639057
255,"255","propMissAct_0.18_autoCorr_0.07","MAR","Data Deletion Simple","intercept",-0.28996625755872,"D",0.187847227061363
255,"255","propMissAct_0.21_autoCorr_0.04","MAR","Data Deletion Simple","intercept",-0.280183491263054,"E",0.181745198370604
255,"255","propMissAct_0.33_autoCorr_0.06","MAR","Data Deletion Simple","intercept",-0.301846807542967,"F",0.184470644466758
255,"255","propMissAct_0.36_autoCorr_0.05","MAR","Data Deletion Simple","intercept",-0.371796210293959,"G",0.183697570009688
255,"255","propMissAct_0.4_autoCorr_0.08","MAR","Data Deletion Simple","intercept",-0.334229269919623,"H",0.173209236406665
255,"255","propMissAct_0.46_autoCorr_0.04","MAR","Data Deletion Simple","intercept",-0.270846704428388,"I",0.197291879636228
255,"255","propMissAct_0.53_autoCorr_0.06","MAR","Data Deletion Simple","intercept",-0.166386639344207,"J",0.179661084386288
255,"255","propMissAct_0.56_autoCorr_0","MAR","Data Deletion Simple","intercept",-0.340999421188123,"K",0.245294769511694
255,"255","propMissAct_0.58_autoCorr_0.05","MAR","Data Deletion Simple","intercept",-0.390492531573868,"L",0.218382763376238
255,"255","propMissAct_0.7_autoCorr_0.04","MAR","Data Deletion Simple","intercept",-0.252665526875443,"M",0.18023819300707
255,"255","propMissAct_0.71_autoCorr_0.01","MAR","Data Deletion Simple","intercept",-0.347124425387257,"N",0.268007224622704
255,"255","propMissAct_0.75_autoCorr_0.07","MAR","Data Deletion Simple","intercept",-0.567457244225198,"O",0.180519043600332
255,"255","propMissAct_0.07_autoCorr_0.01","MAR","Data Deletion Simple","light",0.0867932099383823,"A",0.0459339182629117
255,"255","propMissAct_0.1_autoCorr_0.04","MAR","Data Deletion Simple","light",0.106277536335202,"B",0.0471876103394321
255,"255","propMissAct_0.14_autoCorr_0","MAR","Data Deletion Simple","light",0.0856796198329768,"C",0.0489202325564531
255,"255","propMissAct_0.18_autoCorr_0.07","MAR","Data Deletion Simple","light",0.0878443109564239,"D",0.0535516508279471
255,"255","propMissAct_0.21_autoCorr_0.04","MAR","Data Deletion Simple","light",0.0503665078235582,"E",0.051713319469586
