"CurSim","simName","missingprop_autocor","missingness","type","param","value","missingnessVersion","SE"
127,"127","propMissAct_0.05_autoCorr_0.01","MAR","Data Deletion Simple","ar1",0.766237953744424,"A",0.0352209428153687
127,"127","propMissAct_0.08_autoCorr_0.02","MAR","Data Deletion Simple","ar1",0.765900951564212,"B",0.0359961872061201
127,"127","propMissAct_0.15_autoCorr_0.06","MAR","Data Deletion Simple","ar1",0.720716340306745,"C",0.0402517703014263
127,"127","propMissAct_0.16_autoCorr_0.04","MAR","Data Deletion Simple","ar1",0.760514515981528,"D",0.0380675803020435
127,"127","propMissAct_0.26_autoCorr_0.04","MAR","Data Deletion Simple","ar1",0.737210065545285,"E",0.0420725634718066
127,"127","propMissAct_0.34_autoCorr_0.01","MAR","Data Deletion Simple","ar1",0.719826496378076,"F",0.0459383424469254
127,"127","propMissAct_0.36_autoCorr_0.05","MAR","Data Deletion Simple","ar1",0.696948042038319,"G",0.0483269802832407
127,"127","propMissAct_0.4_autoCorr_0.02","MAR","Data Deletion Simple","ar1",0.658984510480948,"H",0.0523032738688566
127,"127","propMissAct_0.37_autoCorr_0.01","MAR","Data Deletion Simple","ar1",0.687488773041102,"I",0.049135855572459
127,"127","propMissAct_0.54_autoCorr_0.1","MAR","Data Deletion Simple","ar1",0.617202883494484,"J",0.0631145123623798
127,"127","propMissAct_0.57_autoCorr_0.01","MAR","Data Deletion Simple","ar1",0.666337999067122,"K",0.0616889975528366
127,"127","propMissAct_0.61_autoCorr_0.07","MAR","Data Deletion Simple","ar1",0.60196054712079,"L",0.0716242835629219
127,"127","propMissAct_0.6_autoCorr_0.06","MAR","Data Deletion Simple","ar1",0.625720778545546,"M",0.0673044537666724
127,"127","propMissAct_0.66_autoCorr_0","MAR","Data Deletion Simple","ar1",0.648037863338969,"N",0.0709507899164602
127,"127","propMissAct_0.72_autoCorr_0.12","MAR","Data Deletion Simple","ar1",0.55696325155021,"O",0.087405648866253
127,"127","propMissAct_0.05_autoCorr_0.01","MAR","Data Deletion Simple","intercept",1.06150403477639,"A",0.230836740694394
127,"127","propMissAct_0.08_autoCorr_0.02","MAR","Data Deletion Simple","intercept",1.02134966139368,"B",0.231769495411305
127,"127","propMissAct_0.15_autoCorr_0.06","MAR","Data Deletion Simple","intercept",1.02171714031152,"C",0.221288670906942
127,"127","propMissAct_0.16_autoCorr_0.04","MAR","Data Deletion Simple","intercept",1.07208251600781,"D",0.249520793156805
127,"127","propMissAct_0.26_autoCorr_0.04","MAR","Data Deletion Simple","intercept",1.04262738098454,"E",0.24549647615262
127,"127","propMissAct_0.34_autoCorr_0.01","MAR","Data Deletion Simple","intercept",0.987836718250551,"F",0.253697630669131
127,"127","propMissAct_0.36_autoCorr_0.05","MAR","Data Deletion Simple","intercept",1.046154325267,"G",0.239350239049888
127,"127","propMissAct_0.4_autoCorr_0.02","MAR","Data Deletion Simple","intercept",1.0618985311117,"H",0.235278578498269
127,"127","propMissAct_0.37_autoCorr_0.01","MAR","Data Deletion Simple","intercept",1.06137257676403,"I",0.254861314214115
127,"127","propMissAct_0.54_autoCorr_0.1","MAR","Data Deletion Simple","intercept",1.13313264601083,"J",0.238283626123372
127,"127","propMissAct_0.57_autoCorr_0.01","MAR","Data Deletion Simple","intercept",1.10874311853698,"K",0.28581539617021
127,"127","propMissAct_0.61_autoCorr_0.07","MAR","Data Deletion Simple","intercept",0.878706421448853,"L",0.242374134523069
127,"127","propMissAct_0.6_autoCorr_0.06","MAR","Data Deletion Simple","intercept",0.94197439698911,"M",0.27929850791148
127,"127","propMissAct_0.66_autoCorr_0","MAR","Data Deletion Simple","intercept",1.07935485011144,"N",0.336765745572572
127,"127","propMissAct_0.72_autoCorr_0.12","MAR","Data Deletion Simple","intercept",1.222159057871,"O",0.295944551693164
127,"127","propMissAct_0.05_autoCorr_0.01","MAR","Data Deletion Simple","light",0.0330983740109413,"A",0.0421281576992378
127,"127","propMissAct_0.08_autoCorr_0.02","MAR","Data Deletion Simple","light",0.0379238709585549,"B",0.0422468559364326
127,"127","propMissAct_0.15_autoCorr_0.06","MAR","Data Deletion Simple","light",0.0132020253813125,"C",0.0507690489739526
127,"127","propMissAct_0.16_autoCorr_0.04","MAR","Data Deletion Simple","light",0.0019984040178942,"D",0.0484133259407086
127,"127","propMissAct_0.26_autoCorr_0.04","MAR","Data Deletion Simple","light",0.0287399576084466,"E",0.0522346345712116
127,"127","propMissAct_0.34_autoCorr_0.01","MAR","Data Deletion Simple","light",0.071003808850209,"F",0.0572553557454715
127,"127","propMissAct_0.36_autoCorr_0.05","MAR","Data Deletion Simple","light",0.0680521645610409,"G",0.0589018287014773
127,"127","propMissAct_0.4_autoCorr_0.02","MAR","Data Deletion Simple","light",-0.00252671322158304,"H",0.0661023236737034
127,"127","propMissAct_0.37_autoCorr_0.01","MAR","Data Deletion Simple","light",-0.0014765665906824,"I",0.0622638888097835
127,"127","propMissAct_0.54_autoCorr_0.1","MAR","Data Deletion Simple","light",-0.0108638146119499,"J",0.081752855540114
127,"127","propMissAct_0.57_autoCorr_0.01","MAR","Data Deletion Simple","light",-0.0673807489639522,"K",0.0785520320565041
127,"127","propMissAct_0.61_autoCorr_0.07","MAR","Data Deletion Simple","light",0.106147253770468,"L",0.0845017897704165
127,"127","propMissAct_0.6_autoCorr_0.06","MAR","Data Deletion Simple","light",0.0583586540496467,"M",0.0886312876138648
127,"127","propMissAct_0.66_autoCorr_0","MAR","Data Deletion Simple","light",0.0207665695537158,"N",0.116345019677785
127,"127","propMissAct_0.72_autoCorr_0.12","MAR","Data Deletion Simple","light",-0.037505364195846,"O",0.135160471234956
127,"127","propMissAct_0.05_autoCorr_0.01","MAR","Data Deletion Simple","discharge",1.60974513586019,"A",0.041850748901822
127,"127","propMissAct_0.08_autoCorr_0.02","MAR","Data Deletion Simple","discharge",1.60442215624328,"B",0.0418161837392879
127,"127","propMissAct_0.15_autoCorr_0.06","MAR","Data Deletion Simple","discharge",1.61458893899132,"C",0.049072935704602
127,"127","propMissAct_0.16_autoCorr_0.04","MAR","Data Deletion Simple","discharge",1.67692444776489,"D",0.0462470929378257
127,"127","propMissAct_0.26_autoCorr_0.04","MAR","Data Deletion Simple","discharge",1.6096391331281,"E",0.0508163789221442
127,"127","propMissAct_0.34_autoCorr_0.01","MAR","Data Deletion Simple","discharge",1.62954077177966,"F",0.0556643801455246
127,"127","propMissAct_0.36_autoCorr_0.05","MAR","Data Deletion Simple","discharge",1.59584701191939,"G",0.057610980826448
127,"127","propMissAct_0.4_autoCorr_0.02","MAR","Data Deletion Simple","discharge",1.59760544732889,"H",0.0685665796691574
127,"127","propMissAct_0.37_autoCorr_0.01","MAR","Data Deletion Simple","discharge",1.58089166922194,"I",0.0716783492812049
127,"127","propMissAct_0.54_autoCorr_0.1","MAR","Data Deletion Simple","discharge",1.55473897627572,"J",0.074506924530656
127,"127","propMissAct_0.57_autoCorr_0.01","MAR","Data Deletion Simple","discharge",1.56195470673626,"K",0.0763354569359201
127,"127","propMissAct_0.61_autoCorr_0.07","MAR","Data Deletion Simple","discharge",1.59370888572252,"L",0.0875687083782733
127,"127","propMissAct_0.6_autoCorr_0.06","MAR","Data Deletion Simple","discharge",1.56667119072691,"M",0.0834056854799395
127,"127","propMissAct_0.66_autoCorr_0","MAR","Data Deletion Simple","discharge",1.6149194579598,"N",0.101699669946447
127,"127","propMissAct_0.72_autoCorr_0.12","MAR","Data Deletion Simple","discharge",1.77245486855395,"O",0.124188280953292
127,"127","propMissAct_0.05_autoCorr_0.01","MAR","Data Deletion Simple","sigma",1.02754608411342,"A",NA
127,"127","propMissAct_0.08_autoCorr_0.02","MAR","Data Deletion Simple","sigma",1.00407244461706,"B",NA
127,"127","propMissAct_0.15_autoCorr_0.06","MAR","Data Deletion Simple","sigma",1.20132895351488,"C",NA
127,"127","propMissAct_0.16_autoCorr_0.04","MAR","Data Deletion Simple","sigma",1.10903009688281,"D",NA
127,"127","propMissAct_0.26_autoCorr_0.04","MAR","Data Deletion Simple","sigma",1.14785436309683,"E",NA
127,"127","propMissAct_0.34_autoCorr_0.01","MAR","Data Deletion Simple","sigma",1.2404448878163,"F",NA
127,"127","propMissAct_0.36_autoCorr_0.05","MAR","Data Deletion Simple","sigma",1.24473200310735,"G",NA
127,"127","propMissAct_0.4_autoCorr_0.02","MAR","Data Deletion Simple","sigma",1.43244815232683,"H",NA
127,"127","propMissAct_0.37_autoCorr_0.01","MAR","Data Deletion Simple","sigma",1.47641316959479,"I",NA
127,"127","propMissAct_0.54_autoCorr_0.1","MAR","Data Deletion Simple","sigma",1.40915189003186,"J",NA
127,"127","propMissAct_0.57_autoCorr_0.01","MAR","Data Deletion Simple","sigma",1.45524022207648,"K",NA
127,"127","propMissAct_0.61_autoCorr_0.07","MAR","Data Deletion Simple","sigma",1.33477428153616,"L",NA
127,"127","propMissAct_0.6_autoCorr_0.06","MAR","Data Deletion Simple","sigma",1.62685659584274,"M",NA
127,"127","propMissAct_0.66_autoCorr_0","MAR","Data Deletion Simple","sigma",1.78401264890435,"N",NA
127,"127","propMissAct_0.72_autoCorr_0.12","MAR","Data Deletion Simple","sigma",1.77849020978737,"O",NA
127,"127","propMissAct_0.05_autoCorr_0.01","MAR","Data Deletion CC","ar1",0.758566982998473,"A",0.0366112718798458
127,"127","propMissAct_0.08_autoCorr_0.02","MAR","Data Deletion CC","ar1",0.758128229270718,"B",0.0380932030644696
127,"127","propMissAct_0.15_autoCorr_0.06","MAR","Data Deletion CC","ar1",0.70879735497366,"C",0.0442553505101762
127,"127","propMissAct_0.16_autoCorr_0.04","MAR","Data Deletion CC","ar1",0.735998818311929,"D",0.0433143447142315
127,"127","propMissAct_0.26_autoCorr_0.04","MAR","Data Deletion CC","ar1",0.72595854753825,"E",0.0488591269533884
127,"127","propMissAct_0.34_autoCorr_0.01","MAR","Data Deletion CC","ar1",0.627711167584204,"F",0.0617606557103446
127,"127","propMissAct_0.36_autoCorr_0.05","MAR","Data Deletion CC","ar1",0.587427451206141,"G",0.0680663163510019
127,"127","propMissAct_0.4_autoCorr_0.02","MAR","Data Deletion CC","ar1",0.574156821760722,"H",0.0742600280020814
127,"127","propMissAct_0.37_autoCorr_0.01","MAR","Data Deletion CC","ar1",0.625866597846043,"I",0.0672945470585623
127,"127","propMissAct_0.54_autoCorr_0.1","MAR","Data Deletion CC","ar1",0.474151544517663,"J",0.0953279247798522
127,"127","propMissAct_0.57_autoCorr_0.01","MAR","Data Deletion CC","ar1",0.532128233539473,"K",0.109472251444419
127,"127","propMissAct_0.61_autoCorr_0.07","MAR","Data Deletion CC","ar1",0.490230726522385,"L",0.133797144710975
127,"127","propMissAct_0.6_autoCorr_0.06","MAR","Data Deletion CC","ar1",0.393952192383189,"M",0.119478520528626
127,"127","propMissAct_0.66_autoCorr_0","MAR","Data Deletion CC","ar1",0.376572501943874,"N",0.158098087322186
127,"127","propMissAct_0.72_autoCorr_0.12","MAR","Data Deletion CC","ar1",0.563960414482849,"O",0.150016380302395
127,"127","propMissAct_0.05_autoCorr_0.01","MAR","Data Deletion CC","intercept",1.08802610034698,"A",0.232062116340416
127,"127","propMissAct_0.08_autoCorr_0.02","MAR","Data Deletion CC","intercept",1.05018091607203,"B",0.237100620593453
127,"127","propMissAct_0.15_autoCorr_0.06","MAR","Data Deletion CC","intercept",1.03464852577134,"C",0.232353710184236
127,"127","propMissAct_0.16_autoCorr_0.04","MAR","Data Deletion CC","intercept",1.08808539554365,"D",0.259001411015669
127,"127","propMissAct_0.26_autoCorr_0.04","MAR","Data Deletion CC","intercept",0.995583008119554,"E",0.259570661069806
127,"127","propMissAct_0.34_autoCorr_0.01","MAR","Data Deletion CC","intercept",0.925547357198031,"F",0.251476416738149
127,"127","propMissAct_0.36_autoCorr_0.05","MAR","Data Deletion CC","intercept",0.988646579780116,"G",0.237220437394268
127,"127","propMissAct_0.4_autoCorr_0.02","MAR","Data Deletion CC","intercept",1.08812605472415,"H",0.243783740343078
127,"127","propMissAct_0.37_autoCorr_0.01","MAR","Data Deletion CC","intercept",1.05613948731596,"I",0.275980989459076
127,"127","propMissAct_0.54_autoCorr_0.1","MAR","Data Deletion CC","intercept",0.99656930065713,"J",0.245393538141946
127,"127","propMissAct_0.57_autoCorr_0.01","MAR","Data Deletion CC","intercept",1.06509654027954,"K",0.366599857431413
127,"127","propMissAct_0.61_autoCorr_0.07","MAR","Data Deletion CC","intercept",0.849837778692107,"L",0.288954499662064
127,"127","propMissAct_0.6_autoCorr_0.06","MAR","Data Deletion CC","intercept",0.835716112416122,"M",0.250613459653298
127,"127","propMissAct_0.66_autoCorr_0","MAR","Data Deletion CC","intercept",1.11897676927076,"N",0.466649256676641
127,"127","propMissAct_0.72_autoCorr_0.12","MAR","Data Deletion CC","intercept",1.13874561182053,"O",0.55289302496954
127,"127","propMissAct_0.05_autoCorr_0.01","MAR","Data Deletion CC","light",0.0562147366784556,"A",0.0451286717468397
127,"127","propMissAct_0.08_autoCorr_0.02","MAR","Data Deletion CC","light",0.0571627825018537,"B",0.0452836914049621
127,"127","propMissAct_0.15_autoCorr_0.06","MAR","Data Deletion CC","light",0.107753837008244,"C",0.0555236955948561
