"CurSim","simName","missingprop_autocor","missingness","type","param","value","missingnessVersion","SE"
129,"129","propMissAct_0.05_autoCorr_0.05","MAR","Data Deletion Simple","ar1",0.0042921076536717,"A",0.0539624921173192
129,"129","propMissAct_0.12_autoCorr_0.04","MAR","Data Deletion Simple","ar1",-0.00241189754019654,"B",0.0559991346162624
129,"129","propMissAct_0.16_autoCorr_0.05","MAR","Data Deletion Simple","ar1",-0.00751903990656033,"C",0.0573006381725496
129,"129","propMissAct_0.25_autoCorr_0.01","MAR","Data Deletion Simple","ar1",-0.0290237197903793,"D",0.0604110618058838
129,"129","propMissAct_0.24_autoCorr_0.11","MAR","Data Deletion Simple","ar1",0.0185913368861812,"E",0.0606609561193939
129,"129","propMissAct_0.3_autoCorr_0.03","MAR","Data Deletion Simple","ar1",-0.0124045580235279,"F",0.0628037235050624
129,"129","propMissAct_0.33_autoCorr_0.02","MAR","Data Deletion Simple","ar1",-0.02498497142508,"G",0.0648343092847899
129,"129","propMissAct_0.4_autoCorr_0.08","MAR","Data Deletion Simple","ar1",0.00603388875239341,"H",0.0683431957115911
129,"129","propMissAct_0.44_autoCorr_0.03","MAR","Data Deletion Simple","ar1",-0.116993064992537,"I",0.0697961693183535
129,"129","propMissAct_0.55_autoCorr_0.02","MAR","Data Deletion Simple","ar1",-0.0148887149387703,"J",0.0781197753367527
129,"129","propMissAct_0.51_autoCorr_0.02","MAR","Data Deletion Simple","ar1",-0.00284126783722041,"K",0.0745591963255736
129,"129","propMissAct_0.61_autoCorr_0.01","MAR","Data Deletion Simple","ar1",-0.207999029088962,"L",0.0837817084568454
129,"129","propMissAct_0.61_autoCorr_0.03","MAR","Data Deletion Simple","ar1",0.0232268634431601,"M",0.0863648144357155
129,"129","propMissAct_0.7_autoCorr_0.08","MAR","Data Deletion Simple","ar1",-0.0385408222931821,"N",0.0981276582494131
129,"129","propMissAct_0.75_autoCorr_0.13","MAR","Data Deletion Simple","ar1",-0.0420783401666018,"O",0.104495457254252
129,"129","propMissAct_0.05_autoCorr_0.05","MAR","Data Deletion Simple","intercept",0.285827940020624,"A",0.05622737688399
129,"129","propMissAct_0.12_autoCorr_0.04","MAR","Data Deletion Simple","intercept",0.284306280329142,"B",0.0577983437071191
129,"129","propMissAct_0.16_autoCorr_0.05","MAR","Data Deletion Simple","intercept",0.285514478394124,"C",0.0593547608395675
129,"129","propMissAct_0.25_autoCorr_0.01","MAR","Data Deletion Simple","intercept",0.288167780335611,"D",0.0606862290092389
