"CurSim","simName","missingprop_autocor","missingness","type","param","value","missingnessVersion","SE"
109,"109","propMissAct_0.05_autoCorr_0.05","MAR","Data Deletion Simple","ar1",-0.01786092441576,"A",0.0540642599883087
109,"109","propMissAct_0.07_autoCorr_0.01","MAR","Data Deletion Simple","ar1",-0.0227144894187147,"B",0.0552042649974391
109,"109","propMissAct_0.15_autoCorr_0.06","MAR","Data Deletion Simple","ar1",-0.0296549700404945,"C",0.0569184855295386
109,"109","propMissAct_0.23_autoCorr_0.12","MAR","Data Deletion Simple","ar1",0.00609050029658317,"D",0.0598243732717674
109,"109","propMissAct_0.23_autoCorr_0.08","MAR","Data Deletion Simple","ar1",-0.0397857583443594,"E",0.060058677315309
109,"109","propMissAct_0.29_autoCorr_0.09","MAR","Data Deletion Simple","ar1",0.0202358702138377,"F",0.0622574178105337
109,"109","propMissAct_0.35_autoCorr_0.01","MAR","Data Deletion Simple","ar1",-0.0817989443277755,"G",0.0649738550609478
109,"109","propMissAct_0.4_autoCorr_0","MAR","Data Deletion Simple","ar1",-0.0617295567342711,"H",0.0676912476768509
109,"109","propMissAct_0.47_autoCorr_0.09","MAR","Data Deletion Simple","ar1",0.105589165377451,"I",0.0719998799239703
109,"109","propMissAct_0.52_autoCorr_0.03","MAR","Data Deletion Simple","ar1",-0.0343796985895775,"J",0.0780714399773779
109,"109","propMissAct_0.58_autoCorr_0.01","MAR","Data Deletion Simple","ar1",0.0750325237731446,"K",0.0834757998619094
109,"109","propMissAct_0.6_autoCorr_0.07","MAR","Data Deletion Simple","ar1",0.0612502086859811,"L",0.0824728735968452
109,"109","propMissAct_0.63_autoCorr_0.07","MAR","Data Deletion Simple","ar1",0.159273307198157,"M",0.0846486054486869
109,"109","propMissAct_0.7_autoCorr_0.03","MAR","Data Deletion Simple","ar1",0.0385437274581822,"N",0.0979350658926248
109,"109","propMissAct_0.78_autoCorr_0.04","MAR","Data Deletion Simple","ar1",0.0117636306622918,"O",0.112247368765003
109,"109","propMissAct_0.05_autoCorr_0.05","MAR","Data Deletion Simple","intercept",-0.529893879956695,"A",0.0533031920196756
109,"109","propMissAct_0.07_autoCorr_0.01","MAR","Data Deletion Simple","intercept",-0.51855881119302,"B",0.0546669961885411
109,"109","propMissAct_0.15_autoCorr_0.06","MAR","Data Deletion Simple","intercept",-0.521346684485725,"C",0.0560931717694579
109,"109","propMissAct_0.23_autoCorr_0.12","MAR","Data Deletion Simple","intercept",-0.531452113615563,"D",0.0611310473830114
109,"109","propMissAct_0.23_autoCorr_0.08","MAR","Data Deletion Simple","intercept",-0.553228008359436,"E",0.0573460230857064
109,"109","propMissAct_0.29_autoCorr_0.09","MAR","Data Deletion Simple","intercept",-0.476125316721112,"F",0.0633625995501262
109,"109","propMissAct_0.35_autoCorr_0.01","MAR","Data Deletion Simple","intercept",-0.516965918320911,"G",0.0582830858504505
109,"109","propMissAct_0.4_autoCorr_0","MAR","Data Deletion Simple","intercept",-0.618244531723742,"H",0.0657024951557403
109,"109","propMissAct_0.47_autoCorr_0.09","MAR","Data Deletion Simple","intercept",-0.392491996764813,"I",0.0806554232615732
109,"109","propMissAct_0.52_autoCorr_0.03","MAR","Data Deletion Simple","intercept",-0.580421694431724,"J",0.0733764433259307
109,"109","propMissAct_0.58_autoCorr_0.01","MAR","Data Deletion Simple","intercept",-0.545323117302097,"K",0.0910431009521382
109,"109","propMissAct_0.6_autoCorr_0.07","MAR","Data Deletion Simple","intercept",-0.675489215417015,"L",0.0871735360451
