"CurSim","simName","missingprop_autocor","missingness","type","param","value","missingnessVersion","SE"
278,"278","propMissAct_0.04_autoCorr_0.02","MAR","Data Deletion Simple","ar1",0.669681401386168,"A",0.0396330999130579
278,"278","propMissAct_0.11_autoCorr_0.02","MAR","Data Deletion Simple","ar1",0.654392825338491,"B",0.0418332974696209
278,"278","propMissAct_0.18_autoCorr_0.06","MAR","Data Deletion Simple","ar1",0.5755130404016,"C",0.0471164269156901
278,"278","propMissAct_0.2_autoCorr_0.01","MAR","Data Deletion Simple","ar1",0.60071076226272,"D",0.0467045441983181
278,"278","propMissAct_0.24_autoCorr_0.03","MAR","Data Deletion Simple","ar1",0.610876868610523,"E",0.047369646661875
278,"278","propMissAct_0.3_autoCorr_0","MAR","Data Deletion Simple","ar1",0.576481309680051,"F",0.0509737526758432
278,"278","propMissAct_0.32_autoCorr_0.08","MAR","Data Deletion Simple","ar1",0.620952259091648,"G",0.0494627459975283
278,"278","propMissAct_0.35_autoCorr_0.1","MAR","Data Deletion Simple","ar1",0.592520332219154,"H",0.0522604961682041
278,"278","propMissAct_0.47_autoCorr_0.06","MAR","Data Deletion Simple","ar1",0.501572799618486,"I",0.0618649432394583
278,"278","propMissAct_0.47_autoCorr_0.03","MAR","Data Deletion Simple","ar1",0.592734467173583,"J",0.0579033466842873
278,"278","propMissAct_0.51_autoCorr_0.08","MAR","Data Deletion Simple","ar1",0.519263800528514,"K",0.0638603566727779
278,"278","propMissAct_0.62_autoCorr_0.06","MAR","Data Deletion Simple","ar1",0.523511799802831,"L",0.0721933771163768
278,"278","propMissAct_0.63_autoCorr_0.11","MAR","Data Deletion Simple","ar1",0.465337678961759,"M",0.0759809592795793
278,"278","propMissAct_0.68_autoCorr_0.04","MAR","Data Deletion Simple","ar1",0.484890527179988,"N",0.0810415161075738
278,"278","propMissAct_0.7_autoCorr_0.07","MAR","Data Deletion Simple","ar1",0.333449504046199,"O",0.0930521461578189
278,"278","propMissAct_0.04_autoCorr_0.02","MAR","Data Deletion Simple","intercept",0.290200450778491,"A",0.167363230685116
278,"278","propMissAct_0.11_autoCorr_0.02","MAR","Data Deletion Simple","intercept",0.323987817489277,"B",0.166970045313949
278,"278","propMissAct_0.18_autoCorr_0.06","MAR","Data Deletion Simple","intercept",0.284919442448635,"C",0.152200413335663
278,"278","propMissAct_0.2_autoCorr_0.01","MAR","Data Deletion Simple","intercept",0.411783476795537,"D",0.162007875336134
278,"278","propMissAct_0.24_autoCorr_0.03","MAR","Data Deletion Simple","intercept",0.330921722957231,"E",0.167118795532302
278,"278","propMissAct_0.3_autoCorr_0","MAR","Data Deletion Simple","intercept",0.317042815833767,"F",0.164095404978981
278,"278","propMissAct_0.32_autoCorr_0.08","MAR","Data Deletion Simple","intercept",0.351610963859026,"G",0.189785719232231
278,"278","propMissAct_0.35_autoCorr_0.1","MAR","Data Deletion Simple","intercept",0.329340592123831,"H",0.174003312876696
278,"278","propMissAct_0.47_autoCorr_0.06","MAR","Data Deletion Simple","intercept",0.305265954186143,"I",0.17808256805735
278,"278","propMissAct_0.47_autoCorr_0.03","MAR","Data Deletion Simple","intercept",0.378644263654211,"J",0.211246448985196
278,"278","propMissAct_0.51_autoCorr_0.08","MAR","Data Deletion Simple","intercept",0.354019749016768,"K",0.17695155754
278,"278","propMissAct_0.62_autoCorr_0.06","MAR","Data Deletion Simple","intercept",0.32190295589398,"L",0.212101715552061
278,"278","propMissAct_0.63_autoCorr_0.11","MAR","Data Deletion Simple","intercept",0.314653686353365,"M",0.210196576517507
278,"278","propMissAct_0.68_autoCorr_0.04","MAR","Data Deletion Simple","intercept",0.200541592933146,"N",0.236938726129405
278,"278","propMissAct_0.7_autoCorr_0.07","MAR","Data Deletion Simple","intercept",0.344177231738847,"O",0.180660410270967
278,"278","propMissAct_0.04_autoCorr_0.02","MAR","Data Deletion Simple","light",-0.445283080827404,"A",0.049088548096538
278,"278","propMissAct_0.11_autoCorr_0.02","MAR","Data Deletion Simple","light",-0.420821538105885,"B",0.0504269795656846
278,"278","propMissAct_0.18_autoCorr_0.06","MAR","Data Deletion Simple","light",-0.405042558131649,"C",0.0595121661398738
278,"278","propMissAct_0.2_autoCorr_0.01","MAR","Data Deletion Simple","light",-0.396932797528371,"D",0.057029034200333
