YEAR,MN,LEAD,CD,ForecastedMEAN,ClimatologicalMEAN,ForecastedSD,ClimatologicalSD,PO,Modifier,ForecastedSD_in,Prediction_in,Anom_CF,Anom_in,Anom_cm
2020,5,2,97,5.89,5.89,0.48,0.48,0.61,0.897305223774695,0.300223477732874,7.36463833105302,1.2503630443214,1.47463833105302,3.74558136087466
2020,5,3,97,5.22,5.2,0.5051,0.51,0.68,0.897305223774695,0.36626063819515,6.38924376617531,1.22870072426448,1.18924376617531,3.0206791660853
2020,5,4,97,3.72,3.66,0.2998,0.3,0.4,0.897305223774695,0.0492129128664663,5.3802885020903,1.47002418089899,1.7202885020903,4.36953279530935
2020,5,5,97,3.74,3.33,0.2481,0.25,0.28,0.897305223774695,0.00688577344581892,6.23540594992625,1.87249427925713,2.90540594992625,7.37973111281268
2020,5,6,97,3.3,3.3,0.24,0.24,0.27,0.897305223774695,0.00506391118905434,5.6455354130936,1.71076830699806,2.3455354130936,5.95765994925774
2020,5,7,97,3.86,3.42,0.2306,0.24,0.25,0.897305223774695,0.0028277252628496,6.69550875360813,1.95775109754624,3.27550875360813,8.31979223416464
2020,5,8,97,3.86,3.68,0.2296,0.23,0.28,0.897305223774695,0.00522103647885012,6.18553022086071,1.68085060349476,2.5055302208607,6.36404676098619
2020,5,9,97,3.28,3.27,0.4,0.4,0.51,0.897305223774695,0.165853817864204,4.65773737212115,1.42438451746824,1.38773737212114,3.52485292518771
2020,5,10,97,2.54,2.49,0.3578,0.36,0.48,0.897305223774695,0.117512491374991,3.74745416889893,1.5050016742566,1.25745416889893,3.19393358900328
2020,5,11,97,1.43,1.43,0.2,0.2,0.29,0.897305223774695,0.00388828961794826,2.39828169040654,1.67712006322136,0.968281690406544,2.45943549363262
2020,5,12,97,2.76,2.76,0.36,0.36,0.54,0.897305223774695,0.150777995168525,3.78948045593411,1.37300016519352,1.02948045593411,2.61488035807264
2020,5,13,97,4.72,4.72,0.3,0.3,0.49,0.897305223774695,0.0856841553301825,6.0117232952903,1.27367018968015,1.2917232952903,3.28097717003736
2020,5,1,97,4.72,4.72,0.3,0.3,0.49,0.569406697911257,0.0856841553301825,5.52123547494639,1.16975327859034,0.801235474946387,2.03513810636382
2020,5,2,97,5.89,5.89,0.48,0.48,0.61,0.569406697911257,0.300223477732874,6.81091870474379,1.15635292100913,0.920918704743793,2.33913351004923
2020,5,3,97,5.22,5.2,0.5051,0.51,0.68,0.569406697911257,0.36626063819515,5.95324125911311,1.14485408829098,0.753241259113104,1.91323279814729
2020,5,4,97,3.72,3.66,0.2998,0.3,0.4,0.569406697911257,0.0492129128664663,4.73092479962664,1.29260240426957,1.07092479962664,2.72014899105166
2020,5,5,97,3.74,3.33,0.2481,0.25,0.28,0.569406697911257,0.00688577344581892,5.21647223021964,1.56650817724313,1.88647223021964,4.79163946475788
2020,5,6,97,3.3,3.3,0.24,0.24,0.27,0.569406697911257,0.00506391118905434,4.68120000366054,1.41854545565471,1.38120000366054,3.50824800929777
2020,5,7,97,3.86,3.42,0.2306,0.24,0.25,0.569406697911257,0.0028277252628496,5.52260944547838,1.61479808347321,2.10260944547838,5.34062799151507
2020,5,8,97,3.86,3.68,0.2296,0.23,0.28,0.569406697911257,0.00522103647885012,5.24369806035981,1.42491795118473,1.56369806035981,3.97179307331391
2020,5,9,97,3.28,3.27,0.4,0.4,0.51,0.569406697911257,0.165853817864204,4.12690647857592,1.26205091087949,0.856906478575923,2.17654245558284
2020,5,10,97,2.54,2.49,0.3578,0.36,0.48,0.569406697911257,0.117512491374991,3.27797436627277,1.31645556878425,0.787974366272774,2.00145489033285
2020,5,11,97,1.43,1.43,0.2,0.2,0.29,0.569406697911257,0.00388828961794826,2.00303109251789,1.4007210437188,0.573031092517888,1.45549897499543
2020,5,12,97,2.76,2.76,0.36,0.36,0.54,0.569406697911257,0.150777995168525,3.39593377636937,1.23041078853963,0.635933776369374,1.61527179197821
2020,5,13,97,4.72,4.72,0.3,0.3,0.49,0.569406697911257,0.0856841553301825,5.52123547494639,1.16975327859034,0.801235474946387,2.03513810636382
2020,5,1,97,4.72,4.72,0.3,0.3,0.49,-0.81763477748247,0.0856841553301825,3.68123544212461,0.779922763161995,-1.03876455787539,-2.63846197700348
2020,5,2,97,5.89,5.89,0.48,0.48,0.61,-0.81763477748247,0.300223477732874,4.66081996240956,0.791310689712998,-1.22918003759044,-3.12211729547972
2020,5,3,97,5.22,5.2,0.5051,0.51,0.68,-0.81763477748247,0.36626063819515,4.22278695162585,0.812074413774201,-0.977213048374154,-2.48212114287035
2020,5,4,97,3.72,3.66,0.2998,0.3,0.4,-0.81763477748247,0.0492129128664663,2.51501476444349,0.68716250394631,-1.14498523555651,-2.90826249831352
2020,5,5,97,3.74,3.33,0.2481,0.25,0.28,-0.81763477748247,0.00688577344581892,2.1805041276105,0.654806044327478,-1.1494958723895,-2.91971951586932
2020,5,6,97,3.3,3.3,0.24,0.24,0.27,-0.81763477748247,0.00506391118905434,1.87013951259034,0.566708943209193,-1.42986048740966,-3.63184563802055
2020,5,7,97,3.86,3.42,0.2306,0.24,0.25,-0.81763477748247,0.0028277252628496,2.16583212988323,0.633284248503867,-1.25416787011678,-3.18558639009661
2020,5,8,97,3.86,3.68,0.2296,0.23,0.28,-0.81763477748247,0.00522103647885012,2.36077403635788,0.641514683792901,-1.31922596364212,-3.35083394765099
2020,5,9,97,3.28,3.27,0.4,0.4,0.51,-0.81763477748247,0.165853817864204,2.23093281383554,0.682242450714233,-1.03906718616446,-2.63923065285772
2020,5,10,97,2.54,2.49,0.3578,0.36,0.48,-0.81763477748247,0.117512491374991,1.65007692202033,0.662681494787281,-0.83992307797967,-2.13340461806836
2020,5,11,97,1.43,1.43,0.2,0.2,0.29,-0.81763477748247,0.00388828961794826,0.825088139280953,0.576984712783884,-0.604911860719047,-1.53647612622638
2020,5,12,97,2.76,2.76,0.36,0.36,0.54,-0.81763477748247,0.150777995168525,1.95403122061371,0.707982326309316,-0.805968779386289,-2.04716069964117
2020,5,13,97,4.72,4.72,0.3,0.3,0.49,-0.81763477748247,0.0856841553301825,3.68123544212461,0.779922763161995,-1.03876455787539,-2.63846197700348
2020,5,1,97,4.72,4.72,0.3,0.3,0.49,-0.841292361106149,0.0856841553301825,3.65313555932191,0.773969398161422,-1.06686444067809,-2.70983567932234
2020,5,2,97,5.89,5.89,0.48,0.48,0.61,-0.841292361106149,0.300223477732874,4.62693829165503,0.785558283812399,-1.26306170834497,-3.20817673919622
2020,5,3,97,5.22,5.2,0.5051,0.51,0.68,-0.841292361106149,0.36626063819515,4.19495321765672,0.806721772626291,-1.00504678234328,-2.55281882715194
2020,5,4,97,3.72,3.66,0.2998,0.3,0.4,-0.841292361106149,0.0492129128664663,2.4842915080234,0.678768171591092,-1.1757084919766,-2.98629956962057
2020,5,5,97,3.74,3.33,0.2481,0.25,0.28,-0.841292361106149,0.00688577344581892,2.14398133945399,0.643838240076273,-1.18601866054601,-3.01248739778687
2020,5,6,97,3.3,3.3,0.24,0.24,0.27,-0.841292361106149,0.00506391118905434,1.83714289963657,0.55670996958684,-1.46285710036343,-3.71565703492311
2020,5,7,97,3.86,3.42,0.2306,0.24,0.25,-0.841292361106149,0.0028277252628496,2.12713509919338,0.621969327249527,-1.29286490080662,-3.28387684804881
2020,5,8,97,3.86,3.68,0.2296,0.23,0.28,-0.841292361106149,0.00522103647885012,2.32496458995683,0.631783855966528,-1.35503541004318,-3.44178994150967
2020,5,9,97,3.28,3.27,0.4,0.4,0.51,-0.841292361106149,0.165853817864204,2.2035230529245,0.673860260833181,-1.0664769470755,-2.70885144557176
2020,5,10,97,2.54,2.49,0.3578,0.36,0.48,-0.841292361106149,0.117512491374991,1.62727857480608,0.653525532050635,-0.862721425193918,-2.19131241999255
2020,5,11,97,1.43,1.43,0.2,0.2,0.29,-0.841292361106149,0.00388828961794826,0.810941404079645,0.567091890964787,-0.619058595920355,-1.5724088336377
2020,5,12,97,2.76,2.76,0.36,0.36,0.54,-0.841292361106149,0.150777995168525,1.9326216135433,0.700225222298296,-0.827378386456704,-2.10154110160003
2020,5,13,97,4.72,4.72,0.3,0.3,0.49,-0.841292361106149,0.0856841553301825,3.65313555932191,0.773969398161422,-1.06686444067809,-2.70983567932234
2020,5,1,97,4.72,4.72,0.3,0.3,0.49,-0.861119833314778,0.0856841553301825,3.62966956401781,0.768997788986825,-1.09033043598219,-2.76943930739475
2020,5,2,97,5.89,5.89,0.48,0.48,0.61,-0.861119833314778,0.300223477732874,4.59861630247575,0.780749796685186,-1.29138369752426,-3.28011459171161
2020,5,3,97,5.22,5.2,0.5051,0.51,0.68,-0.861119833314778,0.36626063819515,4.17167112268007,0.802244446669245,-1.02832887731993,-2.61195534839262
2020,5,4,97,3.72,3.66,0.2998,0.3,0.4,-0.861119833314778,0.0492129128664663,2.45871660923912,0.671780494327628,-1.20128339076088,-3.05125981253264
2020,5,5,97,3.74,3.33,0.2481,0.25,0.28,-0.861119833314778,0.00688577344581892,2.11371251563662,0.634748503194181,-1.21628748436338,-3.08937021028298
2020,5,6,97,3.3,3.3,0.24,0.24,0.27,-0.861119833314778,0.00506391118905434,1.80981744111402,0.548429527610309,-1.49018255888598,-3.78506369957039
2020,5,7,97,3.86,3.42,0.2306,0.24,0.25,-0.861119833314778,0.0028277252628496,2.095104443331,0.612603638400878,-1.324895556669,-3.36523471393925
2020,5,8,97,3.86,3.68,0.2296,0.23,0.28,-0.861119833314778,0.00522103647885012,2.29525525021615,0.623710665819606,-1.38474474978385,-3.51725166445098
2020,5,9,97,3.28,3.27,0.4,0.4,0.51,-0.861119833314778,0.165853817864204,2.18067877703539,0.666874243741709,-1.08932122296461,-2.76687590633011
2020,5,10,97,2.54,2.49,0.3578,0.36,0.48,-0.861119833314778,0.117512491374991,1.60829824414415,0.645902909294839,-0.881701755855851,-2.23952245987386
2020,5,11,97,1.43,1.43,0.2,0.2,0.29,-0.861119833314778,0.00388828961794826,0.799218360995621,0.558893958738197,-0.630781639004379,-1.60218536307112
2020,5,12,97,2.76,2.76,0.36,0.36,0.54,-0.861119833314778,0.150777995168525,1.91476178193883,0.693754268818417,-0.84523821806117,-2.14690507387537
2020,5,13,97,4.72,4.72,0.3,0.3,0.49,-0.861119833314778,0.0856841553301825,3.62966956401781,0.768997788986825,-1.09033043598219,-2.76943930739475
2020,5,1,97,4.72,4.72,0.3,0.3,0.49,-0.684477656780198,0.0856841553301825,3.84144522275069,0.813865513294638,-0.87855477724931,-2.23152913421325
2020,5,2,97,5.89,5.89,0.48,0.48,0.61,-0.684477656780198,0.300223477732874,4.85331612880122,0.823992551579155,-1.03668387119878,-2.6331770328449
2020,5,3,97,5.22,5.2,0.5051,0.51,0.68,-0.684477656780198,0.36626063819515,4.38054309420521,0.842412133501001,-0.819456905794793,-2.08142054071877
2020,5,4,97,3.72,3.66,0.2998,0.3,0.4,-0.684477656780198,0.0492129128664663,2.69218888790062,0.735570734399076,-0.967811112099383,-2.45824022473243
2020,5,5,97,3.74,3.33,0.2481,0.25,0.28,-0.684477656780198,0.00688577344581892,2.39448559041041,0.719064741864989,-0.935514409589587,-2.37620660035755
2020,5,6,97,3.3,3.3,0.24,0.24,0.27,-0.684477656780198,0.00506391118905434,2.06399482730391,0.625452977970882,-1.23600517269609,-3.13945313864807
2020,5,7,97,3.86,3.42,0.2306,0.24,0.25,-0.684477656780198,0.0028277252628496,2.39358066681912,0.699877387958807,-1.02641933318088,-2.60710510627944
2020,5,8,97,3.86,3.68,0.2296,0.23,0.28,-0.684477656780198,0.00522103647885012,2.5697808456671,0.698310012409539,-1.1102191543329,-2.81995665200556
2020,5,9,97,3.28,3.27,0.4,0.4,0.51,-0.684477656780198,0.165853817864204,2.38830486294997,0.730368459617727,-0.881695137050033,-2.23950564810708
2020,5,10,97,2.54,2.49,0.3578,0.36,0.48,-0.684477656780198,0.117512491374991,1.78147810219496,0.715453053090347,-0.708521897805037,-1.79964562042479
2020,5,11,97,1.43,1.43,0.2,0.2,0.29,-0.684477656780198,0.00388828961794826,0.908001931029091,0.634966385335029,-0.521998068970909,-1.32587509518611
2020,5,12,97,2.76,2.76,0.36,0.36,0.54,-0.684477656780198,0.150777995168525,2.07655597178084,0.752375352094508,-0.683444028219158,-1.73594783167666
2020,5,13,97,4.72,4.72,0.3,0.3,0.49,-0.684477656780198,0.0856841553301825,3.84144522275069,0.813865513294638,-0.87855477724931,-2.23152913421325
2020,5,1,97,4.72,4.72,0.3,0.3,0.49,1.22425204808312,0.0856841553301825,6.52199959373085,1.38177957494298,1.80199959373085,4.57707896807637
2020,5,2,97,5.89,5.89,0.48,0.48,0.61,1.22425204808312,0.300223477732874,7.93341352920018,1.34692929188458,2.04341352920018,5.19027036416846
2020,5,3,97,5.22,5.2,0.5051,0.51,0.68,1.22425204808312,0.36626063819515,6.83367665544234,1.31416858758506,1.63367665544233,4.14953870482353
2020,5,4,97,3.72,3.66,0.2998,0.3,0.4,1.22425204808312,0.0492129128664663,6.07828106907132,1.66073253253315,2.41828106907132,6.14243391544115
2020,5,5,97,3.74,3.33,0.2481,0.25,0.28,1.22425204808312,0.00688577344581892,7.38678928334985,2.218255040045,4.05678928334985,10.3042447797086
2020,5,6,97,3.3,3.3,0.24,0.24,0.27,1.22425204808312,0.00506391118905434,6.74398909788585,2.04363305996541,3.44398909788585,8.74773230863007
2020,5,7,97,3.86,3.42,0.2306,0.24,0.25,1.22425204808312,0.0028277252628496,8.04180999953327,2.35140643261207,4.62180999953327,11.7393973988145
2020,5,8,97,3.86,3.68,0.2296,0.23,0.28,1.22425204808312,0.00522103647885012,7.2401836609768,1.96744121222196,3.5601836609768,9.04286649888108
2020,5,9,97,3.28,3.27,0.4,0.4,0.51,1.22425204808312,0.165853817864204,5.21831747988432,1.59581574308389,1.94831747988432,4.94872639890617
2020,5,10,97,2.54,2.49,0.3578,0.36,0.48,1.22425204808312,0.117512491374991,4.24817932902377,1.7060961160738,1.75817932902377,4.46577549572038
2020,5,11,97,1.43,1.43,0.2,0.2,0.29,1.22425204808312,0.00388828961794826,2.84458816765696,1.98922249486501,1.41458816765696,3.59305394584868
2020,5,12,97,2.76,2.76,0.36,0.36,0.54,1.22425204808312,0.150777995168525,4.20155916828935,1.52230404648165,1.44155916828935,3.66156028745495
2020,5,13,97,4.72,4.72,0.3,0.3,0.49,1.22425204808312,0.0856841553301825,6.52199959373085,1.38177957494298,1.80199959373085,4.57707896807637
2020,5,1,97,4.72,4.72,0.3,0.3,0.49,-0.493558126268204,0.0856841553301825,4.0772288016931,0.863819661375656,-0.642771198306904,-1.63263884369954
2020,5,2,97,5.89,5.89,0.48,0.48,0.61,-0.493558126268204,0.300223477732874,5.13458645120424,0.871746426350465,-0.755413548795763,-1.91875041394124
2020,5,3,97,5.22,5.2,0.5051,0.51,0.68,-0.493558126268204,0.36626063819515,4.60993590972175,0.886526136484951,-0.590064090278254,-1.49876278930677
2020,5,4,97,3.72,3.66,0.2998,0.3,0.4,-0.493558126268204,0.0492129128664663,2.95895511361615,0.808457681315887,-0.701044886383855,-1.78065401141499
2020,5,5,97,3.74,3.33,0.2481,0.25,0.28,-0.493558126268204,0.00688577344581892,2.7271231946996,0.818955914324203,-0.602876805300405,-1.53130708546303
2020,5,6,97,3.3,3.3,0.24,0.24,0.27,-0.493558126268204,0.00506391118905434,2.36700991651226,0.717275732276443,-0.932990083487739,-2.36979481205886
2020,5,7,97,3.86,3.42,0.2306,0.24,0.25,-0.493558126268204,0.0028277252628496,2.75088924325593,0.804353579899394,-0.669110756744074,-1.69954132212995
2020,5,8,97,3.86,3.68,0.2296,0.23,0.28,-0.493558126268204,0.00522103647885012,2.89226281252545,0.785940981664524,-0.787737187474551,-2.00085245618536
2020,5,9,97,3.28,3.27,0.4,0.4,0.51,-0.493558126268204,0.165853817864204,2.62310576712347,0.802173017468952,-0.646894232876526,-1.64311135150638
2020,5,10,97,2.54,2.49,0.3578,0.36,0.48,-0.493558126268204,0.117512491374991,1.97903130605453,0.794791689178524,-0.510968693945475,-1.29786048262151
2020,5,11,97,1.43,1.43,0.2,0.2,0.29,-0.493558126268204,0.00388828961794826,1.03697319120347,0.725156077764664,-0.39302680879653,-0.998288094343186
2020,5,12,97,2.76,2.76,0.36,0.36,0.54,-0.493558126268204,0.150777995168525,2.25819254018555,0.818185702965777,-0.501807459814455,-1.27459094792872
2020,5,13,97,4.72,4.72,0.3,0.3,0.49,-0.493558126268204,0.0856841553301825,4.0772288016931,0.863819661375656,-0.642771198306904,-1.63263884369954
2020,5,1,97,4.72,4.72,0.3,0.3,0.49,-0.529843094418276,0.0856841553301825,4.03186590399238,0.854208877964488,-0.688134096007619,-1.74786060385935
2020,5,2,97,5.89,5.89,0.48,0.48,0.61,-0.529843094418276,0.300223477732874,5.08065497297135,0.862589978433167,-0.809345027028646,-2.05573636865276
2020,5,3,97,5.22,5.2,0.5051,0.51,0.68,-0.529843094418276,0.36626063819515,4.56605114265457,0.878086758202801,-0.633948857345432,-1.6102300976574
2020,5,4,97,3.72,3.66,0.2998,0.3,0.4,-0.529843094418276,0.0492129128664663,2.90708918516508,0.79428666261341,-0.75291081483492,-1.9123934696807
2020,5,5,97,3.74,3.33,0.2481,0.25,0.28,-0.529843094418276,0.00688577344581892,2.66149292308623,0.79924712404992,-0.668507076913768,-1.69800797536097
2020,5,6,97,3.3,3.3,0.24,0.24,0.27,-0.529843094418276,0.00506391118905434,2.30707419233734,0.699113391617375,-0.992925807662662,-2.52203155146316
2020,5,7,97,3.86,3.42,0.2306,0.24,0.25,-0.529843094418276,0.0028277252628496,2.68009203572529,0.783652642024937,-0.739907964274714,-1.87936622925777
2020,5,8,97,3.86,3.68,0.2296,0.23,0.28,-0.529843094418276,0.00522103647885012,2.82885044306112,0.768709359527478,-0.851149556938882,-2.16191987462476
2020,5,9,97,3.28,3.27,0.4,0.4,0.51,-0.529843094418276,0.165853817864204,2.57765089625393,0.788272445337594,-0.692349103746068,-1.75856672351501
2020,5,10,97,2.54,2.49,0.3578,0.36,0.48,-0.529843094418276,0.117512491374991,1.94065392073353,0.77937908463194,-0.549346079266469,-1.39533904133683
2020,5,11,97,1.43,1.43,0.2,0.2,0.29,-0.529843094418276,0.00388828961794826,1.01152057212501,0.707357043444064,-0.418479427874988,-1.06293774680247
2020,5,12,97,2.76,2.76,0.36,0.36,0.54,-0.529843094418276,0.150777995168525,2.22313304143009,0.805482986025394,-0.536866958569913,-1.36364207476758
2020,5,13,97,4.72,4.72,0.3,0.3,0.49,-0.529843094418276,0.0856841553301825,4.03186590399238,0.854208877964488,-0.688134096007619,-1.74786060385935
2020,5,1,97,4.72,4.72,0.3,0.3,0.49,0.0144619643269489,0.0856841553301825,4.73955784732734,1.00414361172189,0.0195578473273432,0.0496769322114518
2020,5,2,97,5.89,5.89,0.48,0.48,0.61,0.0144619643269489,0.300223477732874,5.91274103186985,1.00386095617485,0.0227410318698489,0.0577622209494162
2020,5,3,97,5.22,5.2,0.5051,0.51,0.68,0.0144619643269489,0.36626063819515,5.23823865404124,1.00735358731562,0.038238654041244,0.0971261812647599
2020,5,4,97,3.72,3.66,0.2998,0.3,0.4,0.0144619643269489,0.0492129128664663,3.74388686983184,1.02291990979012,0.0838868698318418,0.213072649372878
2020,5,5,97,3.74,3.33,0.2481,0.25,0.28,0.0144619643269489,0.00688577344581892,3.7732313463491,1.13310250641114,0.4432313463491,1.12580761972671
2020,5,6,97,3.3,3.3,0.24,0.24,0.27,0.0144619643269489,0.00506391118905434,3.33083654872539,1.00934440870466,0.0308365487253859,0.0783248337624802
2020,5,7,97,3.86,3.42,0.2306,0.24,0.25,0.0144619643269489,0.0028277252628496,3.89686690605604,1.13943476785264,0.476866906056038,1.21124194138234
2020,5,8,97,3.86,3.68,0.2296,0.23,0.28,0.0144619643269489,0.00522103647885012,3.89145240698688,1.05745989320296,0.211452406986881,0.537089113746678
2020,5,9,97,3.28,3.27,0.4,0.4,0.51,0.0144619643269489,0.165853817864204,3.3003307445245,1.00927545704113,0.030330744524496,0.0770400910922199
2020,5,10,97,2.54,2.49,0.3578,0.36,0.48,0.0144619643269489,0.117512491374991,2.55753547132143,1.02712267924555,0.0675354713214316,0.171540097156436
2020,5,11,97,1.43,1.43,0.2,0.2,0.29,0.0144619643269489,0.00388828961794826,1.44289833338781,1.00901981355791,0.0128983333878105,0.0327617668050388
2020,5,12,97,2.76,2.76,0.36,0.36,0.54,0.0144619643269489,0.150777995168525,2.77539963345249,1.00557957733786,0.0153996334524922,0.0391150689693301
2020,5,13,97,4.72,4.72,0.3,0.3,0.49,0.0144619643269489,0.0856841553301825,4.73955784732734,1.00414361172189,0.0195578473273432,0.0496769322114518
2020,5,1,97,4.72,4.72,0.3,0.3,0.49,-0.830310570412457,0.0856841553301825,3.66616579806252,0.776730041962399,-1.05383420193748,-2.6767388729212
2020,5,2,97,5.89,5.89,0.48,0.48,0.61,-0.830310570412457,0.300223477732874,4.64265408834086,0.788226500567209,-1.24734591165914,-3.16825861561421
2020,5,3,97,5.22,5.2,0.5051,0.51,0.68,-0.830310570412457,0.36626063819515,4.20786624163448,0.809205046468168,-0.992133758365525,-2.52001974624843
2020,5,4,97,3.72,3.66,0.2998,0.3,0.4,-0.830310570412457,0.0492129128664663,2.49852499050321,0.682657101230384,-1.16147500949679,-2.95014652412186
2020,5,5,97,3.74,3.33,0.2481,0.25,0.28,-0.830310570412457,0.00688577344581892,2.16087989211541,0.648912880515138,-1.16912010788459,-2.96956507402686
2020,5,6,97,3.3,3.3,0.24,0.24,0.27,-0.830310570412457,0.00506391118905434,1.85240652545796,0.561335310744836,-1.44759347454204,-3.67688742533679
2020,5,7,97,3.86,3.42,0.2306,0.24,0.25,-0.830310570412457,0.0028277252628496,2.14503310107689,0.627202661133593,-1.27496689892311,-3.23841592326471
2020,5,8,97,3.86,3.68,0.2296,0.23,0.28,-0.830310570412457,0.00522103647885012,2.34153824101935,0.636287565494389,-1.33846175898065,-3.39969286781085
2020,5,9,97,3.28,3.27,0.4,0.4,0.51,-0.830310570412457,0.165853817864204,2.21622594680167,0.677744937859837,-1.05377405319833,-2.67658609512377
2020,5,10,97,2.54,2.49,0.3578,0.36,0.48,-0.830310570412457,0.117512491374991,1.63784099866984,0.657767469345316,-0.852159001330164,-2.16448386337862
2020,5,11,97,1.43,1.43,0.2,0.2,0.29,-0.830310570412457,0.00388828961794826,0.817486682695319,0.571669008877845,-0.612513317304681,-1.55578382595389
2020,5,12,97,2.76,2.76,0.36,0.36,0.54,-0.830310570412457,0.150777995168525,1.94254640599081,0.703821161590872,-0.817453594009193,-2.07633212878335
2020,5,13,97,4.72,4.72,0.3,0.3,0.49,-0.830310570412457,0.0856841553301825,3.66616579806252,0.776730041962399,-1.05383420193748,-2.6767388729212
2020,5,1,97,4.72,4.72,0.3,0.3,0.49,0.688127420378637,0.0856841553301825,5.69636598937913,1.20685720113965,0.976365989379128,2.47996961302299
2020,5,2,97,5.89,5.89,0.48,0.48,0.61,0.688127420378637,0.300223477732874,7.0094508350863,1.19005956453078,1.1194508350863,2.84340512111921
2020,5,3,97,5.22,5.2,0.5051,0.51,0.68,0.688127420378637,0.36626063819515,6.10996265144256,1.17499281758511,0.909962651442561,2.31130513466411
2020,5,4,97,3.72,3.66,0.2998,0.3,0.4,0.688127420378637,0.0492129128664663,4.96025820867537,1.35526180564901,1.30025820867537,3.30265585003544
2020,5,5,97,3.74,3.33,0.2481,0.25,0.28,0.688127420378637,0.00688577344581892,5.57033932618091,1.6727745724267,2.24033932618091,5.6904618884995
2020,5,6,97,3.3,3.3,0.24,0.24,0.27,0.688127420378637,0.00506391118905434,5.01519433714416,1.51975585974066,1.71519433714416,4.35659361634618
2020,5,7,97,3.86,3.42,0.2306,0.24,0.25,0.688127420378637,0.0028277252628496,5.92781030246977,1.73327786621923,2.50781030246977,6.36983816827321
2020,5,8,97,3.86,3.68,0.2296,0.23,0.28,0.688127420378637,0.00522103647885012,5.57181618416862,1.51408048482843,1.89181618416862,4.8052131077883
2020,5,9,97,3.28,3.27,0.4,0.4,0.51,0.688127420378637,0.165853817864204,4.31546794150766,1.31971496682191,1.04546794150766,2.65548857142945
2020,5,10,97,2.54,2.49,0.3578,0.36,0.48,0.688127420378637,0.117512491374991,3.44418531783603,1.38320695495423,0.954185317836032,2.42363070730352
2020,5,11,97,1.43,1.43,0.2,0.2,0.29,0.688127420378637,0.00388828961794826,2.14032485019562,1.49673066447246,0.71032485019562,1.80422511949687
2020,5,12,97,2.76,2.76,0.36,0.36,0.54,0.688127420378637,0.150777995168525,3.53613066618489,1.28120676311047,0.776130666184885,1.97137189210961
2020,5,13,97,4.72,4.72,0.3,0.3,0.49,0.688127420378637,0.0856841553301825,5.69636598937913,1.20685720113965,0.976365989379128,2.47996961302299
2020,5,1,97,4.72,4.72,0.3,0.3,0.49,0.6023262208865,0.0856841553301825,5.56951716610783,1.17998245044657,0.849517166107832,2.15777360191389
2020,5,2,97,5.89,5.89,0.48,0.48,0.61,0.6023262208865,0.300223477732874,6.86574575509027,1.16566141852127,0.975745755090267,2.47839421792928
2020,5,3,97,5.22,5.2,0.5051,0.51,0.68,0.6023262208865,0.36626063819515,5.99656714885769,1.15318599016494,0.79656714885769,2.02328055809853
2020,5,4,97,3.72,3.66,0.2998,0.3,0.4,0.6023262208865,0.0492129128664663,4.79386343702423,1.30979875328531,1.13386343702423,2.88001313004154
2020,5,5,97,3.74,3.33,0.2481,0.25,0.28,0.6023262208865,0.00688577344581892,5.31292253446202,1.59547223257118,1.98292253446202,5.03662323753352
2020,5,6,97,3.3,3.3,0.24,0.24,0.27,0.6023262208865,0.00506391118905434,4.77213219289912,1.44610066451488,1.47213219289912,3.73921576996376
2020,5,7,97,3.86,3.42,0.2306,0.24,0.25,0.6023262208865,0.0028277252628496,5.63281554934412,1.6470220904515,2.21281554934412,5.62055149533408
2020,5,8,97,3.86,3.68,0.2296,0.23,0.28,0.6023262208865,0.00522103647885012,5.33324664621831,1.44925180603758,1.65324664621831,4.1992464813945
2020,5,9,97,3.28,3.27,0.4,0.4,0.51,0.6023262208865,0.165853817864204,4.17877818729261,1.27791381874392,0.908778187292614,2.30829659572324
2020,5,10,97,2.54,2.49,0.3578,0.36,0.48,0.6023262208865,0.117512491374991,3.32363397338546,1.33479276039577,0.833633973385465,2.11743029239908
2020,5,11,97,1.43,1.43,0.2,0.2,0.29,0.6023262208865,0.00388828961794826,2.04045450579853,1.42689126279617,0.610454505798529,1.55055444472826
2020,5,12,97,2.76,2.76,0.36,0.36,0.54,0.6023262208865,0.150777995168525,3.43454686167815,1.24440103683991,0.674546861678154,1.71334902866251
2020,5,13,97,4.72,4.72,0.3,0.3,0.49,0.6023262208865,0.0856841553301825,5.56951716610783,1.17998245044657,0.849517166107832,2.15777360191389
2020,5,1,97,4.72,4.72,0.3,0.3,0.49,1.58717857895382,0.0856841553301825,7.11327843850657,1.50705051663275,2.39327843850657,6.07892723380669
2020,5,2,97,5.89,5.89,0.48,0.48,0.61,1.58717857895382,0.300223477732874,8.58393898273351,1.45737503951333,2.69393898273351,6.84260501614313
2020,5,3,97,5.22,5.2,0.5051,0.51,0.68,1.58717857895382,0.36626063819515,7.33807582766701,1.4111684283975,2.13807582766701,5.4307126022742
2020,5,4,97,3.72,3.66,0.2998,0.3,0.4,1.58717857895382,0.0492129128664663,6.91367101156343,1.88898115070039,3.25367101156343,8.26432436937111
2020,5,5,97,3.74,3.33,0.2481,0.25,0.28,1.58717857895382,0.00688577344581892,8.83595399103964,2.65343963694884,5.50595399103964,13.9851231372407
2020,5,6,97,3.3,3.3,0.24,0.24,0.27,1.58717857895382,0.00506391118905434,8.13760772600122,2.46594173515188,4.83760772600122,12.2875236240431
