Date,avg_C.med,avg_C.10,avg_C.90,ppt.med,ppt.10,ppt.90,VWC.Deep.med,VWC.Deep.10,VWC.Deep.90,VWC.Intermediate.med,VWC.Intermediate.10,VWC.Intermediate.90,VWC.Shallow.med,VWC.Shallow.10,VWC.Shallow.90,ppt_rollsum.med,ppt_rollsum.10,ppt_rollsum.90,avgC_rollmean.med,avgC_rollmean.10,avgC_rollmean.90,VWC.Shallow_rollmean.med,VWC.Shallow_rollmean.10,VWC.Shallow_rollmean.90,VWC.Intermediate_rollmean.med,VWC.Intermediate_rollmean.10,VWC.Intermediate_rollmean.90,VWC.Deep_rollmean.med,VWC.Deep_rollmean.10,VWC.Deep_rollmean.90,SWP.Shallow.med,SWP.Shallow.10,SWP.Shallow.90,SWP.Shallow_rollmean.med,SWP.Shallow_rollmean.10,SWP.Shallow_rollmean.90,SWP.Intermediate.med,SWP.Intermediate.10,SWP.Intermediate.90,SWP.Intermediate_rollmean.med,SWP.Intermediate_rollmean.10,SWP.Intermediate_rollmean.90,SWP.Deep.med,SWP.Deep.10,SWP.Deep.90,SWP.Deep_rollmean.med,SWP.Deep_rollmean.10,SWP.Deep_rollmean.90
07-18,24.124825,18.438185,28.06246,0,0,0.06814,0.104157557680009,0.102580835422469,0.107095407626701,0.10028227845873,0.0992404534495741,0.101346996887105,0.0915307148270677,0.0875834492398895,0.0961686763471757,0.43245,0.08515,1.18074,23.927525,21.7376531666667,25.1986048333333,0.0914354506933583,0.0877225119387574,0.0961252671586542,0.100262970308897,0.0992088069007674,0.101440280976967,0.104176885763864,0.102594993720502,0.107220107826705,-6.78138128156648,-8.56803785955444,-5.21719262574652,-6.81894705650165,-8.49622793141365,-5.22970352500332,-4.17768779590368,-4.41566948177196,-3.95005900756005,-4.18195753646547,-4.42314697924273,-3.93082691807076,-3.41649425245287,-3.70445194293522,-2.94778615289125,-3.41313293077948,-3.70174072001121,-2.9296441562117
07-19,24.29875,19.7978,26.8732,0,0,0.0723200000000001,0.104117167877585,0.102565910540415,0.106973907168923,0.100251624580669,0.0992102074038821,0.101274996550544,0.0913487848215427,0.0872933552040644,0.0960314898844317,0.43245,0.07918,1.17696,23.8021225,21.6016798333333,25.2953086666667,0.0913128516610441,0.0875740571072155,0.0958783330073246,0.10023247468633,0.0991760351339443,0.101352027418706,0.104132522620221,0.102573796849475,0.107072258158395,-6.85333727696268,-8.72017359307913,-5.25685286607168,-6.86765648094939,-8.57291377057283,-5.30155421054229,-4.18446891258518,-4.42281574800738,-3.96497959328106,-4.18871180740171,-4.43090621196478,-3.9490190298921,-3.42353109947406,-3.70731251736302,-2.9655912034683,-3.42085391698528,-3.70580066259363,-2.95116872866508
07-20,24.225075,20.83906,27.32823,0,0,0.07174,0.104076746675572,0.102551878883785,0.106861191302436,0.100221552537835,0.0991799744849252,0.101206592697532,0.0912181901130814,0.087011952144305,0.0958915437208125,0.3862,0,1.2063,23.8126041666667,21.5899096666667,25.3950593333333,0.091191295651449,0.0874195626310027,0.0956368732978412,0.100202668013238,0.0991430302019337,0.101269530195633,0.104089489860329,0.102557332392838,0.106933398369524,-6.90554924060909,-8.87082872749883,-5.29768069082136,-6.91636031325546,-8.65359459486646,-5.37294928273313,-4.19113403359835,-4.42997265354593,-3.97921696897591,-4.19532602023022,-4.43873700607588,-3.96611511601877,-3.43059066947406,-3.7100042865641,-2.98222332988151,-3.42836320418586,-3.70895783432151,-2.97155587880805
07-21,24.40435,21.18405,28.10552,0,0,0.00352000000000005,0.104036442379727,0.102537563219409,0.106752106326813,0.100186340275146,0.099149820858157,0.101139731530587,0.0911049611010569,0.0867312860399414,0.095750781181189,0.3627,0,1.2424,24.0025041666667,21.8507126666667,25.5610436666667,0.0910705797828589,0.0872653447450619,0.0953974219348097,0.100173028421054,0.0991096147729919,0.101193351039414,0.104047713175608,0.102541823435734,0.106802876525201,-6.95120138407481,-9.02418061266043,-5.33912741928122,-6.96513431875463,-8.73503257302498,-5.44488182083085,-4.19895446877187,-4.43712450286288,-3.99319201225755,-4.20191546958099,-4.44668195733501,-3.9819800634048,-3.43764705488224,-3.71275293268484,-2.99842535532663,-3.4356720532617,-3.71193470679645,-2.99087164776658
07-22,24.814125,20.93437,29.00568,0,0,0.04306,0.103996849788444,0.102522802452686,0.106639702022968,0.100140717793281,0.0991186652516779,0.1010746327888,0.0910001452006202,0.0864486541259778,0.0952529604259768,0.3627,0.063,1.29694,24.009645,21.9809568333333,25.7134051666667,0.0909505154776183,0.0871117899937926,0.0951614733966385,0.100160719045899,0.099076053708364,0.101123129661272,0.104007165704669,0.102538691077578,0.106680538547004,-6.99378152737428,-9.18180109018602,-5.48883247255061,-7.01405108421704,-8.81702696433429,-5.51688438513819,-4.20911275987267,-4.44452842100021,-4.00685476155534,-4.20465569417599,-4.4546785532246,-3.996671101308,-3.44459563891592,-3.71558957434724,-3.01522994937825,-3.4427835668683,-3.71253629306951,-3.00911192001589
07-23,24.775725,20.756125,28.51404,0,0,0.0377,0.103960140837612,0.102508717248303,0.106531960352693,0.100111233317053,0.0990845871212381,0.101011163437003,0.0908974883823182,0.0861704910032834,0.0951170607709022,0.3627,0.063,1.2927,23.984155,22.0686923333333,25.7042598333333,0.0908311163830616,0.0869591257893512,0.0949887988891855,0.100127270107384,0.099042359389561,0.101058637842832,0.103968498184986,0.102557049767205,0.106565989767662,-7.03578538251596,-9.34013434615853,-5.53056368266944,-7.06310227677475,-8.89945421948504,-5.57029585502583,-4.21569330507164,-4.45264367743251,-4.02022906190192,-4.21211259013321,-4.46272409865656,-4.0102202358989,-3.45105305605153,-3.71829879219037,-3.03144263904516,-3.44958166346384,-3.70901205761457,-3.02631081104054
07-24,25.109625,20.860585,27.502435,0,0,0.00342000000000005,0.103922864545929,0.102495560555955,0.106426049820466,0.100082142808815,0.0990520904304004,0.100950019647753,0.0907943522584784,0.0858942330503055,0.0949845686842504,0.3661,0.063,1.17616,24.0752441666667,22.2228515,25.7057828333333,0.0907125470660448,0.0868078431296822,0.095135316030261,0.100091775514879,0.0990084911520614,0.10099691720838,0.103932589741846,0.102577273668828,0.106458963949771,-7.07828762673871,-9.50060519590065,-5.57161203002217,-7.11221655557735,-8.98204054724323,-5.52493610303905,-4.22219790862857,-4.46039874379409,-4.03316352309396,-4.22004272676333,-4.47082858250059,-4.02323832279431,-3.45762500122376,-3.72083153642405,-3.04748086267575,-3.45590898094641,-3.70513436732107,-3.04248583966347
07-25,24.786975,20.502855,27.443945,0,0,0.0715,0.103887342720418,0.102482261806054,0.106330243300489,0.100053211253118,0.0990095872080483,0.100887421564296,0.0905740104989475,0.0857967075239252,0.0948515992452176,0.3862,0.07713,1.17644,24.03011,22.2385006666667,25.9040981666667,0.090594923010676,0.0866581311501597,0.0949886144790909,0.100056950440721,0.098974403165002,0.100938200247503,0.103897660718497,0.102563438995653,0.106356337656008,-7.17011689121795,-9.55803627597081,-5.61317283719012,-7.16134085971841,-9.06466768548623,-5.57035322420062,-4.22867880452297,-4.4705660285562,-4.04645689862393,-4.22784053216521,-4.47900332040882,-4.03566952019981,-3.46390147269109,-3.72339371161074,-3.06207595848113,-3.46207695635597,-3.70778647881229,-3.0580925467868
07-26,25.1235,20.208765,27.73773,0,0,0,0.103858612180405,0.102469712499434,0.106235137326405,0.100024729994887,0.0989782510070023,0.100828079733097,0.0902339971436536,0.0857044563312815,0.0947184350336647,0.3862,0.07713,1.29652,23.9994525,22.33903,25.9756036666667,0.0904702601087568,0.0865098445496751,0.0947921595463643,0.100023357229089,0.0989402160237925,0.100881540542453,0.103863856332239,0.102550412254112,0.106257092268362,-7.31461436352161,-9.61274151279225,-5.6551643107701,-7.21384569485222,-9.14740017551367,-5.63187036450567,-4.23507038196272,-4.47807966944782,-4.05910688173346,-4.23537873900628,-4.48721968529883,-4.04770847077321,-3.46898787601766,-3.72581342010067,-3.07664657300387,-3.4680587988556,-3.71028577219206,-3.07327568586527
07-27,25.045225,21.051195,27.8285,0,0,0.02978,0.103829208969418,0.102458042234614,0.106141956486411,0.0999966400062233,0.0989408985723212,0.100780720493173,0.0901365873839936,0.0856461684028159,0.0945852813957433,0.4403,0.07713,1.30201,23.9417475,22.3207771666667,25.8415986666667,0.0903224064715301,0.086362908671716,0.0945911782086303,0.0999896478663741,0.0989059381736161,0.100829249951651,0.103830898818422,0.102538238113345,0.106161075365337,-7.35664717699276,-9.64749829419299,-5.69752628015978,-7.27671216381252,-9.23026576150318,-5.6956422833584,-4.24138540265715,-4.48705546987099,-4.06923625182006,-4.24295907228669,-4.49547584173097,-4.058856970678,-3.47420256146637,-3.72806531246208,-3.09100223472367,-3.47390261303388,-3.71262329688232,-3.08805025433822
07-28,25.895825,22.640635,28.1397,0,0,0.06973,0.103796185739495,0.102446277273842,0.106052387635178,0.0999686233060981,0.0988812582234374,0.100722592538116,0.0899821521006172,0.085539992667545,0.0944530407213578,0.46035,0.07713,1.30201,23.92058,22.4288098333333,25.694063,0.0901798293545688,0.0862173814141454,0.0943852595751892,0.0999563991914317,0.098871570057817,0.100778901177556,0.103798581676689,0.102526987807964,0.106068282066109,-7.42387668869619,-9.71119493638481,-5.73997158851253,-7.33795270790225,-9.31321780104388,-5.76187295442331,-4.24769509792901,-4.50143143013487,-4.08170997043071,-4.25045160975052,-4.50377187142686,-4.06962597263118,-3.48007037220321,-3.73033711488077,-3.10487652573048,-3.47964424834895,-3.71478499460458,-3.10240907160108
07-29,25.200225,23.346085,28.10784,0,0,0.1179,0.103762964879964,0.102434673637442,0.105972639718281,0.0999405138636815,0.098847256073225,0.100666754715932,0.089745112845418,0.0854687562871944,0.0941171162849648,0.44195,0.07713,1.17859,23.8800758333333,22.283524,25.5553093333333,0.0900391165496112,0.0860732522331274,0.094174092315507,0.099923661751779,0.09883710915137,0.100760182684884,0.103766789379007,0.10251624996826,0.105978614981298,-7.52849190474362,-9.75421110124407,-5.84949450050499,-7.39899399476732,-9.39624765395839,-5.83074460258285,-4.25403689450251,-4.5096519514327,-4.09373506405271,-4.25784431016246,-4.51210857529559,-4.07363829183794,-3.4859851876943,-3.73257937755864,-3.11729187131516,-3.48530364565655,-3.71684961965182,-3.11635958580199
07-30,25.455125,20.049275,27.68992,0,0,0.14273,0.103729903996014,0.102423017637032,0.105823129590123,0.0998906505021653,0.0988136783451999,0.100637006475947,0.0896544702620639,0.085630175714223,0.0941159043680466,0.44195,0,1.17859,23.8881308333333,22.2275298333333,25.5021876666667,0.0898998415895402,0.0859305369432629,0.0939579514408515,0.0998909194636646,0.098802561827565,0.100729868363998,0.103735637492674,0.102505852160215,0.105891999944297,-7.56895870332481,-9.65706074769178,-5.8498941006077,-7.46000672775277,-9.47933128214827,-5.9022540386853,-4.26531432087191,-4.51778737775227,-4.10015876066915,-4.26525339552393,-4.52048460110286,-4.0801461602409,-3.49188338585706,-3.73483337185393,-3.14072734064545,-3.49085965678663,-3.71885016471505,-3.12990610613517
07-31,24.8177,20.07255,27.582635,0,0,0.08944,0.103698165509559,0.102411703886221,0.105699641004318,0.0998561831976174,0.0987806085813251,0.10060820738608,0.0895645439661676,0.0854789265683515,0.0942470858462378,0.44195,0,1.17859,23.87486,22.2314885,25.4853993333333,0.0897619606112276,0.0857891828680878,0.0937370172104207,0.0998581299279932,0.0987679296495917,0.1006960984164,0.103705085935282,0.102495700965523,0.105808590830952,-7.60936143491831,-9.74805592895642,-5.80682786969155,-7.52099869474257,-9.56248453599931,-5.97642922119402,-4.27313044526198,-4.52581678588695,-4.10638891790289,-4.2726885333672,-4.528899754294,-4.08741043663948,-3.49755682469339,-3.73702273049141,-3.16024200592493,-3.49631882498777,-3.72080449589588,-3.14301741976002
08-01,22.90485,19.78002,27.269575,0,0,0.0103700000000001,0.103667390668989,0.102400882524181,0.105532100999933,0.0998249027831686,0.0987481322562736,0.100562683770806,0.0894739659048483,0.0852892178271416,0.0938660927043022,0.4556,0,1.17859,23.8269241666667,22.1296293333333,25.364674,0.089617164611355,0.0856294118170769,0.0935111779896997,0.0998253217204326,0.0987332283276979,0.100646129182781,0.103675097106756,0.102485749143511,0.105728463162928,-7.65031637672211,-9.86363416014255,-5.93296050662134,-7.58568863213663,-9.65751778391023,-6.05339910451654,-4.28023861961778,-4.53371861790212,-4.11626008591286,-4.28014332733741,-4.53735038915411,-4.09818757301562,-3.50306847081212,-3.73911823280087,-3.18694892686965,-3.50168731157674,-3.72272162841904,-3.15567443311505
08-02,23.399775,18.74116,26.88704,0,0,0,0.103639627975741,0.102390078093703,0.105463090989339,0.0997942781104597,0.0987174876314653,0.100467464329147,0.0893838862494614,0.085098948333336,0.0925186682450662,0.4556,0,1.29921,23.9621516666667,21.8640271666667,25.3251138333333,0.0894749707538422,0.0854578500960967,0.0932803499298325,0.0997924213513957,0.098698464653334,0.100594053173389,0.103645756543729,0.102476021713855,0.105651276324516,-7.69130604336816,-9.98119361313885,-6.4059493695545,-7.64986059855003,-9.76081678809204,-6.13328986249512,-4.28721140121208,-4.54118981787792,-4.13699844519361,-4.28763459148115,-4.54583500626625,-4.10945504683256,-3.50804951256193,-3.74121184979927,-3.19802749929254,-3.50694923233263,-3.72459666838687,-3.16792423479798
08-03,23.376475,18.08317,26.850675,0,0,0,0.103613599139052,0.102379354232702,0.105404953229238,0.0997640698546572,0.0986866366511822,0.100440739237932,0.0892923540569616,0.0848226417237022,0.0923868371618052,0.43355,0,1.29442,24.047605,21.5333655,25.2492333333333,0.0893594036351273,0.0852791842187056,0.0930986764872884,0.0997590751508393,0.0986636374170402,0.100543135121118,0.103617089698789,0.102466495028104,0.105576926500337,-7.73322431489297,-10.1548907788395,-6.45459127686469,-7.70249163946267,-9.86979225597283,-6.19705027508962,-4.29410260101709,-4.5487261131387,-4.14284134956257,-4.29524327604864,-4.55435405163725,-4.12050759478989,-3.51272712180917,-3.74329123236746,-3.20739622402634,-3.51209940754776,-3.72643410138365,-3.17977726631703
08-04,24.647125,20.679235,26.51971,0,0,0,0.103586990755866,0.102369175559251,0.105351868313891,0.099734074323479,0.0986557334768143,0.100414185386517,0.0892012230611095,0.0846445815433607,0.0922533408843548,0.456,0,1.34465,23.924075,21.3795776666667,25.0407211666667,0.0892664117791527,0.0851265383665266,0.0929410466987853,0.0997255129232687,0.0986287418815717,0.10049333280122,0.103589081562977,0.10245718939966,0.105505197996847,-7.77522886817048,-10.2687307823015,-6.50429557865693,-7.74515423951233,-9.96404408639492,-6.2530114313848,-4.30095830338394,-4.5562900651731,-4.14865653207841,-4.30291746108114,-4.56290884058285,-4.13135214922329,-3.5175165448586,-3.74526617248374,-3.21597920072743,-3.51713992548648,-3.72822993876877,-3.19126238681507
08-05,24.799225,22.582465,26.726345,0,0,0.0305,0.103558771525467,0.102359258022192,0.10529871610153,0.099704310616338,0.0986242034604656,0.100387571257588,0.0890889612502749,0.0845217092098119,0.0921190623587578,0.389,0,1.35156,23.7439358333333,21.4701556666667,24.9913848333333,0.0892168449137479,0.0849592939329745,0.0927848662277688,0.0996923634950176,0.0985937810163695,0.100444639555419,0.103561727086697,0.102448039519792,0.105436048155524,-7.82734650665321,-10.3481722066306,-6.55475071834837,-7.76800914475864,-10.0685406744607,-6.30905138885203,-4.30777388263521,-4.56402285671553,-4.15449465202531,-4.31051325895727,-4.57149880402902,-4.14198801254305,-3.52260439777172,-3.74719163626355,-3.22460042155134,-3.52207110799422,-3.72999672216449,-3.2023813188994
08-06,24.149625,20.75359,28.45901,0,0,0.04767,0.103530830426798,0.102434328247273,0.105245660098521,0.0996747919301711,0.0985935531864377,0.100460349972915,0.0889492590767839,0.084488487368722,0.0926253901305975,0.37505,0,1.49771,23.6153416666667,21.6145133333333,24.973813,0.0890333985456106,0.0848144703029675,0.0926200711692187,0.0996596595585553,0.0985587812934641,0.100399809468702,0.103535042473858,0.102439073677715,0.10536959925889,-7.89278436006395,-10.3697766351286,-6.36689089533591,-7.85329509716084,-10.16008210515,-6.36883083493029,-4.31454603657761,-4.57155484535735,-4.13855289917061,-4.31802259905248,-4.58011757323836,-4.15180884568118,-3.52765072414247,-3.732646144586,-3.23323344440288,-3.5268894540205,-3.73172893439119,-3.21310935950863
08-07,23.793,19.233275,28.859215,0,0,0.0127200000000002,0.10350322318795,0.102426056474118,0.10519913678726,0.0996453401814323,0.0985607457233877,0.100385356674837,0.0887452551162914,0.0843434630608928,0.0923181250282255,0.45155,0,1.66281,23.4642016666667,21.459071,24.7675863333333,0.088851569711007,0.0846912482104318,0.0924550105180823,0.0996265355888042,0.0985235340350061,0.100360427054322,0.10350902397779,0.102430314845911,0.105305700247536,-7.98951367881633,-10.4647171550268,-6.48011807769254,-7.9389294654384,-10.2387491475188,-6.42938265721281,-4.32131544770003,-4.57963331619834,-4.15498088651612,-4.32564423959912,-4.58881682330764,-4.16045911064976,-3.5326451941511,-3.73424557690489,-3.24082611067884,-3.53159506687647,-3.73342207526402,-3.22346603589979
08-08,23.931825,16.46711,27.647825,0,0,0.06257,0.103617918117746,0.102417442312779,0.10515509961837,0.0996161686134481,0.0985128596481016,0.100355501638725,0.0885421743502637,0.0842677751447019,0.0920120085570982,0.4857,0,1.81583,23.4586125,21.5298318333333,24.6022255,0.0886716256608466,0.084531003490982,0.0922913833336878,0.0995932553739968,0.0984892254227222,0.100325563306332,0.103483658924693,0.102421787916002,0.105244287078476,-8.08720783158741,-10.5146765949984,-6.59530967951616,-8.02477096688676,-10.3421376407437,-6.49008513474601,-4.32803290712122,-4.59145520373846,-4.16154247420618,-4.3333179386333,-4.59730327583616,-4.16813473958248,-3.51195045090331,-3.73591207938914,-3.24803256535431,-3.53618968505,-3.73507126508785,-3.2334572201385
08-09,23.7003,19.3149,26.95294,0,0,0.06612,0.103589689779546,0.102408708265761,0.105109450250584,0.0995870081536839,0.0984577572516985,0.100316791500105,0.0883443511682607,0.0842024574537397,0.0918328958569405,0.4514,0,1.49945,23.4904358333333,21.4551006666667,24.4688665,0.0884936350710776,0.0844507914495045,0.0921281806791572,0.0995597017157205,0.0984562696853322,0.100291668632416,0.103458726122327,0.102413492986523,0.105185014966167,-8.18374082648656,-10.5580189533372,-6.66383831121871,-8.11076798102421,-10.3943555485448,-6.55130982351852,-4.33476021578015,-4.60510353237517,-4.17006859622068,-4.34107107261644,-4.60547265603577,-4.17561315654733,-3.51703037576929,-3.73760267758008,-3.25552296112236,-3.54071293091703,-3.73667641469018,-3.24313500181216
08-10,24.005625,21.028915,26.9422,0,0,0.08172,0.103557089649347,0.102400167301297,0.105064658925866,0.0995571972569723,0.0984247288113876,0.100264099915554,0.0881475271574901,0.0841349797585248,0.0917373428028401,0.4514,0,1.40585,23.461595,21.3503565,24.3146253333333,0.0883175133090551,0.0843466273834183,0.091966276889602,0.0995254054003562,0.0984233118775839,0.100258722670317,0.103434057434222,0.102405435608674,0.105127925969376,-8.28114838689933,-10.6030177838779,-6.70074303699062,-8.19694229874265,-10.4626346271035,-6.61272670037238,-4.34165043063428,-4.61330746954942,-4.18170759618148,-4.34901285409772,-4.6136598102662,-4.18289754111478,-3.52290791168992,-3.73925678130808,-3.26289252759928,-3.54519503100944,-3.73823638076205,-3.25248889452739
08-11,23.1482,18.92291,26.44801,0,0,0.11363,0.103481469354537,0.102392394205452,0.105020359135062,0.0995103951925923,0.0983919546953042,0.100237255994318,0.0880470558858042,0.084066513612661,0.0915894549730747,0.42895,0,1.40888,23.2907541666667,21.2482483333333,24.273201,0.088143177133954,0.084241219973012,0.091805878378801,0.099490624217525,0.0983904026275598,0.100226701405481,0.10340983276869,0.10239762333481,0.105072976618312,-8.33140228748345,-10.6489089486582,-6.75834069294655,-8.28331671498953,-10.5322720481828,-6.6742485158613,-4.35249410512993,-4.62146541085605,-4.18765197100756,-4.35708455535435,-4.62185216749475,-4.18999195181264,-3.53658663614049,-3.74076293041819,-3.27020073164285,-3.54960301963017,-3.73974963204689,-3.2615225105281
08-12,22.72345,18.34049,26.931045,0,0,0,0.103433439588938,0.102385088585899,0.104978229304494,0.0994803449819212,0.0983594310319304,0.100210556176577,0.0879628046142992,0.0840058213818589,0.0914122347650096,0.42895,0,1.40888,23.0212783333333,21.0705928333333,24.3160046666667,0.0879725081980453,0.084144051932655,0.0916469599840086,0.0994557608084595,0.0983576144901393,0.100196175261387,0.10338618751024,0.102390048094276,0.105020078391633,-8.37382283657776,-10.6897869465632,-6.82813930703082,-8.36892401944494,-10.5969545817745,-6.73587465221541,-4.35947347481596,-4.62957796588578,-4.1935744000447,-4.36519321329134,-4.6300315746762,-4.19676843227937,-3.54530737500682,-3.74217915660129,-3.27716900908919,-3.55391186114221,-3.74121766484572,-3.27024710831271
08-13,22.703875,18.526725,27.672095,0,0,0.05475,0.103391286125371,0.102378335246158,0.104934736610096,0.0994503595726902,0.0983268709375399,0.100183833974611,0.0878772826295633,0.0839488414593365,0.0913066860396013,0.4187,0,1.40888,22.9433316666667,20.9332405,24.3077693333333,0.0878306661928857,0.0840550176173467,0.0917833573839117,0.099421136343009,0.098324849724881,0.100168340045689,0.103363148641764,0.102382716966025,0.104968966186213,-8.41714599339698,-10.7283344362068,-6.87011702618138,-8.44087280106094,-10.6566375568302,-6.68294093727559,-4.36645105620622,-4.63771656743639,-4.19951176414698,-4.37326405403302,-4.63822234263165,-4.20295891167391,-3.55298222235711,-3.74348888777286,-3.28438122510527,-3.55811618170219,-3.7426390424531,-3.27870349537583
08-14,23.44995,18.347425,27.83446,0,0,0.04905,0.103348384340376,0.102371332353644,0.104891785110618,0.0994215996590758,0.0982942692819118,0.100156525558921,0.0877900382486118,0.0839059136381396,0.0911853571837499,0.39775,0,1.40888,22.8120033333333,20.9851751666667,24.1177256666667,0.0877497299396164,0.0839739365341372,0.0919499408537392,0.0993871075279577,0.0982920907901398,0.100139090847547,0.103340696021547,0.10237562451758,0.104922003883883,-8.46161644166457,-10.757484683552,-6.91875017718077,-8.48225678575712,-10.7113370433967,-6.61896156845272,-4.37315593968176,-4.6458825999824,-4.20558970307814,-4.38121333661991,-4.6464288754394,-4.20947555426019,-3.56081359982906,-3.7448475921968,-3.29152221798229,-3.5622192076968,-3.7440147550647,-3.28649620974619
08-15,23.96965,19.497995,26.987435,0,0,0.00496000000000007,0.103307409687044,0.102364228181189,0.104852400675553,0.0993929440808462,0.0982617246977824,0.100129315028097,0.087599298480263,0.083926911091942,0.091085413567666,0.37625,0,1.40888,22.7183966666667,20.9288181666667,23.9151858333333,0.0876693328633331,0.0839007678204776,0.0921159143399409,0.0993531635405128,0.0982593374738433,0.100109787617495,0.103318767185075,0.102368725511483,0.104878333246609,-8.55981722288416,-10.7432145630206,-6.95911890112793,-8.52360403789532,-10.7609852789473,-6.55593915535686,-4.37984867252455,-4.65405138714108,-4.21165625753201,-4.38915991791401,-4.65465125915818,-4.21601628044167,-3.56831235584388,-3.7462265459219,-3.29808638403902,-3.56623194578277,-3.74535352260293,-3.29376247977605
08-16,23.1723,17.74806,25.94982,0,0,0.0351700000000001,0.10328557307671,0.102357301164893,0.104816189055293,0.0993630856436261,0.0982302744899965,0.10010214204108,0.0873794845077133,0.0839382105087345,0.0909950079162783,0.4171,0,1.40888,22.560835,20.8449116666667,24.0560581666667,0.0875894381012257,0.083835597672701,0.0920302790295682,0.0993192026220487,0.0982265959188672,0.100080436831969,0.103297354332994,0.102362005212303,0.10483942993801,-8.67467158577864,-10.7355446556511,-6.99587644168595,-8.56493047240719,-10.805436568881,-6.58836656969725,-4.38683529715859,-4.66196170664941,-4.21772482350449,-4.39712761193401,-4.66288797998728,-4.2225797331795,-3.57231633172806,-3.74757169392712,-3.30413547295649,-3.57015544956402,-3.74665815873173,-3.30025160933306
08-17,23.151375,17.756535,25.850695,0,0,0.00427000000000006,0.103264943959998,0.102350649278168,0.104779802474317,0.0993301995543517,0.0981991904919745,0.100075247425347,0.087198912087053,0.0839387867599655,0.0909073651791621,0.4171,0,1.40888,22.5264908333333,20.8031581666667,23.9818523333333,0.0875100328424165,0.0837783513816945,0.0918341218664728,0.0992851440186965,0.0981938698115093,0.100051030504828,0.103276383611973,0.102355473739821,0.104802054567593,-8.77039423650446,-10.7351536777311,-7.03173110514735,-8.60623987444843,-10.8446632919396,-6.66336637084899,-4.39454570129399,-4.66979562363853,-4.2237414566176,-4.40513549465528,-4.67113813113022,-4.22916778828487,-3.5761038066437,-3.74886395522048,-3.3102270752652,-3.57400291454217,-3.74792665484157,-3.30650019220905
08-18,23.202775,18.581285,26.27084,0,0,0.04144,0.10324492003492,0.102344400510781,0.104743412443557,0.099285134764243,0.0981680518497661,0.100048651816037,0.0870239606400235,0.08392127643773,0.0908215159916913,0.48885,0,1.44983,22.2877883333333,20.732627,23.871352,0.0873893817473732,0.083728915784316,0.0916182847275853,0.099251042930927,0.0981611658386256,0.100021551152616,0.103257661473609,0.102349134108938,0.104765877878975,-8.86433684950642,-10.7470417315972,-7.06706396131464,-8.66946098286682,-10.8786741608831,-6.7470663796891,-4.4051376729232,-4.67765900403298,-4.22970123238336,-4.41317073746061,-4.67940003917893,-4.23578446895902,-3.57978473470393,-3.75007838502459,-3.31633260930798,-3.57744199988474,-3.74915838102938,-3.31256177024851
08-19,22.67595,18.40882,25.862275,0,0,0.05357,0.10322803279894,0.102338586726025,0.104709336197751,0.0992489390070171,0.0981372529690524,0.100021930363006,0.0869545694504617,0.0838881908105366,0.0907234634378297,0.47485,0,1.58843,22.2665866666667,20.7461548333333,23.9567091666667,0.0872683514429008,0.0836871722841681,0.0913848079043926,0.0992168835837685,0.0981284826158107,0.0999919906257869,0.103241091210074,0.102342993987165,0.104730749680371,-8.90192834287234,-10.7695468636086,-7.107677802312,-8.73343613992834,-10.9074917484952,-6.83901784224707,-4.41366705553503,-4.68545207022221,-4.2356992765903,-4.42123717823923,-4.68767406196669,-4.24243172731945,-3.58289255680041,-3.7512086971173,-3.32206207379979,-3.58048908691515,-3.75035180326987,-3.3184603111494
08-20,22.856525,18.471065,26.08216,0,0,0.04496,0.103212232417562,0.102332939631918,0.104677611087108,0.0992184882746454,0.0981065463501915,0.0999951590914816,0.0868446721662664,0.0838492602089686,0.0908043650433337,0.5142,0,1.58843,22.0788508333333,20.5907838333333,23.8879551666667,0.0871302240043283,0.0836523248291572,0.0911531684422374,0.0991825415553597,0.0980958404385566,0.0999627703515939,0.103224893101985,0.102337035229347,0.104696696254099,-8.96185171754836,-10.796099566302,-7.07414802392818,-8.80713549563968,-10.9316181615234,-6.9317212345311,-4.42085785202182,-4.69323715762052,-4.24171864336687,-4.42936442781319,-4.69595505449755,-4.24901466151725,-3.58580326506941,-3.75230698900747,-3.32740680410816,-3.58347072060099,-3.75151040649313,-3.32419030179604
08-21,22.405775,17.14625,26.417645,0,0,0.05843,0.103196982092872,0.102327397569392,0.104646235123964,0.0991858319926114,0.0980759359063238,0.0999685673118482,0.0866687673705138,0.0838093385419611,0.090691388842013,0.4977,0,1.41321,21.8797466666667,20.2068068333333,23.8316611666667,0.0869890341789671,0.0836175006922989,0.0909235334625516,0.0991478172436618,0.0980632110646635,0.0999350632109927,0.103209081950732,0.10233123759051,0.104663733997799,-9.05876775005589,-10.8234090707964,-7.12102342611733,-8.88323403171501,-10.9557918180912,-7.02510025795902,-4.42858495717168,-4.70101316784478,-4.24770771966843,-4.43760020697069,-4.70425018079479,-4.25526792339436,-3.58861530890741,-3.75338522511853,-3.33270276823071,-3.58638397249364,-3.7526380905425,-3.32974789024291
