Date,avg_C.mean.med,avg_C.mean.10,avg_C.mean.90,ppt.mean.med,ppt.mean.10,ppt.mean.90,VWC.Deep.mean.med,VWC.Deep.mean.10,VWC.Deep.mean.90,VWC.Intermediate.mean.med,VWC.Intermediate.mean.10,VWC.Intermediate.mean.90,VWC.Shallow.mean.med,VWC.Shallow.mean.10,VWC.Shallow.mean.90,ppt_rollsum.med,ppt_rollsum.10,ppt_rollsum.90,avgC_rollmean.med,avgC_rollmean.10,avgC_rollmean.90,VWC.Shallow_rollmean.med,VWC.Shallow_rollmean.10,VWC.Shallow_rollmean.90,VWC.Intermediate_rollmean.med,VWC.Intermediate_rollmean.10,VWC.Intermediate_rollmean.90,VWC.Deep_rollmean.med,VWC.Deep_rollmean.10,VWC.Deep_rollmean.90,SWP.Shallow.mean.med,SWP.Shallow.mean.10,SWP.Shallow.mean.90,SWP.Shallow_rollmean.med,SWP.Shallow_rollmean.10,SWP.Shallow_rollmean.90,SWP.Intermediate.mean.med,SWP.Intermediate.mean.10,SWP.Intermediate.mean.90,SWP.Intermediate_rollmean.med,SWP.Intermediate_rollmean.10,SWP.Intermediate_rollmean.90,SWP.Deep.mean.med,SWP.Deep.mean.10,SWP.Deep.mean.90,SWP.Deep_rollmean.med,SWP.Deep_rollmean.10,SWP.Deep_rollmean.90,Time
2020-02-23,6.45,6.45,6.45,0,0,0,0.141544096107019,0.141543751554415,0.141544243772421,0.15876258422237,0.158761565214232,0.158763020940143,0.190892697068918,0.190891725008385,0.190893113666289,1.16,1.16,1.16,4.51,4.51,4.51,0.184290087143479,0.184289351732619,0.184290402319562,0.158297610398195,0.158296629889784,0.158298030616086,0.139929872633248,0.139929480032252,0.139930040890817,-0.137354538226883,-0.137358248786123,-0.137352948023678,-0.165555016383041,-0.165558521167057,-0.165553514359742,-0.365141620255243,-0.365154053515004,-0.365136291869371,-0.370867562370351,-0.370879749170334,-0.370862339601766,-0.671350846032993,-0.671359515692453,-0.671347130505386,-0.713469555577293,-0.713480175115528,-0.713465004404128,Observed
2020-02-24,2.1,2.1,2.1,0,0,0,0.142211973605208,0.142211624308986,0.142212123303589,0.158217917100681,0.158216912371627,0.158218347698848,0.185492450846139,0.185491465505063,0.185492873135171,1.16,1.16,1.16,4.66166666666667,4.66166666666666,4.66166666666667,0.181403875600307,0.181403135093495,0.181404192960369,0.157641152877972,0.157640181932327,0.157641568997534,0.140438157925386,0.140437762257134,0.140438327497493,-0.159940932546846,-0.159945439807077,-0.159939000910101,-0.180015672144374,-0.180019570520961,-0.180014001442266,-0.371859629911349,-0.371872157469102,-0.37185426111157,-0.37913430628184,-0.37914669459629,-0.379128997151489,-0.654792922179757,-0.654801454172019,-0.654789265652091,-0.699877028723087,-0.699887489334372,-0.699872545660847,Observed
2020-02-25,2.25,2.25,2.25,0,0,0,0.142817716508481,0.142817361086348,0.142817868832252,0.157674719909932,0.157673729886427,0.15767514420572,0.180309286880423,0.180308297804413,0.180309710770142,1.22,1.22,1.22,4.855,4.855,4.855,0.178643153139393,0.178642409362051,0.178643471901111,0.156974169214512,0.156973208680783,0.156974580871824,0.140913024087007,0.140912624777524,0.140913195219643,-0.185889271784494,-0.18589468130532,-0.185886953475698,-0.195273181145502,-0.19527749425276,-0.195271332705621,-0.378706319520631,-0.378718934309161,-0.378700913335565,-0.387758885956717,-0.387771473470271,-0.387753491456714,-0.640193652128032,-0.640202104187491,-0.640190029857434,-0.687455437759409,-0.687465772326975,-0.687451008715547,Observed
2020-02-26,4.45,4.45,4.45,0,0,0,0.143357200334703,0.143356837442703,0.143357355859846,0.157111179158048,0.157110204202524,0.157111596996129,0.17519534199846,0.175194359954429,0.175195762874474,1.22,1.22,1.22,4.88,4.88,4.88,0.176070609950147,0.176069865613664,0.176070928951496,0.156305292716557,0.156304343476123,0.156305699533887,0.141356487505187,0.141356084076468,0.14135666040321,-0.216542511143094,-0.216548950531729,-0.216539751474776,-0.210892670108111,-0.210897399824492,-0.210890643125397,-0.385968375139752,-0.385981081563129,-0.38596292968192,-0.396643124005591,-0.396655902985234,-0.396637647449816,-0.627516021548547,-0.627524448520644,-0.627512410030248,-0.676091220665643,-0.676101457028189,-0.676086833709511,Observed
2020-02-27,5.1,5.1,5.1,0,0,0,0.143833333573556,0.143832962037348,0.143833492803359,0.156530128069529,0.156529168210469,0.156530539437698,0.170285413489989,0.170284448119883,0.170285827220035,1.51,1.51,1.51,4.925,4.925,4.925,0.173677834948715,0.173677090760239,0.173678153886633,0.155636437739666,0.155635500473158,0.155636839425313,0.141769580301961,0.141769172320735,0.141769755151058,-0.251787381384171,-0.251794953957881,-0.251784136078297,-0.22677036552124,-0.226775520372026,-0.226768156342106,-0.393630053592923,-0.393642858946104,-0.393624565735974,-0.405770035777182,-0.405782999371243,-0.405764480101835,-0.616574319461304,-0.616582768668391,-0.616570698414678,-0.665705621573552,-0.665715784731573,-0.66570126599085,Observed
2020-02-28,8.05,8.05,8.05,0,0,0,0.144238014295593,0.144237632938248,0.144238177734456,0.155901273796283,0.155900329231989,0.155901678609552,0.165387442183013,0.165386503572043,0.165387844444857,2.66,2.66,2.66,5.02833333333333,5.02833333333333,5.02833333333334,0.173608195027174,0.173607447643103,0.173608515334633,0.155002460520172,0.155001535991257,0.15500285674685,0.142166568913852,0.142166156115354,0.142166745827495,-0.293950632577731,-0.29395948272816,-0.29394683975306,-0.227253351729809,-0.227258541823468,-0.227251127447079,-0.402126652473261,-0.402139577706921,-0.402121113238553,-0.414652312922342,-0.414665433699299,-0.414646689883266,-0.607452509450086,-0.607461029727201,-0.607448857946232,-0.655903096486606,-0.655913199936037,-0.655898766493474,Observed
2020-02-29,5.8,5.8,5.8,0.03,0.03,0.03,0.144586820156136,0.144586428191458,0.144586988140998,0.15526990791067,0.155268978194602,0.155270306360414,0.161125316164082,0.161124410070755,0.161125704489794,2.84,2.84,2.84,5.15666666666667,5.15666666666667,5.15666666666667,0.173712333102998,0.173711581570194,0.173712655188485,0.154402309911155,0.15440139872574,0.15440270041919,0.14254895686646,0.142548539026597,0.142549135940687,-0.337618672312521,-0.337628744613501,-0.337614355721425,-0.226531556214937,-0.226536755424329,-0.226529328025755,-0.410877369682105,-0.410890421435203,-0.410871776224472,-0.423274349483777,-0.423287601085818,-0.423268670376696,-0.599718623927411,-0.599727248843167,-0.599714927580074,-0.646622887697028,-0.646632942794875,-0.646618578426266,Observed
2020-03-01,3.65,3.65,3.65,0,0,0,0.144881462393551,0.144881059206192,0.144881635188133,0.154631047152552,0.154630131904485,0.154631439401724,0.157362552944826,0.157361683461488,0.157362925580543,2.44,2.44,2.44,5.35333333333333,5.35333333333333,5.35333333333334,0.173404349388758,0.173403595008355,0.173404672694645,0.153830408261687,0.153829510921121,0.153830792836215,0.142916872383054,0.142916449303309,0.142917053702945,-0.382708788947019,-0.382720007097481,-0.382703981287884,-0.228674161982447,-0.228679439611382,-0.228671900185789,-0.419963307042561,-0.419976494071598,-0.419957655609336,-0.431689506610906,-0.431702865796254,-0.431683781396164,-0.593276722336664,-0.593285481055652,-0.593272968647,-0.63784086231579,-0.637850879381219,-0.637836569344984,Observed
2020-03-02,4.25,4.25,4.25,0,0,0,0.145113887357537,0.145113472383335,0.145114065203623,0.153955218263358,0.153954317389402,0.153955604352196,0.153863373504547,0.153862544472952,0.153863728803802,2.13,2.13,2.13,5.53,5.53,5.53,0.172061624523129,0.172060868710445,0.172061948442851,0.153292089417164,0.153291206370699,0.153292467865649,0.143249483005487,0.14324905433676,0.143249666720656,-0.431199075936458,-0.431211401489596,-0.431193793684721,-0.238301405253968,-0.238306958515959,-0.238299025331625,-0.429836171204393,-0.429849514588151,-0.429830452762053,-0.439792767596395,-0.439806207779041,-0.43978700766755,-0.588253073417677,-0.588261997542376,-0.588249248842062,-0.630023317945172,-0.630033319668729,-0.630019031549987,Observed
2020-03-03,8.3,8.3,8.3,0.06,0.06,0.06,0.145272097863527,0.145271670614319,0.145272280970331,0.153213850757346,0.153212964593726,0.153214230541755,0.150647300136007,0.150646514875069,0.150647636676409,2.13,2.13,2.13,5.675,5.675,5.675,0.170756069701707,0.170755313673462,0.170756393713812,0.152783999306527,0.152783130843439,0.152784371504993,0.1435491872907,0.143548752754205,0.143549373520627,-0.482331191286336,-0.482344529280235,-0.482325475137426,-0.248127470335542,-0.248133298451294,-0.248124972621453,-0.440985475830519,-0.440999006942299,-0.440979676933665,-0.44760734285398,-0.447620840681156,-0.447601558218991,-0.584862410192668,-0.584871535388272,-0.584858499446351,-0.62307655303755,-0.623086558944513,-0.623072264850169,Observed
2020-03-04,8,8,8,0,0,0,0.145369754598568,0.145369314881291,0.14536994304883,0.152434198329295,0.152433326833206,0.152434571827619,0.147690686751898,0.14768994439458,0.147691004905034,2.13,2.13,2.13,5.93333333333333,5.93333333333333,5.93333333333334,0.169471522136432,0.169470767296921,0.169471845639079,0.152301939792473,0.152301086064853,0.152302305675739,0.143817463928756,0.143817023312228,0.14381765276441,-0.535811555920112,-0.535825843682849,-0.535805432731838,-0.258268934342903,-0.258275037036301,-0.258266318955338,-0.453083381601273,-0.453097123741645,-0.453077492264182,-0.455174572172662,-0.455188108004581,-0.455168771248285,-0.582781088275281,-0.582790440058964,-0.582777080422587,-0.616935338041787,-0.616945365212014,-0.616931040742412,Observed
2020-03-05,11.55,11.55,11.55,0,0,0,0.145385807718523,0.145385355212792,0.14538600164955,0.151555344091466,0.151554487544715,0.151555711182931,0.144645668753061,0.144644970918207,0.144645967825141,2.13,2.13,2.13,6.27833333333333,6.27833333333333,6.27833333333334,0.168193487639458,0.168192735550629,0.168193809963242,0.151841712935892,0.151840873973253,0.151842072491308,0.144055456629747,0.144055009781335,0.144055648136209,-0.598425371568618,-0.598440687704639,-0.59841880765294,-0.268851611911883,-0.268857989612329,-0.268848878666736,-0.467196754053422,-0.467210761944638,-0.467190750824274,-0.462541354898515,-0.462554912880344,-0.462535544479459,-0.58243979710255,-0.582449414172201,-0.582435675559043,-0.611547498913262,-0.611557562443021,-0.611543186032187,Observed
