Date,avg_C.med,avg_C.10,avg_C.90,ppt.med,ppt.10,ppt.90,Deep.med,Deep.10,Deep.90,Intermediate.med,Intermediate.10,Intermediate.90,Shallow.med,Shallow.10,Shallow.90,ppt_rollsum.med,ppt_rollsum.10,ppt_rollsum.90,avgC_rollmean.med,avgC_rollmean.10,avgC_rollmean.90,VWCShallow_rollmean.med,VWCShallow_rollmean.10,VWCShallow_rollmean.90,VWCInter_rollmean.med,VWCInter_rollmean.10,VWCInter_rollmean.90,VWCDeep_rollmean.med,VWCDeep_rollmean.10,VWCDeep_rollmean.90
01-01,0.3497,-5.402375,3.120055,0,0,0.03969,0.182212080033287,0.119086355420025,0.248886292097988,0.186322362884383,0.119458109172827,0.240761934526059,0.234287224786261,0.118274282284175,0.34844176675855,5.3626,0.33304,11.13497,-1.0583675,-3.05761316666667,1.28255883333333,0.229914548809305,0.118369361487179,0.343971385264632,0.186283074368152,0.119710624732022,0.24062359111925,0.182177534394099,0.11991447075725,0.248832412333003
01-02,-0.42295,-4.98794,3.363205,0,0,0.149090000000001,0.182306922520099,0.119549395731512,0.248854183532816,0.186208846388309,0.119922093350052,0.240408205239779,0.234057988769731,0.118180707166445,0.35556197000218,5.5993,0.36589,11.20021,-1.0733975,-3.18467566666667,1.28092583333333,0.231224869142638,0.118255746782725,0.34670623584416,0.18617057821284,0.119929482220189,0.240277932219051,0.182273694852013,0.120097837315966,0.248800340524617
01-03,-0.3594,-5.279345,2.88503,0.01355,0,0.93083,0.182400393109044,0.120008258700249,0.248820854299347,0.186096104413341,0.119975290172636,0.242593645125013,0.243671680545093,0.118090888471742,0.362504896720656,5.73505,0.36589,11.21196,-0.9111975,-3.13311516666667,1.373777,0.233824516283696,0.11861714824687,0.349394429903684,0.186058356605132,0.120148163268067,0.239933667219706,0.182367691952436,0.12028491267248,0.248767000174049
01-04,-0.0399250000000001,-5.94885,3.57225,0,0,1.89607,0.182491848435647,0.120471354473482,0.248786348147706,0.191067016238813,0.119983578797473,0.242283808820067,0.245320056143443,0.118004183426942,0.368014524736132,5.6307,0.35603,11.21461,-0.897299166666667,-3.08644183333333,1.46057783333333,0.2361618654021,0.119437360362241,0.351926498873362,0.185946564074065,0.120366691440867,0.239590769771131,0.182459549478504,0.120475295303483,0.248732378278153
01-05,-0.605525,-5.801345,3.655265,0.0197,0,1.22005,0.182581300743514,0.120906623367252,0.248753038409469,0.190950002113638,0.119987652240298,0.242015623825114,0.246628289675988,0.117920240838599,0.377026988856406,5.684,0.35882,11.21461,-0.987857500000001,-3.25485766666667,1.60956133333333,0.238476250628268,0.120339412723077,0.352488968556809,0.18583396486023,0.120585046468663,0.239524437481585,0.182549290120553,0.120668596974421,0.248696467467157
01-06,-0.85075,-6.576005,1.91817,0.01295,0,1.02706,0.182668761735968,0.121079488315162,0.24871895436231,0.190832642773195,0.120004317716819,0.241678739738666,0.246606337654424,0.117839314994075,0.383000335363082,5.3142,0.35882,12.77026,-1.11449,-3.19100333333333,1.66143266666667,0.240920660954857,0.121151988963677,0.353698363817832,0.18572035456054,0.120803230390591,0.239802648171088,0.182636936159813,0.120864469059062,0.248659263228118
01-07,-1.52885,-6.978425,4.050165,0,0,0.577120000000001,0.182754242224933,0.121079496010456,0.248681991325525,0.190714334921684,0.119995115491445,0.241340789057334,0.24658438586129,0.117760684708936,0.384171612824048,5.3166,0.35882,12.15407,-1.18979166666667,-3.265079,1.34246383333333,0.244154366346037,0.121882485469055,0.3577935146357,0.185605545677507,0.121021257879316,0.240072776336338,0.182722513534231,0.121062581240855,0.248620765057599
01-08,-0.369775,-5.630235,3.83372,0,0,0.320850000000001,0.182837753590225,0.121078307347324,0.248644203378895,0.1905949129269,0.119983445773297,0.241002494628816,0.246562434299897,0.117684011984548,0.384171612824048,5.07965,0.35882,12.15407,-1.17288833333333,-3.2771075,1.39142383333333,0.248870268659877,0.122533422169077,0.361889181543902,0.185489262788109,0.121239145707898,0.240334983788071,0.182806048794053,0.121260953439418,0.248580974593291
01-09,-0.479975,-4.45288,3.28997,0,0,0.0862200000000003,0.182919317473517,0.121075744898271,0.248605696198533,0.190474507735001,0.119963085845198,0.243874637716095,0.246540482991132,0.117609066628578,0.384171612824048,4.44795,0.35882,12.15407,-1.126645,-3.27177666666667,1.60738616666667,0.250357519768907,0.122676949139724,0.3659856763179,0.185727928318307,0.121456907672158,0.24058946081452,0.182887570255347,0.121378209387644,0.248539891658084
01-10,-0.01085,-2.546385,2.95881,0,0,0.67371,0.182998956664775,0.1210724122015,0.24856629022841,0.190353244675824,0.119943374844062,0.24344452788257,0.246518532323758,0.117535788663942,0.384171612824048,4.44795,0.58933,12.71999,-1.0006775,-3.09179083333333,1.95485366666667,0.251035957177008,0.122492529376102,0.368847071607786,0.186482711429698,0.121674557597271,0.24042349334792,0.182967107373094,0.121625265678647,0.248497517888583
01-11,0.5815,-2.938945,3.321635,0,0,0.48146,0.183076689506627,0.121120981281818,0.24852540113066,0.190231005941067,0.120914133804171,0.243015580466224,0.254777435110779,0.117283171775167,0.384171612824048,4.44795,0.81437,15.48704,-0.913994166666667,-2.9466465,2.22962016666667,0.25088842450911,0.122228708895124,0.371536013170316,0.187272764071486,0.121892123620933,0.240229569369361,0.183044690070145,0.121777155884931,0.248453857193612
01-12,-0.3445,-3.22064,3.574135,0,0,0.85329,0.18315253540672,0.121263192524523,0.248483002523498,0.190108102844374,0.123418733845199,0.242587726879394,0.25404364193133,0.117221251283891,0.384171612824048,4.2778,0.90255,15.9422,-0.757358333333333,-2.7727675,2.13142316666667,0.250649984480096,0.121965125099922,0.375421385858134,0.188068489580666,0.122109618904478,0.240038793318482,0.183120348911547,0.121929133419016,0.248408868397415
01-13,0.998275,-5.875055,3.759595,0,0,0.1173,0.18322651742983,0.121487755090694,0.248439058633873,0.189984521311134,0.123381936669617,0.242158479520457,0.253340484755771,0.117160618002948,0.384171612824048,4.1344,0.83002,15.80176,-0.609483333333334,-2.60390883333333,1.81228566666667,0.250326377242551,0.121701905964746,0.377359564998393,0.188865098882891,0.122326965732707,0.23981592777966,0.1831941163102,0.122081095728111,0.248362550897623
01-14,0.617075,-5.20801,4.0432,0,0,0.49785,0.183298661715066,0.122574870893592,0.248393544807099,0.189860154650373,0.123341305492165,0.241731075894167,0.252666159124678,0.117101047981514,0.384171612824048,4.0334,0.83002,15.88991,-0.500208333333333,-2.48675466666667,1.5196365,0.251420412588628,0.121439191578041,0.379042531135912,0.189662294995837,0.122544139973505,0.240154691008545,0.183266026550584,0.122232976904014,0.248314902571817
01-15,0.921875,-6.34514,4.18699,0,0,0.29475,0.183368985359229,0.122840334772344,0.248346375923607,0.189734983212186,0.123299322829632,0.241304627000661,0.252019280806301,0.117042723319679,0.384171612824048,4.1295,0.80884,15.90237,-0.535450833333334,-2.35625616666667,1.35054083333333,0.254934306029883,0.121177107699615,0.380455791430987,0.18989926980499,0.122713368892654,0.240565972477732,0.183336116242871,0.122368394707762,0.248265923215535
01-16,0.348075,-6.382835,3.52205,0,0,0.383690000000001,0.183437499626563,0.122882655640775,0.248297557531728,0.189609490268458,0.123257310010968,0.240880062454788,0.251398396758992,0.116986784399065,0.384171612824048,4.3077,0.80884,15.90339,-0.6219075,-2.38000033333333,1.29095483333333,0.258845561917244,0.120933083011991,0.381519383227521,0.189847213519578,0.122840794967494,0.240421940145964,0.183404420513642,0.122487851933646,0.248215608894824
01-17,-1.046425,-6.46435,3.365745,0,0,0.28813,0.183504220811912,0.122918753465538,0.24824708281679,0.189483610038503,0.123215983328923,0.240457636677552,0.255526232043231,0.117159766903834,0.384171612824048,4.4949,0.87097,15.90339,-0.560449166666666,-2.43565966666667,1.26845033333333,0.262725068282831,0.120689860443524,0.381759588631813,0.189801415214301,0.122931290007958,0.240114710706621,0.184564647799975,0.122591960008411,0.248163953386978
01-18,0.289725,-7.394825,4.06598,0,0,0.316020000000002,0.183569164104972,0.122949355971857,0.24819495924255,0.189357331320839,0.123175003361378,0.240024758956095,0.258091770926506,0.120749552154723,0.384171612824048,3.9928,0.85171,14.66917,-0.521476666666667,-2.65383833333333,1.24380716666667,0.264990181836127,0.120447509506064,0.382665243672757,0.190803364928179,0.122989455280462,0.239801042973437,0.185723123424309,0.122680704159608,0.248110948456591
01-19,-0.552325,-7.538715,4.743955,0,0,0.210110000000001,0.18363236358068,0.122975014050337,0.248141161728499,0.189234043427157,0.123134292998965,0.239583915865563,0.257711278382934,0.120476238461355,0.384171612824048,3.80935,1.04674,14.00326,-0.575436666666667,-2.745707,1.496011,0.265119315350965,0.120206075652131,0.383650697077735,0.191840791034465,0.123019939061647,0.239461592373065,0.186297813329213,0.122753833552672,0.248056580779284
01-20,-1.0428,-5.36598,4.949355,0,0,0.357090000000001,0.18369383983005,0.122996334330545,0.248085683175472,0.18907279977654,0.123094021388174,0.239144874361131,0.257336398449656,0.120204153404244,0.384171612824048,3.2604,1.09219,13.22348,-0.576369166666667,-2.819818,1.58512566666667,0.265250340505057,0.119965571764014,0.384023346275805,0.192878418641952,0.123027173676909,0.239565462350299,0.186326250865269,0.122812189071567,0.248000838840007
01-21,-1.88475,-4.779655,4.884565,0,0,0.42984,0.183753602901405,0.123013694924474,0.248028657832944,0.188905355787225,0.123054052779468,0.23870722647371,0.263930986597755,0.119933533272086,0.384171612824048,3.75795,0.89956,12.69658,-0.5280025,-2.80522616666667,1.54182333333333,0.264451275441265,0.119726027075603,0.384171612824048,0.193784845736567,0.123016157024092,0.239838575711791,0.186355088370681,0.122857347346251,0.247943707638845
01-22,-1.190925,-4.540765,4.314405,0,0,0.399910000000001,0.183811673726136,0.123027550309693,0.247970229558376,0.188733029263823,0.123014546048887,0.238271462930355,0.264876951755221,0.11966400231065,0.384171612824048,3.7067,0.8272,11.11033,-0.3951725,-2.75989083333333,1.53459466666667,0.263644021106648,0.119487549960922,0.384171612824048,0.193667312717056,0.122992472952145,0.240104862477649,0.186384304473146,0.122891676206553,0.247885166776437
01-23,0.3554,-5.36256,5.149955,0,0,0.09717,0.183868061598583,0.123038271644811,0.247910383980875,0.188552895006312,0.122975598205717,0.237901603515701,0.273033474078757,0.11939562214965,0.384171612824048,3.7067,1.11124,11.08081,-0.305358333333333,-2.587917,1.577965,0.263868162020737,0.119250677887221,0.384171612824048,0.193550665454396,0.122961293604408,0.240364178318655,0.186413868831151,0.122917665719606,0.247825194152883
01-24,-0.135225,-2.98251,5.013465,0,0,0.33906,0.183922792694195,0.123046026624441,0.247849118607785,0.188356557898156,0.122936982001214,0.237625389130863,0.282751392490862,0.119128087823718,0.384171612824048,4.19195,1.11124,11.43658,-0.283800833333333,-2.461949,1.69373766666667,0.264131538291234,0.119151109829754,0.384171612824048,0.19343525528851,0.122926154027709,0.240254675756578,0.186443708548341,0.122937303549264,0.247763772408275
01-25,-0.105225,-3.112945,4.24168,0,0,0.50113,0.183975883962366,0.123051009679157,0.247786427743524,0.188280390017129,0.122898566505916,0.237338039561138,0.280945375323748,0.118861444027482,0.384171612824048,4.3227,1.11124,11.43658,-0.288656666666667,-2.41099516666667,1.729143,0.264431147565353,0.119142536495368,0.384171612824048,0.19332138174335,0.122889072796661,0.239893352605271,0.186473748346921,0.122951944299124,0.247700889243296
01-26,0.683425,-3.100345,3.87612,0,0,1.24808,0.184027326048702,0.123053504368057,0.247722330792609,0.189432509947891,0.122860445510672,0.239557644414241,0.279290521677041,0.118595966474658,0.384171612824048,4.2223,1.05346,11.41939,-0.2018475,-2.24766716666667,1.4981795,0.264764297532895,0.119125590222886,0.384171612824048,0.19320930106991,0.122851275456377,0.2395062469416,0.186503908934836,0.122962511523545,0.247636551841402
01-27,0.13515,-3.761155,4.21827,0,0,0.68518,0.18407715723281,0.123053678920468,0.247656815436036,0.18969330789021,0.122822548068356,0.239202010507531,0.277792123287906,0.118331559150434,0.384171612824048,4.01105,1.05346,11.3355,-0.2219475,-2.34311233333333,1.55543583333333,0.26512837677333,0.12096416213256,0.384171612824048,0.193099234922487,0.122813286584877,0.239125184460647,0.186534084741833,0.122969639834935,0.247570768348005
01-28,-0.1465,-4.72886,5.39722,0,0,0.39763,0.184125402135558,0.123051722027705,0.247589891158047,0.189806635117896,0.122784864969911,0.238848477690705,0.27646437820166,0.118068074869076,0.384171612824048,4.2607,1.05346,11.38124,-0.0844450000000003,-2.31108816666667,1.4270965,0.265520977689254,0.124681976911489,0.384171612824048,0.192991380086667,0.122775361268924,0.238750013358712,0.186564298138552,0.122973791108018,0.247503548349243
01-29,-0.992175,-4.940015,3.79616,0,0,0.41111,0.184172121302227,0.123047848889783,0.247521552368115,0.18990721752231,0.122747467112928,0.23849694117212,0.275313781455331,0.117806084254639,0.384171612824048,4.87395,1.56709,11.4414,-0.090824166666667,-2.49382516666667,1.427481,0.265939992546025,0.130380974445497,0.384171612824048,0.192885907262134,0.122737650818324,0.238380628019093,0.186594577738803,0.122975321991201,0.247434902514849
01-30,-0.377725,-6.309695,3.640615,0.03025,0,0.25791,0.184217411781494,0.123042173617164,0.247451910475713,0.189757721625762,0.122710269723683,0.238147402573958,0.274339399504546,0.118403707337671,0.384171612824048,5.1337,1.56709,11.52879,-0.143776666666666,-2.5752815,1.46948333333333,0.266383327322011,0.13598973354814,0.384171612824048,0.192782966161295,0.1227002007852,0.238016951924595,0.186624908671814,0.122974502881913,0.247364844952516
01-31,0.10355,-7.950385,3.65623,0,0,0.64347,0.184261208156427,0.123034947685705,0.247380897439082,0.189848458481137,0.122673463209551,0.237799858544982,0.273183557788911,0.118150750777341,0.384171612824048,5.11575,1.53901,11.83211,-0.141428333333333,-2.63724383333333,1.57961833333333,0.266848823366836,0.141510198379446,0.384171612824048,0.192682684829476,0.122663008600841,0.23765892323641,0.186655249297791,0.12297155081439,0.24729338984552
02-01,-0.29455,-6.552865,3.88883,0,0,0.569980000000001,0.186657767248262,0.123026253340128,0.247563231424381,0.192546201558508,0.122636944563969,0.239127558643555,0.256910706156163,0.117899315224851,0.384171612824048,5.25745,1.53901,11.85645,0.0702149999999997,-2.475046,1.86654766666667,0.267332724158488,0.146913394464331,0.384171612824048,0.192584197029827,0.122626173124974,0.237304692219777,0.186686055145728,0.122965685691253,0.247217863695247
02-02,0.0994750000000002,-5.288,3.652015,0,0,0.23761,0.186712111858567,0.123016132635189,0.247486585543875,0.192437092978492,0.122600567642001,0.238848350787709,0.256101268738196,0.1176492163122,0.384171612824048,5.0035,1.53901,11.86288,0.275234166666667,-2.17882316666667,2.07117433333333,0.267845056901697,0.152212905432277,0.384171612824048,0.192487793058449,0.12258977619521,0.236954334634208,0.186717395461043,0.122957272414701,0.247138315565404
02-03,0.499275,-3.030895,3.49736,0,0,1.20375,0.18676480620242,0.123004691885565,0.24740791311978,0.192328815605072,0.12256432597313,0.238569346419119,0.255406649875912,0.11739955054421,0.384171612824048,5.22725,1.532,12.01726,0.298926666666667,-1.90201083333333,2.09271766666667,0.268382933007755,0.154432963264085,0.384171612824048,0.192393720477102,0.122553913295766,0.236607932948086,0.186750087579869,0.122946653029625,0.247054796243522
02-04,1.5792,-3.30677,3.86901,0,0,0.87901,0.186815776502922,0.12299196818979,0.247327379080001,0.192221935619875,0.12252804285362,0.238290598548079,0.254798326333555,0.117150312048325,0.384171612824048,5.3593,1.29183,11.99586,0.401675,-1.72600033333333,2.02325583333333,0.269606892971162,0.156318946460604,0.384171612824048,0.192302192249984,0.122518613869015,0.236265566158649,0.18678412702534,0.122934096793781,0.246967360596582
02-05,0.708725,-5.01825,4.81356,0,0,0.0625400000000001,0.18686440388755,0.122978059557092,0.247244794639526,0.192116075743852,0.122491703022091,0.238012144966006,0.254254491229277,0.116902089362125,0.384171612824048,5.3593,0.91203,11.09691,0.5803675,-1.61349966666667,1.99384983333333,0.271752523251792,0.160353174039656,0.384171612824048,0.19221335827455,0.122484238251956,0.235927296589026,0.186819479571606,0.122920040601057,0.246876059064933
02-06,0.34485,-6.024575,4.212545,0,0,0.1818,0.186910225849613,0.122963076431097,0.247159864322498,0.192011142081406,0.126604553402695,0.237734373054586,0.253759079155123,0.116656816919073,0.384171612824048,5.3405,0.91203,11.13432,0.817273333333333,-1.70704116666667,1.9767345,0.272355693806727,0.164557872231914,0.384171612824048,0.192111164093071,0.122513466594043,0.236080185331801,0.186864954799638,0.122934537954025,0.246780937063046
02-07,0.473075,-5.522055,4.51835,0,0,0.89593,0.186952910828459,0.122947055367578,0.247072935811155,0.191907725051626,0.126854447171171,0.237457126591941,0.253300406966854,0.116427582627022,0.384171612824048,5.3194,0.91203,11.62599,0.904719999999999,-1.680533,2.24599333333333,0.272268191319191,0.168761170961647,0.384171612824048,0.191853895806674,0.12261987893353,0.23634458206695,0.18692105479175,0.122977782837305,0.246682040411336
02-08,0.6579,-3.689915,3.943955,0.0417,0,1.57374,0.186991181314325,0.122930507613471,0.246984703792365,0.191723606163149,0.126918589933422,0.23718095125578,0.252870004666139,0.141858280918699,0.384171612824048,5.21975,0.91203,11.51718,0.973608333333333,-1.62202616666667,2.35379116666667,0.271850765881758,0.17290766289701,0.384171612824048,0.191597577586459,0.122772009878038,0.236611469662828,0.186989705572096,0.123049260585554,0.246579415040724
02-09,0.198725,-4.00695,4.657585,0,0,0.706300000000001,0.187025018553305,0.122913389441368,0.246894664502518,0.191498347057826,0.126942385631776,0.236905802504173,0.264010138540785,0.164217467737286,0.384171612824048,5.85635,0.89682,10.77967,1.033905,-1.48781766666667,2.40425283333333,0.27182478211319,0.176998972104514,0.384171612824048,0.191886351194057,0.122951536763288,0.236859201702702,0.187070222566113,0.123147300477088,0.246473107282259
02-10,-0.3402,-3.40306,4.20204,0,0,0.35051,0.187054254391906,0.122895428095317,0.24680279352644,0.191276048416864,0.12694921242748,0.236632038506045,0.263068512917205,0.159270356019229,0.384171612824048,5.78485,0.89682,11.01331,0.9955575,-1.15892433333333,2.33897233333333,0.272850792307476,0.180505879976354,0.384171612824048,0.191811834169784,0.123152065446948,0.236659743571513,0.187160651923179,0.123268754301871,0.246363162832018
02-11,-0.0513499999999998,-3.721925,4.710845,0,0,0.50462,0.187078236108136,0.12287659330953,0.246709092378512,0.1910568926645,0.126981996436522,0.23636587090944,0.26248389812703,0.159273521815141,0.384171612824048,5.62455,0.89682,10.50793,0.8348325,-0.921049333333334,2.3799545,0.272678978459182,0.18236907012592,0.384171612824048,0.191740225473124,0.123366506870603,0.236737473700132,0.187259491515314,0.123409035125197,0.246249627947997
02-12,1.0251,-3.5673,4.99193,0,0,0.38401,0.187100804144421,0.122856917932642,0.24661356472268,0.190840906282635,0.127031625529243,0.23610566907888,0.261916967233874,0.168342903012545,0.384171612824048,5.624,0.98061,10.36939,0.88883,-0.8680825,2.52660916666667,0.272550851613666,0.184235667514651,0.384171612824048,0.192374329309688,0.123587721424574,0.236447112727297,0.187367377420903,0.123562611748982,0.246132548919869
02-13,1.457175,-4.23798,4.12089,0.047,0,1.35131,0.187122079565915,0.122869919454955,0.247309262183653,0.190628016437875,0.127068474493937,0.235846788356358,0.281054903600458,0.175071630599262,0.384171612824048,5.86925,1.82405,10.71364,0.963916666666667,-0.835526833333334,2.71204616666667,0.272886114841556,0.187206557693949,0.384171612824048,0.193525110069999,0.123810765584267,0.236162043721285,0.18823384613382,0.123724844048387,0.246011972438363
02-14,0.55565,-4.3711,4.73427,0,0,0.82185,0.187140736496984,0.122922050790423,0.248488286066408,0.190418187840143,0.127062659985676,0.236588504268569,0.260833146895734,0.17347144032663,0.384171612824048,6.04215,1.81472,11.07029,0.9953975,-0.572051500000001,2.96912883333333,0.27100093055613,0.190976977871467,0.384171612824048,0.193850648448059,0.124033230447571,0.236380771136408,0.189489489799365,0.123892660437125,0.245983790443846
02-15,0.84855,-2.30772,5.6863,0,0,1.27459,0.187156206934654,0.122957865305772,0.248447181022461,0.190211377448658,0.127008955975015,0.236354484254735,0.280693112617776,0.172026761436854,0.384171612824048,6.0576,1.81472,11.61478,1.15099666666667,-0.518608333333333,3.1643445,0.269058363348432,0.191397935200241,0.384171612824048,0.193851608466072,0.12425409416203,0.236992613453036,0.190070097730266,0.124064064617871,0.245838942758848
02-16,2.835725,-2.50672,6.46034,0,0,0.24503,0.187183370185466,0.123640462377735,0.248357432741697,0.18986552133916,0.126764573516072,0.236140723454928,0.280447798968294,0.170651927043306,0.384171612824048,6.10365,1.81472,11.6359,1.29244416666667,-0.622207833333333,3.179855,0.270143307754153,0.189104814644266,0.384171612824048,0.193852657700876,0.124472231581551,0.237585853286161,0.190202786065138,0.124237293380052,0.245702920111325
02-17,2.999525,-3.56171,6.151495,0,0,0.21068,0.187210320852579,0.124152940842915,0.248265564572942,0.189535544808027,0.126550616684582,0.235929056729529,0.284336989183341,0.171817599048709,0.384171612824048,6.13215,1.81472,11.89119,1.45427416666667,-0.659285000000001,3.268199,0.270074511087279,0.18665763022303,0.384171612824048,0.193854088723276,0.124842138806275,0.238158753311299,0.190346583825363,0.124410163888918,0.245569090402229
02-18,2.532775,-2.486785,7.187265,0,0,0.70551,0.187261047678552,0.124507862397902,0.248171555391815,0.189220541754376,0.126367033327677,0.235722060721856,0.293831238325624,0.170653130213464,0.384171612824048,6.1323,1.21127,12.70492,1.59568333333333,-0.544944333333334,3.36485783333333,0.267734680326864,0.184043201844041,0.384171612824048,0.193856310148003,0.125416902068942,0.238712252839655,0.190501178269302,0.124580133764852,0.245431878468654
02-19,1.96285,-2.791825,5.495475,0,0,0.90066,0.187307706153718,0.124760139530504,0.248075863852232,0.188919813767744,0.126209132498557,0.235518933817459,0.294302865269258,0.181195438711228,0.384171612824048,6.7268,1.21127,12.81058,1.71954583333333,-0.429867333333334,3.43548483333333,0.268459015437984,0.181285663793807,0.384171612824048,0.193859813729522,0.12599308435901,0.239246000560092,0.190829426516529,0.124744827340514,0.245291334955263
