Date,avg_C.med,avg_C.10,avg_C.90,ppt.med,ppt.10,ppt.90,Deep.med,Deep.10,Deep.90,Intermediate.med,Intermediate.10,Intermediate.90,Shallow.med,Shallow.10,Shallow.90,ppt_rollsum.med,ppt_rollsum.10,ppt_rollsum.90,avgC_rollmean.med,avgC_rollmean.10,avgC_rollmean.90,VWCShallow_rollmean.med,VWCShallow_rollmean.10,VWCShallow_rollmean.90,VWCInter_rollmean.med,VWCInter_rollmean.10,VWCInter_rollmean.90,VWCDeep_rollmean.med,VWCDeep_rollmean.10,VWCDeep_rollmean.90
02-20,2.6626,-3.155815,5.449755,0,0,0.61958,0.187349322938101,0.124957355914996,0.247978802326025,0.188719327955395,0.126094390631249,0.244185185241881,0.276047068108232,0.187317383173449,0.384171612824048,6.79865,1.13739,12.78969,1.7653775,-0.253527500000001,3.42609766666667,0.269666650647589,0.178532152825842,0.384171612824048,0.193865283780665,0.126573948261473,0.239709928082947,0.191169604585646,0.124904468324124,0.245170936940284
02-21,2.0739,-2.56604,6.020735,0,0,0.912400000000001,0.187650994744959,0.125200471777992,0.247880342907497,0.19110914203066,0.126163813004707,0.24391133402077,0.276249552848923,0.203125453609837,0.384171612824048,6.67345,1.15255,13.22213,2.0362275,0.0559886666666659,3.283356,0.272189001967653,0.175775000073498,0.384171612824048,0.19387349372508,0.126579021015383,0.239903222426306,0.191459407150473,0.125059716314702,0.245481389374202
02-22,2.265375,-3.02912,6.70703,0,0,0.62428,0.187962888989287,0.12541433905412,0.247780410652206,0.191073318985993,0.126230940602996,0.243635822107435,0.276397602470021,0.20612466928599,0.384171612824048,6.37065,1.15724,13.49549,2.09489916666667,0.165769666666666,3.2664755,0.276777578861867,0.178058251533902,0.384171612824048,0.194288347997531,0.126582680976717,0.240082570561811,0.191524268430983,0.125212709544957,0.245417594528859
02-23,1.0601,-1.34764,7.73571,0,0,0.32895,0.190474504299619,0.125602911699189,0.247687708263175,0.19503596681172,0.126407331552293,0.247310146362669,0.252891548776414,0.190347252116671,0.384171612824048,6.1677,1.30045,13.42344,1.98376416666667,0.253965833333333,3.4210305,0.278076596240263,0.183138828384928,0.384171612824048,0.195209333190057,0.126591207254176,0.240247345309469,0.191590194741395,0.125413487866385,0.246032166827478
02-24,2.328525,-2.376355,7.07949,0,0,0.913770000000001,0.190834683823908,0.126033132424622,0.247583384631982,0.194920086301864,0.12723457391255,0.247020631493936,0.297528568173808,0.176826146722257,0.384171612824048,6.65395,0.98576,13.33711,2.10178833333333,0.332720833333332,3.64614216666667,0.279052081040705,0.185512507570507,0.384171612824048,0.196126053445803,0.126605863500323,0.240396894691073,0.19260620721781,0.125803123365158,0.246655781332266
02-25,2.16085,-3.211115,6.759955,0,0,0.6929,0.191186851694051,0.126697119111531,0.247480909573957,0.194806908232983,0.127734634983984,0.246754937679181,0.29739111957077,0.164332194548198,0.384171612824048,6.88535,0.54635,13.04947,2.33280833333333,0.441520499999999,3.8821505,0.279712559867916,0.187635468621127,0.384171612824048,0.19762401014959,0.126696407437807,0.240530791669012,0.193487724274427,0.126240396441208,0.247046554056637
02-26,2.29245,-3.740375,7.42038,0,0,0.96443,0.191499024563396,0.127262103620245,0.247373620793708,0.194696462529127,0.128319105389515,0.246391041309357,0.308066980173791,0.183578937633255,0.384171612824048,6.977,0.56518,11.89843,2.5287125,0.616868833333332,4.0877715,0.282896202346219,0.190570797147586,0.384171612824048,0.199506710978322,0.12714606866496,0.24064710105022,0.194844938445844,0.126721115887267,0.247365719268433
02-27,3.97495,-3.318585,6.54967,0,0,0.478290000000001,0.191832791147178,0.127777635234979,0.247263828142596,0.194591381934396,0.128477392078423,0.245963392174281,0.309227075628024,0.179804724797251,0.384171612824048,6.977,0.56518,11.54367,2.73953333333333,0.7923215,4.29595616666667,0.283222498960764,0.19170909372668,0.384171612824048,0.201377915594666,0.127050991206238,0.240743500970226,0.196598485365487,0.127274178215366,0.247504043432531
02-28,3.12465,-5.47496,7.005205,0.03795,0,1.01881,0.191953973387188,0.127833645664657,0.248797183337953,0.194490227137177,0.128474102138427,0.245595807181511,0.310404402432225,0.18172831205699,0.384171612824048,7.128,0.56518,11.06361,2.81432666666667,0.875930666666666,4.38956816666667,0.282176012831518,0.192573701748286,0.384171612824048,0.203233796595545,0.126959906691251,0.24081885113851,0.19835850348944,0.127220188486962,0.247558885626164
02-29,5.9444,-2.60559,7.29518,0.03,0,0.04178,0.193688303956399,0.156143590951896,0.245952136977567,0.219950306859262,0.156338695961871,0.240908666661577,0.326389579882309,0.178980723687798,0.384171612824048,5.9061,0.87074,8.91324,2.534,1.96742566666667,3.12021566666667,0.286028958765834,0.187501313206511,0.384031001550895,0.219984017335522,0.157480839811376,0.234423585413354,0.198032012185375,0.156089649466443,0.245706476782759
03-01,2.69575,-3.48825,7.026125,0,0,0.95173,0.192074000536384,0.12792139388424,0.248539923690296,0.194263912547459,0.128394420792108,0.244896472135986,0.312606170885055,0.17458110452657,0.384171612824048,7.08535,0.67104,11.43593,2.76387,0.9937225,4.3736945,0.279750864879008,0.1948697236908,0.384171612824048,0.205071527419838,0.126872842100594,0.240721757831381,0.201167077247863,0.127128162421549,0.247541596705378
03-02,1.538075,-2.807815,6.5628,0,0,0.709340000000001,0.192145299610087,0.127954397545272,0.248374445456471,0.194172844080914,0.128279606218645,0.244237049134258,0.313520450115871,0.168472113076061,0.384171612824048,7.11055,1.22184,11.57599,2.665155,1.06565983333333,4.34756416666667,0.275934854388468,0.195872175148699,0.384171612824048,0.206887698198937,0.126860404913743,0.240684115144354,0.203334354000518,0.127042789172642,0.247437979563207
03-03,2.495825,-2.98885,6.9078,0,0,0.4226,0.192213435152892,0.127945008899558,0.248187781070674,0.194087609157384,0.128143751141775,0.243504683569151,0.32229098174526,0.162755087846427,0.384171612824048,7.16025,1.26137,11.58722,2.55001916666667,1.43836183333333,4.45832366666667,0.271884655320994,0.194869893866671,0.384171612824048,0.208682876589682,0.126906582675982,0.240578096421674,0.205250037401219,0.126960578428125,0.24723683552591
03-04,2.023375,-0.98188,6.123865,0,0,0.404150000000001,0.194553082223331,0.127878058353116,0.248594739261278,0.206905462347281,0.127942936526607,0.245686902858303,0.303844008950985,0.157808801599652,0.384171612824048,7.2776,1.17663,12.15138,2.711045,1.608794,4.5353835,0.269416785336363,0.192898368211692,0.384171612824048,0.210878117644526,0.126971058617784,0.239981084030797,0.207173290285006,0.126882173431403,0.247024683488448
03-05,2.583075,-1.43978,5.90256,0,0,0.9278,0.199767773073869,0.127739488998579,0.248432253326138,0.206698552031482,0.127667530035197,0.246724347773819,0.296043300079739,0.153451019482338,0.384171612824048,7.57535,1.17043,12.20808,2.9468225,1.56216333333333,4.74309716666667,0.267837969467688,0.189865513714945,0.384171612824048,0.213052287097817,0.127054576949418,0.239379967383187,0.209090386452739,0.126807788695005,0.246799692336983
03-06,3.31685,-0.766709999999999,7.111265,0,0,1.46954,0.200122898184911,0.127532471432336,0.248244488531907,0.206499287338985,0.127330713381388,0.246303240945899,0.296646748857052,0.149236502298084,0.384171612824048,6.91315,0.77512,11.60839,3.0576575,1.64648216666667,5.087827,0.265936405322569,0.186549538715628,0.384171612824048,0.215201508625363,0.127172825768139,0.240751168259832,0.210998366481676,0.126877383229994,0.246561118773708
03-07,3.35305,-0.7231,5.79274,0,0,0.58913,0.213456184912719,0.127356440000975,0.248996276418563,0.218545141895346,0.127116425779478,0.248050648964291,0.2878199560367,0.151832066196637,0.384171612824048,6.38365,1.17043,11.6364,3.27638333333333,1.55544933333333,5.42368416666667,0.265470204130175,0.184609162393715,0.384171612824048,0.217325317330003,0.127312439466045,0.241987782072561,0.21289648201711,0.12702149543178,0.246309264992581
03-08,3.6558,-1.05994,7.28793,0,0,0.51664,0.21378003569174,0.127215437122508,0.248920249333221,0.218380911960614,0.126958022684346,0.247381324937757,0.286192495901908,0.191287837080802,0.384171612824048,5.7743,1.17043,12.46363,3.332305,1.62717083333333,5.49330433333333,0.265291346193948,0.182692066505452,0.384171612824048,0.218186386395855,0.127467156070109,0.242824750428618,0.214781411119698,0.127177285565707,0.246045183015071
03-09,4.611525,-1.46124,8.266895,0,0,0.272440000000001,0.214093737977254,0.127080935434302,0.249031122293318,0.218220282011805,0.126964246011175,0.24780321473211,0.297778563278443,0.188027971000008,0.384171612824048,5.4322,1.19097,13.40648,3.33823166666667,1.64527633333333,5.2889395,0.264991519061379,0.180754082379936,0.381485320543783,0.21872304830099,0.127638507927847,0.243489511920563,0.216653325270442,0.127353395254898,0.245765485831432
03-10,5.1285,-1.081485,9.12648,0,0,0.73499,0.214396847661062,0.126998069452871,0.248932667318353,0.218996772858705,0.127174378257196,0.247329974597394,0.301332964855263,0.182695990382535,0.384171612824048,5.532,1.01729,13.42883,3.4034325,1.85858833333333,5.26805233333333,0.262568366863254,0.178923128068705,0.382262959211929,0.219598669325075,0.12782756050447,0.243967434578079,0.218298930201993,0.127540258203651,0.245471354650237
03-11,4.66075,-1.527795,9.24277,0,0,1.50484,0.220910343496697,0.127178690063636,0.249249325288931,0.220629795527016,0.127382073016178,0.249161084133965,0.271832000472109,0.177414618849373,0.384171612824048,5.63975,1.11305,13.38209,3.63702833333333,1.9934175,5.1718315,0.260586492205437,0.177364360033001,0.382939037760093,0.220336761520847,0.128035028998853,0.244440452832337,0.219718873178161,0.127739277458104,0.245415938226321
03-12,5.048075,-1.15007,8.627705,0,0,0.533900000000001,0.220988383005631,0.127358060866405,0.24915351962533,0.220343399472148,0.12758009968857,0.2489448014002,0.288111105003979,0.172584112345127,0.384171612824048,5.5317,1.00216,12.49877,3.794535,2.11979633333333,5.06154716666667,0.259222883238447,0.17594339583082,0.383478827919861,0.220881577631753,0.128450502859348,0.244920767355189,0.221864800252585,0.127959973498768,0.2461924166833
03-13,4.6974,-0.5744,8.628195,0,0,0.38575,0.22531740550881,0.127533649471853,0.249175268087368,0.221946399156638,0.127766854749075,0.249002009413299,0.291472530081423,0.167366109489988,0.384171612824048,5.5317,1.00216,12.42318,3.77842833333333,2.35008883333333,5.053364,0.255923527575004,0.174777169781172,0.379856123650772,0.221446870961353,0.132370456354004,0.245431243588036,0.224198526756179,0.129430097040153,0.247334362893338
03-14,4.816075,-0.675959999999999,8.419285,0,0,0.770450000000001,0.22533704122199,0.127706090918227,0.249131215914451,0.22181964706147,0.127944883140239,0.248908922052711,0.275473559807521,0.161574182195839,0.384171612824048,5.5317,0.96783,12.42083,3.82564166666667,2.4081145,5.25631366666667,0.254601112989081,0.173654807011855,0.380020608680922,0.221993319004552,0.136771526531192,0.245731786736775,0.226176885896992,0.133180072631993,0.248149648645555
03-15,3.2189,-1.74018,8.69152,0,0,0.76432,0.225352415232292,0.127871636191101,0.249135566349467,0.224424928574604,0.128110553712063,0.248759735664622,0.248470707303047,0.157008825645635,0.384171612824048,5.24485,0.94282,12.35251,3.92928416666667,2.489626,5.64916716666667,0.25293215919138,0.172554665573856,0.38018640264354,0.222527152472514,0.141208041261264,0.246043844369252,0.227997056664778,0.136924304012487,0.248199001798393
03-16,4.340075,-2.685155,8.02393,0,0,0.440510000000001,0.225363659532318,0.128028040671556,0.249105495146651,0.224266904727191,0.128265448083586,0.248349151205875,0.248382987726724,0.16066026172925,0.384171612824048,5.53705,0.94282,12.47026,3.96261333333333,2.43438133333333,6.1205305,0.250763851306309,0.171605317382642,0.379390069713912,0.223181428611508,0.145612714637684,0.246363712640432,0.229246159991499,0.140689285604025,0.248246364136508
03-17,3.9408,-1.561,9.09191,0,0,0.751530000000001,0.24055996196498,0.128207995752134,0.249192146880547,0.226671235954041,0.128472860709896,0.248881794323195,0.239123977458469,0.155188238464295,0.384171612824048,5.57025,0.94282,11.88656,3.986745,2.3997215,6.36582233333333,0.250760368257128,0.172526545698329,0.375050858257304,0.22420683336452,0.149988749953579,0.24631984739349,0.23048070352689,0.143062816197769,0.248290022715547
03-18,3.87525,-0.409175,9.538865,0,0,0.66835,0.240356929367793,0.128446341998346,0.249080090353055,0.226567310621548,0.12873996451385,0.248605191269354,0.229241532113029,0.153223375325515,0.384171612824048,5.59455,1.33922,11.70836,3.99446666666667,2.3718745,6.465137,0.249312108977319,0.174330177704642,0.370735468139551,0.225547833734862,0.154224364032432,0.246430471806939,0.231697016249243,0.143813528830399,0.248328421337136
03-19,4.853675,-0.77095,9.400735,0,0,0.77754,0.240152632751162,0.128731554781615,0.249175454218193,0.226467116074368,0.12907063632309,0.248636803015294,0.240046216100413,0.151714496583613,0.384171612824048,5.6094,1.33922,11.36351,3.87181916666667,2.3227635,6.547808,0.247670855456274,0.174974836562215,0.36610776466995,0.226881725661472,0.155121793251413,0.246175291818734,0.232894554010037,0.144547703293969,0.248360608939529
03-20,5.33575,-0.404055,9.79482,0,0,0.561090000000001,0.240445094907776,0.129059062313317,0.249219950690481,0.228076932775436,0.129453671297874,0.249132216686361,0.24004812197716,0.147040074377555,0.384171612824048,5.6201,1.33922,11.35958,4.07442333333333,2.264304,6.6214735,0.246416474131739,0.176384147088743,0.361012510726065,0.228205052379585,0.155991250116686,0.245884495251728,0.234455772134981,0.145266982409,0.248384222329281
03-21,6.49695,-1.277615,10.867735,0,0,0.80455,0.240375194119879,0.129436920088482,0.24914088115222,0.230511877130848,0.129899892047308,0.248865026761707,0.231192904919318,0.141965638223287,0.384171612824048,5.52195,1.33922,11.32624,4.2907175,2.297952,6.5334675,0.243517957527163,0.178061300818823,0.355282919008022,0.228888859881721,0.156881596626492,0.245747149827176,0.236070967571515,0.145979695564502,0.248307976710496
03-22,5.9453,-0.490125,10.21994,0,0,0.36853,0.240159237458594,0.129864142174876,0.249014624648878,0.23021130112445,0.130405647796461,0.248568051398413,0.221851117574689,0.148755816288725,0.384171612824048,5.5153,1.87769,11.35958,4.41964083333333,2.49756883333333,6.512111,0.238741382212387,0.175220229230727,0.349246308375876,0.22936266529706,0.157759248031428,0.24564266854997,0.23737561007875,0.146714372920534,0.248167515536088
03-23,4.2212,0.26796,10.42466,0,0,0.63347,0.240013252777702,0.130331435558633,0.249088966002091,0.233709963553268,0.130954366205839,0.248307453841186,0.225966665334833,0.144181850278293,0.384171612824048,5.21855,1.87769,10.86107,4.63251,2.5107515,6.420814,0.239212897162507,0.172965973812585,0.342916219860343,0.230462906952013,0.158569478875115,0.245531406467424,0.238470626481958,0.147418912440656,0.248008585571254
03-24,5.86065,0.410365,10.20175,0,0,0.10946,0.24562328682152,0.130833240254948,0.249085080842153,0.241495018612432,0.131538250172495,0.248877937947092,0.222710414131303,0.139052870481591,0.384171612824048,5.1836,1.63536,9.85964000000001,4.76971333333333,2.61681333333333,6.405225,0.238311486383411,0.175107254256926,0.336306967289231,0.230533574581041,0.159328378271161,0.245592097939935,0.238641111449199,0.148090426635631,0.247828445129739
03-25,6.316025,0.556105,8.76627,0,0,0.41681,0.24512938133062,0.152271527840374,0.249180796655197,0.243714591063488,0.159593621843517,0.249064706897002,0.228057039488363,0.158968156316284,0.384171612824048,5.1926,1.09889,9.46517,4.975985,2.6202135,6.40309266666667,0.237117337208939,0.17703783330581,0.329413186290378,0.230182137435355,0.159694972085501,0.246244759288745,0.238610418937879,0.148698634639533,0.248130421642502
03-26,5.73855,-0.25992,9.758,0,0,1.41406,0.24633831638609,0.152586683344434,0.249178645966545,0.244741477762648,0.158598779176243,0.249017627534568,0.22864598717017,0.152027403116343,0.384171612824048,5.1734,1.09889,9.39708,5.14966416666667,2.66431933333333,6.3605115,0.234432190010095,0.178752138262447,0.322310025628043,0.230355592695651,0.160039235598576,0.246202947033819,0.238578912890539,0.149348748929219,0.248109498725037
03-27,4.112525,0.1789,8.673165,0,0,0.779890000000001,0.245922169552727,0.152742402188032,0.249177730978446,0.244173631323443,0.157502160147159,0.248838940756553,0.229908175857337,0.146088787539567,0.384171612824048,4.64365,1.09889,8.17326,5.2486875,2.7884375,6.4611595,0.230548680536082,0.174587164429523,0.31501830882123,0.230570994168026,0.161963468175533,0.246138184446576,0.238384048129757,0.150124370257452,0.24804120670557
03-28,3.624025,-1.0374,7.272095,0,0,0.61459,0.246468977561378,0.152788995019246,0.249169042204281,0.24485170234509,0.163718852906609,0.249012212471994,0.225924900539252,0.140776466885741,0.384171612824048,4.64365,1.08617,7.90719,5.3145625,2.97052,6.59478566666667,0.225406782943441,0.16677763221733,0.307483151719003,0.230759747126453,0.164014909863464,0.245734490718335,0.238167526386653,0.15080648878251,0.247860311765404
03-29,3.931575,-0.24079,8.10678,0,0,0.49349,0.246166713590794,0.152996541837422,0.248983000055892,0.244129552306392,0.163657826002315,0.248770833328505,0.228378007393611,0.139916955514285,0.384171612824048,4.28575,1.08617,7.47089,5.31467083333333,2.901283,6.9321415,0.220176185561973,0.159068731686624,0.299753485781253,0.2314185896138,0.166006075925313,0.246039816782077,0.238224293870829,0.151399744516951,0.247656195539141
03-30,4.891875,0.55377,9.23339,0,0,0.16169,0.245818978454722,0.153245456508531,0.249139100027531,0.243299968438264,0.163596015562357,0.248967226278076,0.218859419138238,0.13592697463986,0.384171612824048,3.99345,1.09005,7.35011,5.51954833333333,2.760883,7.42696333333333,0.215857800890669,0.157661018531507,0.291854929573574,0.233845068869157,0.167941636042203,0.245771171644185,0.239321033996331,0.153790429456335,0.247429437044657
03-31,4.26545,0.246955000000001,9.10225,0,0,0.31578,0.245876978371222,0.153342763332412,0.24914788827576,0.243102492318078,0.183647254405,0.249019466074888,0.208700174058148,0.131167098837417,0.31699258937968,3.64105,1.14372,7.38440000000001,5.6802425,3.228093,7.85432516666667,0.21143073249709,0.156752007756154,0.283819058987876,0.235765631773275,0.170263786157039,0.245423727894717,0.239635789262652,0.157362226390886,0.247746676258332
04-01,5.16905,0.41732,9.48266,0,0,0.58991,0.245486214213844,0.153282255994626,0.249114884023776,0.242079456015757,0.183512380844457,0.248965055469487,0.203465822844191,0.135812198938404,0.317346095301648,3.73955,1.14969,7.26381,5.79736416666667,3.38294083333333,8.1105165,0.208375614377739,0.156891791515634,0.277356340337357,0.235625307708568,0.172570328319523,0.244909378634169,0.2404934928196,0.160904643721014,0.247481053972719
04-02,5.794825,1.097285,8.220555,0,0,1.00994,0.245827525746628,0.153078428765063,0.249137837873122,0.243275811250241,0.183370554551795,0.24900528427356,0.211966067445632,0.133381324381086,0.317640909041514,3.45505,1.13152,7.14471,5.97018416666667,3.52497433333333,8.10451666666667,0.206729296075737,0.157313804684657,0.274247252717348,0.235134510179293,0.174815597660577,0.244979699624376,0.241779176130083,0.164414586708665,0.247185343900051
04-03,5.962275,0.306575,9.439025,0,0,0.41594,0.246068924518968,0.152869442195645,0.249047601313391,0.242055645121019,0.183260645818606,0.24868322365318,0.206473767110239,0.134660715844043,0.324553245372781,3.5187,1.13439,7.12124,6.11483166666667,3.709765,7.9243435,0.204975694143661,0.157026049946446,0.27076933812411,0.234809513071516,0.176998714622826,0.245176511861862,0.241728241434288,0.167888187693232,0.247127189048301
04-04,6.214575,-0.921155,10.14512,0,0,0.2885,0.246135161913037,0.15264759982365,0.249122910275064,0.242314562496964,0.183165887742867,0.248983877693864,0.20107097891907,0.132235200527627,0.311783485853544,3.6275,1.14969,6.71208,6.23621,3.839247,7.65541833333333,0.200650013467705,0.155141960648589,0.2669753598345,0.235690670667167,0.179111680362416,0.244885812631022,0.241515707871302,0.171323194723852,0.247224371802826
04-05,5.0942,0.180745,10.576145,0,0,0.67809,0.246288881723341,0.15337362487752,0.249008942027281,0.242250166953987,0.183080941445022,0.248910439552957,0.206390417591941,0.129689512172786,0.313386694518309,3.5187,1.14969,6.21663,6.37087833333333,3.91080333333333,7.67544383333333,0.195107795054615,0.153888972347091,0.262991316939465,0.235502546162615,0.181145298211571,0.244686123940472,0.241415460436934,0.174715835727757,0.24727996772266
04-06,6.0143,1.62016,11.10171,0,0,0.52855,0.245880468583653,0.154904972586473,0.249086403259432,0.24100417852472,0.183234842224284,0.248928359951742,0.198474293419106,0.132906871135199,0.315852807825934,3.6275,1.02563,6.68313,6.33147,4.13131183333333,7.78151066666667,0.189972642613051,0.153564649360085,0.261164878967885,0.235059631779585,0.183210404103855,0.244393071146374,0.241617353203111,0.178178154820518,0.247086583467201
04-07,6.79805,1.300075,11.08967,0,0,0.30988,0.245412552612778,0.156303879861323,0.248967785426299,0.239595872471512,0.183525210201431,0.248890035406797,0.189300471605197,0.130109087222134,0.316247374917199,3.62825,1.02235,6.471,6.26253416666667,4.22275316666667,7.87387283333333,0.187734354412834,0.153344553521401,0.25915098804653,0.235146813072838,0.186529667817355,0.244006151918114,0.24144089177007,0.181677899113673,0.246826876503428
04-08,6.716275,1.994555,11.700915,0,0,0.0680600000000001,0.244888785068753,0.157581080630429,0.249056998422284,0.238103258312703,0.183843319374254,0.24888233424806,0.180720994918514,0.128859159915341,0.308034757975256,3.6944,1.02235,6.61302,6.46196833333333,4.2082245,7.77200316666667,0.183975583390332,0.153023431917216,0.25661700148717,0.234971721348199,0.189801107083324,0.243920597771782,0.241296183200203,0.183722539397791,0.246532049844309
04-09,7.128275,1.76408,11.16963,0,0,0.14138,0.24471675255557,0.158747057344133,0.248770472370885,0.238048009572728,0.184175907611123,0.248365156712186,0.176297786780309,0.126711178825169,0.24390755191444,3.6944,1.02235,6.57002,6.46076,4.15353033333333,7.79847633333333,0.181671648592042,0.151720936957513,0.253633200303348,0.234802964320848,0.193006385756651,0.243442623940451,0.241277824855573,0.183734557308875,0.246185313996674
04-10,7.629275,1.70538,10.024715,0,0,0.0803400000000002,0.245072162896871,0.184596421910609,0.2487336833869,0.23959235805324,0.197724206429549,0.248356548286103,0.169606742101736,0.126494195178358,0.239562964469999,3.65235,0.71093,6.85071,6.52359166666667,4.20684133333333,7.91257933333333,0.17936593470811,0.148257591591127,0.250194863712771,0.234883300544759,0.196146301876576,0.242850829121535,0.241275630606345,0.183695660047803,0.245823233045801
04-11,7.621075,1.353525,10.57805,0,0,0.24358,0.244535486212814,0.184694373258834,0.248697790298038,0.237844481761503,0.196281865422874,0.248245447083992,0.164584492842853,0.126239517641776,0.243931858555297,3.46065,0.62691,7.9605,6.68986583333333,4.4662605,8.1508535,0.176199242584095,0.145084818814968,0.246301577158576,0.234709763612431,0.196878437180818,0.242231309316394,0.241383707029779,0.183601255072984,0.24578372665312
04-12,7.56105,1.52303,11.5576,0,0,0.27015,0.243885454565334,0.184779784872744,0.248371050860282,0.235930847047006,0.195338087433382,0.247657935171597,0.162280425002455,0.126796255356208,0.236655179630431,3.22365,0.57345,6.68397,6.93064083333333,4.72075233333333,8.58592016666667,0.175830075691657,0.142234712354232,0.241947929525979,0.234358712102935,0.195709211939821,0.241665270738279,0.24132753171291,0.183438901485973,0.245577656316784
04-13,8.588275,2.12343,11.95544,0,0,0.0749500000000001,0.243851564284384,0.184851185590896,0.248115591567774,0.235708179952766,0.193946977805179,0.24711538643677,0.158760170794815,0.127456066926359,0.228249959715059,2.68975,0.32019,6.66399,7.10085666666667,4.99769433333333,8.97983066666667,0.174412842438054,0.14050970400524,0.234359699908238,0.233794432728112,0.194393218018072,0.241616872046243,0.241375869824094,0.18320557736462,0.245143730460485
04-14,7.636925,2.904415,12.28594,0,0,0.12983,0.243146051059408,0.184912068276279,0.247729102056392,0.233814046838688,0.192329982152144,0.246338525392914,0.159602922484655,0.125661900476153,0.216939681253746,2.47205,0.32019,6.6666,7.179735,5.2277935,9.32591316666666,0.173757201958932,0.13965702220906,0.226578883523104,0.233390817552537,0.193039393404604,0.241566905838509,0.241270589519302,0.182902706784394,0.244654881801607
04-15,7.7479,2.823645,12.266205,0,0,0.19011,0.24230414296866,0.184861300723884,0.247277272875479,0.231921515878427,0.190929614391147,0.2453843798841,0.161994249575919,0.12516052160575,0.219338248604435,2.06035,0.32019,6.6666,7.25727666666667,5.37445333333333,9.36188916666667,0.173362005762947,0.138975055247507,0.227707830794088,0.232590801549054,0.191654348488524,0.241167680200653,0.240728750001641,0.182532357856137,0.244523603428555
04-16,8.2843,2.141895,12.05965,0,0,0.0927100000000002,0.241754487281962,0.184672659081602,0.247508149674861,0.231297977905319,0.189388258297876,0.245434845952718,0.15638830579657,0.125071475757151,0.210074952845824,1.3898,0.32019,6.45603,7.3381975,5.39038533333333,9.5177225,0.17342130214051,0.138004410776888,0.222899697278263,0.231244048697514,0.190241244927527,0.241014440185897,0.240166208155197,0.182095490952734,0.244457216252009
04-17,8.03735,1.76939,13.18838,0,0,0.185550000000001,0.240800192688201,0.184363957861829,0.24693310774063,0.229604735727259,0.187732342779858,0.24454056482282,0.153135081099608,0.124471592618252,0.227404871231618,1.3898,0.12828,6.45603,7.287545,5.54142166666667,9.9103515,0.17175035744138,0.1360544308875,0.217878127325797,0.230018010160231,0.188804282604721,0.240782889978611,0.239321429887587,0.181593956344412,0.244142761223227
04-18,6.996775,3.491745,12.08348,0,0,0.269060000000001,0.239825619492773,0.183968594859071,0.246291186312307,0.228205015416291,0.186241286923582,0.244402189648548,0.152377651479403,0.124745206919786,0.23598883868433,1.43585,0.138,6.45603,7.51136416666667,5.77247633333333,10.1822756666667,0.170049091750503,0.134373470601962,0.212131366429169,0.228727452222574,0.187348020175214,0.240489133899074,0.238375266899976,0.181029150368274,0.243632384855456
04-19,6.47035,3.38093,11.84714,0,0,0.0829800000000001,0.239374188990493,0.183526998559109,0.246175514648442,0.227580236724079,0.188094866803775,0.244446025550366,0.144743755318249,0.125186054814635,0.224813279207006,1.5601,0.21516,6.45603,7.84577916666667,5.91579733333333,10.3235571666667,0.168263137172182,0.132947094715467,0.206633128401482,0.227365944028672,0.18588063048406,0.240102411341602,0.237392388148065,0.180404600438412,0.243460921396801
04-20,6.7563,3.049445,11.625095,0,0,0.46215,0.238332736814014,0.182958975931918,0.245707309230163,0.226237870660097,0.186480700863176,0.243877723271245,0.137147039413655,0.125234888693365,0.2368778037696,1.2922,0.12837,6.37143,8.00700916666667,5.94089133333333,10.443941,0.163137106806552,0.131762032333807,0.200917720523435,0.226001068346329,0.184360894330383,0.239429699623512,0.236374660077924,0.179722431111693,0.243338348134504
04-21,6.97395,2.110355,12.957655,0,0,0.873240000000001,0.237749071437558,0.182274848868091,0.247974855812153,0.224954780583474,0.184744974368382,0.247024206759678,0.131455612152398,0.124403224645093,0.237595475612495,1.2426,0.20523,6.3141,8.15759166666667,5.91785083333333,10.5822211666667,0.157916907294756,0.130992262424528,0.195097424711561,0.225748380401669,0.182831870389298,0.238671476562481,0.235321072760067,0.178984335264118,0.243193189894886
04-22,8.0717,2.79542,12.599285,0,0,0.22948,0.236678334748861,0.181523578753644,0.247337325819806,0.223734907317973,0.18306856863511,0.245826246224661,0.130324437806532,0.121410893726459,0.228128745710833,1.2426,0.13985,6.57297,8.33290083333333,6.13411183333333,10.6545698333333,0.153749965254413,0.130265987231749,0.195622375300657,0.225568982748231,0.181297507135871,0.238398823617772,0.234231366463222,0.178186153143789,0.243023671368221
04-23,8.663,4.54142,11.752765,0,0,0.27823,0.235582880040423,0.180755732375039,0.247883818656771,0.222777359710958,0.181647722539015,0.246902677742389,0.134373968647666,0.121865103129383,0.218504892389427,1.2426,0.13985,6.72185,8.42127166666667,6.317265,10.6861473333333,0.150333956686735,0.129651570234121,0.197258014486075,0.22457741203485,0.179758170382968,0.238328014667756,0.234771430397663,0.177326859479093,0.242951886330217
04-24,8.2071,4.54605,12.44489,0,0,0.42043,0.238573470431653,0.179899998417534,0.248398465449486,0.226846911961821,0.180107908906973,0.247841555242732,0.141869984296771,0.123038813933574,0.236909629229532,1.2426,0.14318,6.27482,8.73796166666667,6.42445783333333,10.7848715,0.148914776038647,0.12888357038564,0.198627160993583,0.223857631665349,0.178212339225557,0.237786340320069,0.23363743280043,0.176404020078809,0.242805436737743
