tempAnom,pptAnom_CF,pptAnom_cm,MN
0.801963029267512,0.813865513294638,-2.23152913421325,6
0.742067290544032,0.818929032436896,-1.21617654176454,7
0.733262701142567,0.826756732791598,-0.771791856419658,8
0.721395728917191,0.800658473159744,-0.796981977588456,9
0.779263997933429,0.765682536588355,-0.768429707312084,10
0.847231528728782,0.693362818078316,-0.885988884859783,11
0.831524599116025,0.681465035931559,-0.902529427253895,12
-0.84462408208605,2.12082690159981,3.28111068959174,1
-0.834865364677012,1.97155446263931,2.85899892184464,2
-0.849468684001364,1.75645102379322,2.05081871038974,3
-0.925275599272526,1.7637114513409,1.44528398227503,4
-0.93641232532987,1.73920755247349,1.30226552544711,5
-0.347854409185599,1.38177957494298,4.57707896807637,6
-0.324562923979129,1.36435443341378,2.44183733306121,7
-0.322766156484815,1.34762581813754,1.5463208930076,8
-0.356536232446817,1.44061013733426,1.72024922049257,9
-0.393729980520067,1.73105205338774,2.28846859999703,10
-0.492264241210988,1.97420687751452,2.79937900041998,11
-0.689817869288295,2.20443151087416,3.42126383190591,12
1.54947403611274,0.769190097946787,-0.674465398930463,1
1.51654272113593,0.797489193010957,-0.593722792202409,2
1.49806273585094,0.794301896104,-0.549091587812582,3
1.5194527105086,0.774040261470714,-0.437695547607897,4
1.52228132327332,0.779377823302989,-0.396748836099268,5
1.33905576551856,0.863819661375656,-1.63263884369954,6
1.24030233319306,0.86778304386306,-0.887847314410193,7
1.22654573002601,0.874030741403691,-0.561128005216393,8
1.2249099454004,0.855576748050434,-0.577574134962555,9
1.3271827582726,0.837979910708347,-0.534524876242754,10
1.47292515992082,0.781563109305511,-0.631306212104098,11
1.54216088084564,0.780195075500013,-0.622293691072426,12
0.81477575693642,0.750491797723264,-0.729257517260633,1
0.794945113604373,0.78021148229667,-0.644428091933061,2
0.777654795438106,0.778786963165671,-0.590647293275178,3
0.76921709209495,0.758336191137866,-0.46853816796159,4
0.767760036564505,0.764073038033799,-0.424657651434098,5
0.821378568807584,0.854208877964488,-1.74786060385935,6
0.760078150713773,0.858399428198827,-0.950899243128028,7
0.751094549360405,0.864961871533485,-0.601536341129946,8
0.739597427654274,0.844987799749793,-0.61981777066565,9
0.799070890929909,0.823873514955377,-0.580070171411007,10
0.869849930759639,0.764215726093568,-0.681381444056092,11
0.857213620574103,0.760671052564077,-0.677711750675767,12
0.676818318619037,1.06874635658675,0.202961765432388,1
0.659447644435652,1.06872337269891,0.202819016246804,2
0.642380715152688,1.03128600982988,0.0872965891105927,3
0.628342141132984,1.01513931661486,0.0312602172281883,4
0.626080347336183,1.01390735671377,0.0270463258812006,5
0.724172107382854,1.00414361172189,0.0496769322114518,6
0.669904401964594,1.00400228394837,0.026859788290217,7
0.661817047576767,1.00511938507079,0.0227294816028475,8
0.648468220428316,1.01137815109353,0.0408845612874505,9
0.699905066769702,1.05445866783896,0.159556272262706,10
0.756607915519016,1.05512227496864,0.157467233651341,11
0.72859814387051,1.09396056098948,0.268374932763503,12
-0.158687472361569,0.608275179124272,-1.14611069071248,1
-0.161159939573238,0.647078388162606,-1.03496609846659,2
-0.176873968223103,0.657266657566514,-0.915640314034804,3
-0.224832858116048,0.635727138694333,-0.710761531606253,4
-0.231968354193534,0.644419213271345,-0.644066646457317,5
0.135464731893238,0.776730041962399,-2.6767388729212,6
0.123788946406158,0.782478271264804,-1.46124937213385,7
0.121129494558354,0.791387196332592,-0.929446359420427,8
0.0965662621620475,0.760029549421921,-0.959824987331611,9
0.0993312857271231,0.71359167607123,-0.937747927155239,10
0.0707850945835723,0.630968430830119,-1.06628878038728,11
-0.050330320634352,0.612483617464522,-1.09831871362537,12
0.334820469190882,1.58903807026277,1.72573832137863,1
0.323548082774818,1.52235777262319,1.53672664972122,2
0.307034936735495,1.40566746886819,1.09825915405792,3
0.279111749101137,1.3998841954162,0.764816044247761,4
0.274855001209773,1.38704812751239,0.688803079878889,5
0.483196331351855,1.20685720113965,2.47996961302299,6
0.446362789977369,1.19845838283521,1.33084368353555,7
0.440497240651379,1.19063652775185,0.8482977632007,8
0.422558017459258,1.24010472925497,0.939707345090973,9
0.454072011204124,1.40100973188694,1.256046985911,10
0.4758798435168,1.51593074593879,1.48330126165346,11
0.409759109366174,1.64193609946219,1.82409929701321,12
-0.341532257221073,1.51412485366799,1.50655708296581,1
-0.340744352717856,1.45806257174433,1.34756606360576,2
-0.35616230822512,1.35398612839242,0.958330374390757,3
-0.411544429560818,1.34653261397862,0.66403125920562,4
-0.419746502380918,1.33536168667728,0.597925973976651,5
0.00663010910712735,1.17998245044657,2.15777360191389,6
0.00427527689246748,1.17282193448392,1.15904195496079,7
0.00280368476135588,1.16627661971093,0.739938708660189,8
-0.0242137442868566,1.20954872065717,0.820187545118817,9
-0.0321002195627508,1.35281899200714,1.10443521396373,10
-0.0793025858363345,1.45045721679046,1.29509468194876,11
-0.220793540699144,1.56286499584585,1.59959894475904,12
1.0361367410389,2.54861024942483,4.5317367264584,1
1.01235892966539,2.32572173484515,3.90223594496883,2
0.994710170637588,2.02233887998162,2.77580444431104,3
0.995259400220362,2.04121528769466,1.95726736064178,4
0.995093595504357,2.00755771557918,1.76386172630495,5
0.977352166350008,1.50705051663275,6.07892723380669,6
0.904767338964775,1.48221277807304,3.23038306248745,7
0.894345655600674,1.45853132818119,2.03913831691378,8
0.885819706337135,1.58584153953707,2.28196022086538,9
0.958188403498797,1.98452973868224,3.07557334543178,10
1.05155353616976,2.33612084093371,3.83744123673943,11
1.06358486696111,2.65808153013952,4.70949695179634,12
0.175036239100847,0.758195338981816,-0.706683248127052,1
0.166613023278687,0.787335551890093,-0.623521491746732,2
0.150358609361129,0.785190913500929,-0.573496420203884,3
0.11594841515575,0.764816904629281,-0.45580534423048,4
0.110759608175133,0.770389486455964,-0.41313530926981,5
0.37061045132997,0.858182978075259,-1.70021591245133,6
0.341922295909392,0.862280475291929,-0.924820404234801,7
0.337094792324943,0.868713378586442,-0.584820415460181,8
0.317010898051196,0.849365055842976,-0.6023516479965,9
0.339216769921449,0.829695235880483,-0.561268308225411,10
0.344721361308398,0.771367150961247,-0.66073710500718,11
0.260794869573118,0.76871375009066,-0.654882973768211,12
1.37063586136814,0.654172986416487,-1.01155582639317,1
1.34089347478722,0.690402027821368,-0.907913900527894,2
1.32270307490361,0.697211251723287,-0.808910675849111,3
1.3368324806424,0.675949617807122,-0.631011115244105,4
1.33861788816601,0.683706682790193,-0.571778674731002,5
1.21304424815053,0.802654754826649,-2.36593267533427,6
1.12340752249731,0.807937215858227,-1.29006959431417,7
1.11081274991651,0.816099972322348,-0.819289174229651,8
1.10677654654213,0.788375094360992,-0.846166099600219,9
1.19863126292621,0.749807417363326,-0.819957100017247,10
1.32612629530692,0.674240319980989,-0.941234391416758,11
1.3754329582478,0.660243747389142,-0.962762320538888,12
0.504376094404464,2.61356906765953,4.72160850388198,1
0.49008030010192,2.37905496494419,4.05937777038654,2
0.473292599517108,2.06168124538495,2.88327630652314,3
0.452253122836541,2.08238802351372,2.03276900270019,4
0.44898543288616,2.04735952889496,1.83194279782576,5
0.602667253273097,1.52512840172516,6.29565938260256,6
0.55719020554481,1.49916043251679,3.34372563729361,7
0.55022313015077,1.47443970271319,2.10980881601317,8
0.534559732588734,1.60690749377742,2.3632049282069,9
0.57595107419906,2.02226813127221,3.19239641251341,10
0.615059150763697,2.39064097613266,3.99373663869469,11
0.567833061960528,2.72703969143855,4.90532660651332,12
