tempAnom,pptAnom_CF,pptAnom_cm,MN
-1.24314049998547,1.48774898796054,1.42938137229408,1
-1.22627569170359,1.43535433312359,1.28076401962609,2
-1.24023370955918,1.33563390106657,0.908668342090665,3
-1.33221980984827,1.32760434170534,0.628207233929914,4
-1.34568117613644,1.31702062206686,0.565621517968689,5
-0.628653844693679,1.17036225458267,2.04243899774069,6
-0.585047025296039,1.16363484177773,1.09746706990777,7
-0.580661277210197,1.15754009746012,0.701073235665591,8
-0.619780358118059,1.19862750510658,0.777430079565055,9
-0.680189409633651,1.33573349729714,1.05062283993017,10
-0.819385437572883,1.42734279381963,1.22863898794856,11
-1.0613482462472,1.53503700871152,1.52059019197871,12
0.674166373358098,0.658995684920223,-0.99741886584133,1
0.656842986973077,0.694933277206715,-0.894623374297326,2
0.639780351877492,0.70136599220947,-0.797803863051308,3
0.625634112750137,0.680137909934494,-0.622723499005431,4
0.623356849531332,0.687795544240156,-0.564269541335713,5
0.722303515026744,0.805324312008861,-2.33392788818817,6
0.668170998905116,0.810555587238458,-1.27246673838715,7
0.660100873004002,0.818639227112782,-0.807971401213648,8
0.646716450663786,0.791298668924443,-0.834456009333522,9
0.697998809733934,0.753575975583527,-0.807719425884709,10
0.754431072941194,0.678771436303435,-0.928142886645871,11
0.726125778421517,0.665265940936865,-0.948507764338841,12
0.862583293964728,0.560027319969538,-1.28758180637252,1
0.841900177090134,0.601118810357147,-1.16970758893861,2
0.824532446118581,0.614436219707828,-1.02997082321266,3
0.818035659013982,0.592692323727881,-0.796420302130901,4
0.816857476119446,0.602341495746526,-0.721774031011884,5
0.855064331319808,0.748379779236893,-3.01662450268474,6
0.79132680888609,0.754570933227387,-1.64894180516322,7
0.782032623627177,0.764248468908884,-1.05043685119355,8
0.771177188788958,0.729129011114576,-1.08399144007515,9
0.833435647686086,0.674784006115733,-1.06436501338284,10
0.909092626933234,0.585171389800275,-1.1987060728518,11
0.901783810046414,0.56235449666338,-1.24059531850883,12
1.21309791499841,0.9378644753513,-0.180324454695872,1
1.18616464471118,0.951384893324434,-0.141888603622365,2
1.16822933963323,0.930192075030816,-0.184543503046218,3
1.17596293464207,0.912023285045475,-0.168310819304855,4
1.17682938617902,0.913690769652255,-0.153197585914024,5
1.10204112651028,0.9456611697182,-0.651457368482447,6
1.02043527708837,0.947404277709402,-0.353060747492496,7
1.00886395716161,0.950776423135791,-0.219256599956553,8
1.00271323298848,0.946179179827135,-0.217246774560224,9
1.08539068323148,0.961863085944414,-0.136287120850902,10
1.19681166942401,0.936525923810876,-0.184300814708544,11
1.22856289224503,0.95666587927584,-0.121368849719455,12
-0.939605135900768,0.549554137103135,-1.31829489583217,1
-0.928152776851661,0.591081313616334,-1.199128965059,2
-0.942602297208697,0.605016875190747,-1.0550990576011,3
-1.02226530466037,0.583241598368511,-0.815279329662944,4
-1.03395607759997,0.593094408982827,-0.738892288699312,5
-0.414779195962806,0.742063190928598,-3.09235281659522,6
-0.386645822785331,0.748343354145724,-1.69083305568415,7
-0.384232006422151,0.758185178957552,-1.07747119275955,8
-0.419276946113222,0.722258269442691,-1.11163827054822,9
-0.462003751010591,0.666251465362272,-1.09226207167258,10
-0.570229199641949,0.575185351423059,-1.22758912365573,11
-0.778367161469885,0.55148419126671,-1.27144693512326,12
1.68168005423924,0.729706209505153,-0.790169815661947,1
1.64639132577444,0.760947919017318,-0.700955671622816,2
1.62769726464754,0.761422693874179,-0.637139830012025,3
1.65445461071495,0.740773132107144,-0.503078886838398,4
1.65805441235594,0.746951436379048,-0.455919695159394,5
1.43220970747249,0.843381613489474,-1.8776665121974,6
1.32671675496743,0.847819327622533,-1.02199745332717,7
1.31210126920573,0.854730299525017,-0.647127975934027,8
1.31223999276365,0.833071643738832,-0.667390558057487,9
1.42221437749049,0.808093718886554,-0.631070673642837,10
1.5814461364059,0.744888099046193,-0.737181967289085,11
1.66541440201719,0.738977774121906,-0.739286579904453,12
0.718876635109503,0.337737208381298,-1.93983108411511,1
0.700756003821426,0.38215017324344,-1.81095877520075,2
0.683620971212762,0.402885770643318,-1.59291943960999,3
0.671289903467526,0.381791838856024,-1.22189396919722,4
0.669273445747642,0.395240204394904,-1.10916558208391,5
0.753806900326121,0.597752168522562,-4.8224688020167,6
0.697395170931318,0.605031787655511,-2.65563069240432,7
0.689034582718697,0.61786072976556,-1.70343654623274,8
0.676250274703757,0.566766711271287,-1.74143201724615,9
0.730137199726336,0.482844004875303,-1.69794299471468,10
0.791131378516722,0.368971354136076,-1.82494993989062,11
0.76780842851154,0.332755362914122,-1.8921890730628,12
0.221489293284732,1.38810678541769,1.13780300937659,1
0.212237756195178,1.34921346721654,1.02739411530491,2
0.195908122731457,1.26552681103751,0.719089175019056,3
0.163383854737726,1.25538189970182,0.491183573000359,4
0.158466019375216,1.24702010151362,0.442047351693984,5
0.403341829026323,1.13322434500512,1.59720002739735,6
0.372285617290969,1.12811757113418,0.859378840233446,7
0.367156329262273,1.12372979123708,0.550647872203497,8
0.34769594158805,1.15655104243926,0.612499562485274,9
0.372607904601015,1.27059680171276,0.845166241944919,10
0.382852233655875,1.33971389385517,0.976638383952676,11
0.304102296712009,1.42996831191496,1.22228606967397,12
1.97688310863534,0.977822104253745,-0.0632971724463567,1
1.93633050737569,0.987381292774237,-0.0361585398405487,2
1.91715843591841,0.961421871267712,-0.100623404817676,3
1.95590059520909,0.943837731425458,-0.106586190448655,4
1.96122238587159,0.944623231829712,-0.0974362151515788,5
1.64021331111726,0.963929358878681,-0.432443702275272,6
1.51967167194598,0.965109609273917,-0.234191906927232,7
1.50313838570214,0.967794490454832,-0.143468241834052,8
1.50723941175771,0.966505529547538,-0.136671741209682,9
1.6344106500572,0.990425700072039,-0.0448760106009821,10
1.82376281894747,0.972872395275895,-0.0795300202117634,11
1.94062740994622,0.998551187903677,-0.00246940666377781,12
-0.500482151975054,0.435868954471404,-1.65178395241281,1
-0.496859954214099,0.480513364104303,-1.52306301090719,2
-0.512020528604961,0.499580790553832,-1.33598044554058,3
-0.57385578371457,0.477816260768341,-1.02691002889319,4
-0.582985048749181,0.489752221552611,-0.931282238880508,5
-0.105367888255812,0.669088067785234,-3.96723697293639,6
-0.0996198667697396,0.676129546365546,-2.17679713428285,7
-0.100058833457933,0.687674064446891,-1.39193661158667,8
-0.129209734892715,0.643265389976273,-1.43055606911455,9
-0.146355728404503,0.570721297427803,-1.40618146949103,10
-0.209776205988777,0.465620644627382,-1.54473744047562,11
-0.368979943223796,0.433789459919591,-1.60547020805438,12
0.605033955647435,2.39960078821085,4.09615483671889,1
0.588943294491403,2.20295927538689,3.54056753271132,2
0.5719926027153,1.93111419541734,2.52679785699857,3
0.555039688312752,1.94585369073957,1.78195194848162,4
0.552359159400874,1.91535989011681,1.60578844317038,5
0.673591986475965,1.46469566034009,5.57114333268524,6
0.622983661845965,1.44244731711059,2.96439302533269,7
0.61536265793747,1.42116618072103,1.87313027971416,8
0.60105031988878,1.53659087279633,2.0917920270838,9
0.648305416886977,1.89725178265508,2.80505030658797,10
0.697683902252206,2.21064148800537,3.47764531447804,11
0.661674749408689,2.49996502699055,4.26048087047348,12
0.493520451901055,1.15333847280004,0.450633641092267,1
0.4794182284996,1.14375492751078,0.423320733460895,2
0.462648106016309,1.09491241936548,0.258651309365806,3
0.441167906091575,1.08022280102066,0.156522461821206,4
0.437836892618846,1.07710543449852,0.140117604148278,5
0.595018237699026,1.04003537936833,0.47997615617103,6
0.550094582492133,1.0386215019099,0.259156135634919,7
0.543198031288533,1.03827805844878,0.170347637340232,8
0.52738892608979,1.0515728166535,0.199568627908229,9
0.568147879614055,1.1129434677107,0.345714946250766,10
0.60614832399849,1.13111796474214,0.376337269424696,11
0.557712522955682,1.18283679029614,0.52068107613578,12
-0.215501223393327,1.39895269971478,1.16954292937121,1
-0.216960623992114,1.35861795002177,1.0550531275473,2
-0.232582656439714,1.27321946673184,0.739880652691221,3
-0.282848101717128,1.26329993834811,0.506232358303082,4
-0.290315005800358,1.25469605398692,0.455620111240052,5
0.0954330832527559,1.13733022155979,1.64642456023604,6
0.0866535155550115,1.13204833028726,0.885731636939968,7
0.0843631569042432,1.12747440421908,0.567309294185362,8
0.0590373535783276,1.16119630679198,0.630723627152996,9
0.058492730637867,1.27773390365103,0.867702384065247,10
0.0241496703637188,1.34927651583758,1.00414311580876,11
-0.103296856990719,1.44140016431732,1.25474222807026,12
0.896134668204833,1.78312333601302,2.29349988271206,1
0.874853284600062,1.68766207283641,2.02318799114873,2
0.857431225249292,1.53674559840653,1.45364814168635,3
0.852296574977844,1.53550208498207,1.01980244531373,4
0.851314105160248,1.51837396755716,0.918694382300949,5
0.878705030984829,1.27367018968015,3.28097717003736,6
0.813257146443943,1.26201661700077,1.756639632728,7
0.803744993109374,1.25091131942201,1.11635974411081,8
0.793339894715754,1.31636264982829,1.23731036914103,9
0.857552866147139,1.5237397281402,1.64110478602304,10
0.936633187843774,1.68442892238473,1.96743598415331,11
0.933063210741173,1.84700456126714,2.40635369958167,12
1.05480205175216,1.48608716343755,1.42451878601408,1
1.03069141244951,1.43392231517914,1.27655150226798,2
1.01301242944127,1.33447481028282,0.905532268803288,3
1.014319443401,1.32640917446085,0.625944035656791,4
1.01426251784344,1.31586246701423,0.56358062858961,5
0.990503967571878,1.16975327859034,2.03513810636382,6
0.916967631019416,1.16305309979973,1.09356790410326,7
0.906424687589229,1.15698676263015,0.698611601617816,8
0.898149269633404,1.1979364711899,0.774723922138687,9
0.971605301802087,1.33465488993456,1.04722458377298,10
1.06687490938488,1.42588534572247,1.22444849612303,11
1.08098623266119,1.53328390545702,1.51561282950786,12
1.19146942163006,0.613835958501987,-1.12980733064091,1
1.16492181685726,0.652347127670334,-1.01951677673392,2
1.14702153392121,0.662146209764805,-0.902607690953009,3
1.15387704366143,0.640636219428466,-0.701012377461385,4
1.15461733109683,0.64921617796016,-0.63522682710399,5
1.08680143134105,0.779922763161995,-2.63846197700348,6
1.00629814645874,0.785616726437496,-1.4401448181208,7
0.994867337053112,0.794435955549731,-0.91585560170595,8
0.988426308860367,0.763515869144503,-0.945833437407066,9
1.06984380590196,0.718014320682663,-0.923344795228133,10
1.17905797520119,0.636225830494327,-1.05109196135593,11
1.20839899953378,0.618266412013513,-1.08190572710961,12
0.65098532567426,0.603487717600965,-1.16014709160907,1
0.634075288963104,0.642537814683079,-1.04827980390336,2
0.617050189997641,0.653056549616782,-0.926883756341553,3
0.601962834162064,0.631492561282868,-0.71917474435578,4
0.599550350426315,0.640280881771239,-0.651695817247809,5
0.705969871513593,0.773969398161422,-2.70983567932234,6
0.653019065126988,0.779763840986911,-1.47950310462964,7
0.645099535988891,0.788749818200038,-0.941203471741166,8
0.631403970786947,0.757016076009928,-0.971921681774303,9
0.68133593365779,0.709776061431219,-0.950178421617709,10
0.735402968424875,0.626438793751402,-1.07938266692562,11
0.7045144645648,0.607505845637547,-1.1124468089732,12
-2.32126890857392,0.594914610610264,-1.18528334199562,1
-2.28517960137578,0.634396182654065,-1.07215136496893,2
-2.29739184963613,0.645495939618718,-0.947072225628328,3
-2.43314839001793,0.623890370591582,-0.734287081030566,4
-2.4528987335227,0.632850378950484,-0.665401432980039,5
-1.38831601904674,0.768997788986825,-2.76943930739475,6
-1.28974900745194,0.774873792836005,-1.51238847477659,7
-1.27835914761652,0.783997344113752,-0.962389916388775,8
-1.33194918613313,0.751591579227353,-0.99370330584854,9
-1.45516387634015,0.702924481397018,-0.972509485689804,10
-1.70436442214815,0.618319508377373,-1.10285485804289,11
-2.06646983236481,0.598593889735123,-1.13774095819918,12
0.787220818105815,0.674546792779743,-0.951834988548118,1
0.767881516887999,0.709518619995358,-0.851840822932453,2
0.750635817316351,0.714710508372538,-0.762123102281937,3
0.741079423667165,0.693595966014367,-0.59611404041311,4
0.739461633681406,0.700931596839961,-0.540163171920841,5
