tempAnom,pptAnom_cm,pptAnom_CF,Month
0.929663994746402,-1.04953126192717,0.634305204615947,1
0.614053654376809,-0.383740054151675,0.869682741309923,2
1.00212376973527,-0.915985569648723,0.678161908521434,3
0.225284463339102,-0.18387462376998,0.944602454987242,4
0.058399651611746,-0.279880232098449,0.8768171944159,5
-0.493465577209809,-0.367399773111103,0.818531379048514,6
0.577472520246309,-1.86799593073624,0.532564744410722,7
0.53076357969091,-1.07349971679296,0.738308543998303,8
0.647804428752058,-0.968609650752993,0.768086764138906,9
1.00721829195145,-0.963004146599457,0.724769883598526,10
1.44505206665663,-1.51300151984573,0.515356911560205,11
1.16633614772043,-1.03995518468273,0.651586257022641,12
1.19684621101804,-0.100761203501458,0.961495206033644,1
1.14089718451119,-0.413771866148592,0.854598955732541,2
1.13571498002741,-0.40299707482877,0.857055999853326,3
0.98953668209768,-0.851008860666243,0.663304844892688,4
1.70042696658932,-0.766868430119059,0.671062971706148,5
1.31462099328383,-0.486499586069558,0.762599291999518,6
0.450248443523969,0.524146427049878,1.13115902184953,7
0.556179015972045,0.156822399547125,1.04447391075275,8
0.546669494938767,0.0665783482003912,1.02102497382812,9
0.86593628099445,-0.60164350497268,0.818048046267273,10
1.01115835305746,-0.340719171113864,0.899777212268405,11
1.34967022592415,-0.739693339321497,0.752014938770802,12
1.34894914871366,-0.661891726492739,0.763899941297505,1
0.535201663218152,-0.0399131021787835,0.96462040293899,2
0.175919834890943,0.472127255358604,1.14768037964603,3
0.1840274135808,0.267890840348074,1.04368759236456,4
0.753099231183658,-0.55354850579407,0.662921375269783,5
0.474772403055141,-0.512203486533645,0.67646199267651,6
1.50574945976268,-0.248693701099396,0.937768491984336,7
0.80349849330569,0.69644664838611,1.13347527153977,8
0.636637620687582,0.568565551300635,1.11266638512981,9
0.328393550862655,0.589392929450027,1.11337971828971,10
0.54129119212238,0.00972682639024056,0.992135578145763,11
1.00047334975556,-0.668796622208682,0.762920974058323,12
0.158386634436491,-0.0468623893668008,0.979777425997926,1
0.100881493346543,0.396824244893085,1.10645923490918,2
-0.194200686764968,1.19066099521508,1.39099456631064,3
-0.389212308449422,0.644124089038136,1.1517537138554,4
